,,,,,
Inf,Rec,Club,División,Juega en,Nombre
,- - -,Alcorcón,Segunda División española,ESP,- -
,- - -,La Unión At.,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Cerdanyola,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,U. Murcia,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Sta. Eulalia,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Leganés,Segunda División española,ESP,- -
,- - -,Alcorcón,Segunda División española,ESP,- -
,- - -,Cádiz B,Segunda División Federación Grupo 4 española,ESP,- -
Ret,- - -,Cayón,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,U. Murcia,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,R. Santander,Segunda División española,ESP,- -
Les,- - -,Pontevedra,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,U.D. San Fernando,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,Oviedo,Segunda División española,ESP,- -
Seg,- - -,Barcelona,Primera División española,ESP,- -
Juv,- - -,Cartagena,Segunda División española,ESP,- -
,- - -,Torrent,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,La Nucía,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Ferrol,Segunda División española,ESP,- -
Ced,- - -,Valladolid,Segunda División española,ESP,- -
,- - -,Lleida,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Mérida,Primera División Federación B española,ESP,- -
,- - -,Segoviana,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Pontevedra,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Valencia B,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Cádiz,Primera División española,ESP,- -
,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Langreo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Sabadell,Primera División Federación A española,ESP,- -
Juv,- - -,Tarazona,Primera División Federación A española,ESP,- -
,- - -,Racing Cartagena,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Badajoz,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,Zamora,Segunda División Federación Grupo 1 española,ESP,- -
Les,- - -,Brea,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Mutilvera,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Vallecano,Primera División española,ESP,- -
,- - -,Calahorra,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Málaga,Primera División Federación B española,ESP,- -
,- - -,Leganés,Segunda División española,ESP,- -
Seg,- - -,Espanyol B,Segunda División Federación Grupo 3 española,ESP,- -
Juv,- - -,Burgos,Segunda División española,ESP,- -
,- - -,Avilés,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Cacereño,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Ponferrada,Primera División Federación A española,ESP,- -
Des,- - -,Getafe B,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,Ceuta,Primera División Federación B española,ESP,- -
,- - -,Ferrol,Segunda División española,ESP,- -
Juv,- - -,Melilla,Primera División Federación B española,ESP,- -
,- - -,Eldense,Segunda División española,ESP,- -
,- - -,Elche,Segunda División española,ESP,- -
,- - -,Europa,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Torrent,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Cartagena B,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Oviedo B,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,El Palo,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,R. Santander,Segunda División española,ESP,- -
,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
Les,- - -,G. Torrelavega,Segunda División Federación Grupo 1 española,ESP,- -
Juv,- - -,Oviedo,Segunda División española,ESP,- -
,- - -,Leonesa,Primera División Federación A española,ESP,- -
Juv,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Las Palmas,Primera División española,ESP,- -
,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Tudelano,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Espanyol,Segunda División española,ESP,- -
Seg,- - -,Villarreal B,Segunda División española,ESP,- -
,- - -,El Palo,Segunda División Federación Grupo 4 española,ESP,- -
Juv,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
Fic,- - -,Oviedo B,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Illescas,Segunda División Federación Grupo 5 española,ESP,- -
Juv,- - -,U. Adarve,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Oviedo,Segunda División española,ESP,- -
,- - -,H. Alicante,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Brea,Segunda División Federación Grupo 2 española,ESP,- -
Seg,- - -,Villarreal,Primera División española,ESP,- -
,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
Seg,- - -,Tarragona,Primera División Federación A española,ESP,- -
Seg,- - -,Leganés,Segunda División española,ESP,- -
Juv,- - -,Vigo,Primera División española,ESP,- -
,- - -,Arenteiro,Primera División Federación A española,ESP,- -
,- - -,Zaragoza B,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Zaragoza B,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Cartagena,Segunda División española,ESP,- -
,- - -,Linense,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Guijuelo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Villarreal,Primera División española,ESP,- -
Seg,- - -,Sestao,Primera División Federación A española,ESP,- -
Int,- - -,Granada,Primera División española,ESP,- -
Juv,- - -,Coruxo,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Málaga,Primera División Federación B española,ESP,- -
,- - -,Badajoz,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Sanluqueño,Primera División Federación B española,ESP,- -
,- - -,Antoniano,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Burgos,Segunda División española,ESP,- -
Seg,- - -,Real Irún,Primera División Federación A española,ESP,- -
,- - -,Valencia,Primera División española,ESP,- -
,- - -,Náxara,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Ciudad Real,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,San Roque de Lepe,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Badajoz,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Eibar,Segunda División española,ESP,- -
,- - -,R. Santander,Segunda División española,ESP,- -
Juv,- - -,Granada,Primera División española,ESP,- -
,- - -,Guadalajara,Segunda División Federación Grupo 5 española,ESP,- -
Opc,- - -,Sestao,Primera División Federación A española,ESP,- -
,- - -,Linares,Primera División Federación B española,ESP,- -
,- - -,Real Hispalis,Primera División española,ESP,- -
Seg,- - -,Badajoz,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,A. Madrid,Primera División española,ESP,- -
Juv,- - -,S.D. Logroñés,Primera División Federación A española,ESP,- -
Juv,- - -,Huelva,Primera División Federación B española,ESP,- -
,- - -,Eibar,Segunda División española,ESP,- -
,- - -,Tenerife,Segunda División española,ESP,- -
,- - -,Illescas,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,Barcelona B,Primera División Federación A española,ESP,- -
,- - -,Alzira,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Zaragoza,Segunda División española,ESP,- -
Juv,- - -,Burgos,Segunda División española,ESP,- -
Les,- - -,Vallecano,Primera División española,ESP,- -
,- - -,Llerenense,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Zaragoza B,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Badalona Fut,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Barakaldo,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Sanluqueño,Primera División Federación B española,ESP,- -
,- - -,Lleida,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Avilés,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Vélez C.F.,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,H. Alicante,Segunda División Federación Grupo 3 española,ESP,- -
Ret,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Alzira,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Oviedo,Segunda División española,ESP,- -
,- - -,Melilla,Primera División Federación B española,ESP,- -
,- - -,S. Gijón,Segunda División española,ESP,- -
,- - -,Murcia,Primera División Federación B española,ESP,- -
,- - -,A. Madrid,Primera División española,ESP,- -
Ced,- - -,Eldense,Segunda División española,ESP,- -
Int,- - -,R. Madrid,Primera División española,ESP,- -
Seg,- - -,S.D. Logroñés,Primera División Federación A española,ESP,- -
Seg,- - -,Fuenlabrada,Primera División Federación A española,ESP,- -
,- - -,Cacereño,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,R. Santander,Segunda División española,ESP,- -
,- - -,Barbastro,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Antequera,Primera División Federación B española,ESP,- -
Seg,- - -,Orihuela,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Vallecano,Primera División española,ESP,- -
,- - -,Compostela,Segunda División Federación Grupo 1 española,ESP,- -
Seg,- - -,Alcorcón,Segunda División española,ESP,- -
Juv,- - -,Covadonga,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Izarra,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Ibiza,Primera División Federación B española,ESP,- -
,- - -,Logroñés,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,San Fernando,Primera División Federación B española,ESP,- -
,- - -,Ceuta,Primera División Federación B española,ESP,- -
,- - -,El Palo,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Guijuelo,Segunda División Federación Grupo 1 española,ESP,- -
Ret,- - -,Fuenlabrada,Primera División Federación A española,ESP,- -
Les,- - -,Lleida,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Sta. Eulalia,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Guadalajara,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,U. Murcia,Segunda División Federación Grupo 4 española,ESP,- -
Seg,- - -,Atlético Pamplona,Primera División española,ESP,- -
,- - -,Tenerife,Segunda División española,ESP,- -
,- - -,Barcelona,Primera División española,ESP,- -
,- - -,Ferrol,Segunda División española,ESP,- -
,- - -,Mutilvera,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Tarazona,Primera División Federación A española,ESP,- -
,- - -,R. Madrid B,Primera División Federación B española,ESP,- -
,- - -,Mallorca,Primera División española,ESP,- -
Int,- - -,Barcelona B,Primera División Federación A española,ESP,- -
,- - -,Manresa,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Barcelona,Primera División española,ESP,- -
Seg,- - -,R. Madrid B,Primera División Federación B española,ESP,- -
Seg,- - -,Villarreal,Primera División española,ESP,- -
,- - -,Zaragoza,Segunda División española,ESP,- -
Juv,- - -,U. Murcia,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Marino,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Burgos,Segunda División española,ESP,- -
Seg,- - -,Algeciras,Primera División Federación B española,ESP,- -
Ret,- - -,Ceuta,Primera División Federación B española,ESP,- -
Juv,- - -,Intercity,Primera División Federación B española,ESP,- -
,- - -,Amorebieta,Segunda División española,ESP,- -
Trn,- - -,Las Palmas,Primera División española,ESP,- -
Juv,- - -,Granada,Primera División española,ESP,- -
,- - -,Cayón,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Fuenlabrada,Primera División Federación A española,ESP,- -
,- - -,S.D. Logroñés,Primera División Federación A española,ESP,- -
,- - -,Arenteiro,Primera División Federación A española,ESP,- -
,- - -,Algeciras,Primera División Federación B española,ESP,- -
,- - -,Burgos,Segunda División española,ESP,- -
,- - -,Penya Independent,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Lugo,Primera División Federación A española,ESP,- -
Juv,- - -,Coruña,Primera División Federación A española,ESP,- -
Ced,- - -,S. Gijón,Segunda División española,ESP,- -
,- - -,Calahorra,Segunda División Federación Grupo 2 española,ESP,- -
,- - -,Real San Sebastián B,Primera División Federación A española,ESP,- -
,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,Getafe,Primera División española,ESP,- -
,- - -,Pontevedra,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,S. Gijón,Segunda División española,ESP,- -
Seg,- - -,Vigo B,Primera División Federación A española,ESP,- -
Seg,- - -,Ceuta,Primera División Federación B española,ESP,- -
,- - -,Sanluqueño,Primera División Federación B española,ESP,- -
,- - -,Izarra,Segunda División Federación Grupo 2 española,ESP,- -
Juv,- - -,Izarra,Segunda División Federación Grupo 2 española,ESP,- -
Ced,- - -,Ferrol,Segunda División española,ESP,- -
Seg,- - -,R. Santander,Segunda División española,ESP,- -
Pet,- - -,Valladolid B,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Formentera,Segunda División Federación Grupo 3 española,ESP,- -
,- - -,Melilla,Primera División Federación B española,ESP,- -
,- - -,Cádiz B,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,A. Bilbao,Primera División española,ESP,- -
Seg,- - -,R. Santander,Segunda División española,ESP,- -
,- - -,Covadonga,Segunda División Federación Grupo 1 española,ESP,- -
,- - -,Marbella,Segunda División Federación Grupo 4 española,ESP,- -
,- - -,A. Madrid B,Primera División Federación B española,ESP,- -
,- - -,Llerenense,Segunda División Federación Grupo 5 española,ESP,- -
Seg,- - -,Real Hispalis,Primera División española,ESP,- -
,- - -,Tarazona,Primera División Federación A española,ESP,- -
Seg,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Barcelona B,Primera División Federación A española,ESP,- -
,- - -,Málaga,Primera División Federación B española,ESP,- -
,- - -,Valencia,Primera División española,ESP,- -
Juv,- - -,Ferrol,Segunda División española,ESP,- -
Les,- - -,Tarazona,Primera División Federación A española,ESP,- -
,- - -,Getafe,Primera División española,ESP,- -
,- - -,Vigo B,Primera División Federación A española,ESP,- -
,- - -,Sevilla B,Segunda División Federación Grupo 4 española,ESP,- -
Seg,- - -,H. Alicante,Segunda División Federación Grupo 3 española,ESP,- -
Seg,- - -,Mallorca,Primera División española,ESP,- -
,- - -,Mérida,Primera División Federación B española,ESP,- -
,- - -,Atlético Pamplona B,Primera División Federación A española,ESP,- -
,- - -,A. Madrid B,Primera División Federación B española,ESP,- -
Les,- - -,Guadalajara,Segunda División Federación Grupo 5 española,ESP,- -
,- - -,Barcelona,Primera División española,ESP,- -
Juv,- - -,Langreo,Segunda División Federación Grupo 1 española,ESP,- -
