,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,Ent I,Ent C,Ent Cl,FC,FR,Ama,Roj.,Rob,Desp,Pos Gan/90,Pos Perd/90,Gol,xG,Cab Int,Cab,DsR,Rec,Cen.In,Cen.Com,Cen I-Ab,Cen C-Ab
- - -,,Marc Casadó,"MC, ME (C)",0 (3),76,46,38,3,1,0,0,0,0,11,4,"11,7 km","11,84",4,4,0,2,0,0,0,1,0,"9,47","8,29",0,0,1,0,0,0,0,0,0,0
- - -,,Miguelón,"DF (DI), CR (D)",11 (9),948,492,408,59,11,0,"0,62",1,10,86,23,"133,8 km","16,14",35,32,3,8,12,1,0,29,11,"12,25","12,44",0,"0,34",37,16,10,11,24,1,24,1
- - -,Les,Josu Ozkoidi,DF/CR/ME/MP (I),34,2.832,1.463,1.255,192,74,1,"2,65",4,31,270,91,"377,9 km","13,63",126,115,4,22,30,0,0,72,46,"11,44","14,59",0,"0,93",140,66,19,32,182,23,85,16
- - -,,Ekain,"MP (C), DL (C)",0 (13),283,83,70,5,3,1,"0,36",0,1,29,7,"37,5 km","10,49",7,7,0,1,3,0,0,1,1,"5,09","20,99",1,"2,19",26,10,0,0,2,1,2,1
- - -,,Adrià Vilanova,DF (C),25,2.152,1.328,1.172,108,7,0,"0,71",1,4,72,29,"259,4 km","4,93",36,31,4,21,3,4,0,33,30,"14,64","3,64",1,"0,68",179,128,25,10,2,1,2,1
- - -,,Jaílson,"DF (C), MC, ME (C)",16 (17),1.363,781,687,56,12,2,1,2,9,149,52,"191,5 km","10,96",58,50,2,22,3,1,1,19,10,"8,19","9,31",0,"0,24",73,53,0,7,9,0,9,0
- - -,,Juan Berrocal,DF (C),16 (3),1.501,917,834,75,6,0,"0,26",2,2,44,20,"196,1 km","5,34",23,20,5,16,3,4,0,28,23,"12,59","3,12",0,"0,08",119,85,8,9,2,0,2,0
- - -,,Tomás Bourdal,DF (C),35,3.128,2.044,1.748,128,11,2,"2,66",5,2,121,41,"393,6 km","4,95",44,38,8,28,16,3,1,52,44,"18,13","2,73",2,"1,89",316,248,28,22,3,0,3,0
- - -,,Oier Luengo,"DF (DC), MC, ME (C)",11 (11),1.295,748,648,64,6,2,"0,55",1,6,89,19,"168,2 km","9,8",24,18,3,7,7,2,0,25,28,"11,88","7,64",1,"1,33",101,73,18,11,7,1,7,1
- - -,,Iván Martos,"DF (IC), CR (I)",23 (12),2.022,1.018,918,80,13,3,"2,79",4,21,180,43,"273,2 km","10,37",68,61,5,23,9,4,0,59,24,"11,48","8,81",0,"0,61",129,92,12,11,59,2,59,2
- - -,,Dani Queipo,"ME (I), MP (IC), DL (C)",16,1.165,390,326,26,28,2,"2,44",6,36,159,38,"153,5 km","12,59",40,33,2,19,19,0,0,25,13,"5,95","16,38",2,"2,65",76,18,0,6,76,13,34,10
- - -,Seg,Antonio Aranda,"ME (IC), MP (DIC)",31,2.356,849,706,66,36,3,"2,81",9,60,312,77,"319,4 km","12,57",64,49,1,29,34,1,0,42,17,"7,18","13,87",6,"4,16",130,35,0,11,83,13,71,9
- - -,,Eneko Undabarrena,"DF (C), MC, ME (C)",39,3.364,1.956,1.764,131,15,0,"2,76",4,5,168,56,"419,9 km","5,83",62,45,6,28,17,9,0,48,57,"14,77","3,08",1,"1,37",256,171,21,15,13,1,13,1
- - -,,Pape Diamanka,"MC, ME (C)",26,2.281,1.147,1.009,101,43,1,"3,21",8,26,279,56,"298,7 km","8,29",48,37,2,40,16,6,0,32,24,"12,51","16,1",1,"0,16",125,60,0,13,14,2,14,2
- - -,Seg,Raúl Ruiz,DF/CR/ME/MP (D),34,2.977,1.475,1.266,161,19,1,"3,27",5,48,276,64,"394,2 km","12,76",86,70,5,26,50,7,1,65,52,"12,67","14,03",1,"3,31",133,74,27,24,78,9,66,6
- - -,Ret,Álvaro Giménez,"MP (C), DL (C)",0 (22),512,134,118,3,3,0,0,0,1,40,8,"62,8 km","7,03",6,6,0,4,13,1,0,0,0,"0,7","19,86",1,"2,16",57,20,0,0,3,0,3,0
- - -,Ret,Javi Lara,"MC, ME/MP (IC)",31 (1),2.122,1.187,1.060,107,50,3,"3,88",10,14,222,62,"311,4 km","11,37",55,42,2,17,8,3,0,31,29,"10,09","7,46",1,"2,02",73,31,4,20,181,29,9,3
- - -,,Sergio González,DF (C),30 (1),2.638,1.752,1.597,106,6,1,"1,57",3,1,92,27,"332,0 km","5,25",37,31,5,33,7,2,0,60,41,"12,38","3,51",0,"2,05",229,155,22,21,6,0,6,0
- - -,,Alfonso Pastor,POR,1,90,29,14,0,0,0,0,0,0,0,0,"3,2 km",0,0,-,0,0,0,0,0,0,-,3,6,0,0,-,-,-,-,-,-,-,-
- - -,Seg,Álex Calvo,ME/MP (DI),2 (24),403,146,124,5,3,0,"0,42",2,11,53,15,"55,3 km","13,85",15,15,0,0,6,0,0,5,2,"1,34","18,09",1,"1,15",19,2,0,0,14,3,14,3
- - -,Seg,Kike Royo,POR,30,2.376,580,417,0,0,0,0,0,0,0,0,"144,9 km",0,2,1,0,0,7,0,0,0,-,"3,56","7,08",0,0,-,-,-,-,-,-,-,-
- - -,,Alberto Lora,"DF/CR (D), MC, ME (C)",31,2.307,1.145,964,97,41,2,"2,35",6,13,275,70,"308,1 km","8,47",67,49,1,39,19,6,0,42,25,"11,16","16,62",0,"3,05",101,39,0,10,28,2,28,2
- - -,Seg,Stéphane Emana,"MP (I), DL (C)",34,2.602,901,778,58,37,3,"3,06",2,93,274,80,"351,5 km","11,55",66,58,0,30,48,0,1,51,46,"3,11","17,74",5,"4,69",195,69,0,18,119,31,119,31
- - -,Seg,Jon Ander Olasagasti,"MC, ME (C)",33 (1),2.384,1.348,1.202,111,24,3,"3,27",7,18,248,68,"331,8 km","10,68",76,60,1,31,21,3,0,46,28,"12,8","5,21",3,"2,54",111,49,9,20,92,10,5,1
- - -,Ret,Héber,CR/ME/MP (I),1 (6),165,55,46,6,9,0,"0,09",0,2,21,8,"24,2 km","13,64",7,7,0,1,0,0,0,4,0,"3,82","19,09",1,"0,23",9,0,0,0,23,3,5,1
- - -,,Albert Rosas,"MP (I), DL (C)",2 (8),276,85,71,2,2,1,"0,89",2,9,27,8,"35,3 km","9,46",6,4,0,4,0,0,0,6,4,"3,26","20,87",1,"0,64",23,9,0,1,15,3,15,3
- - -,Seg,Guillermo Vallejo,POR,33 (1),3.018,873,583,0,0,0,0,0,0,0,0,"206,5 km",0,3,2,0,0,13,0,0,0,-,"3,04","10,17",0,0,-,-,-,-,-,-,-,-
- - -,,Borja González,DF/CR (D),8 (6),846,396,341,37,8,0,"0,12",1,13,75,15,"117,5 km","19,04",28,26,2,3,10,0,0,22,14,"8,94","17,87",1,"0,68",38,19,10,10,15,0,15,0
- - -,,Andrés Caro,DF (DC),12,946,536,471,46,0,0,"0,85",2,7,66,19,"124,0 km","9,23",24,21,1,12,7,2,1,27,9,"13,03","8,66",0,"0,67",77,55,18,4,17,2,17,2
- - -,,Àlex Sala,"DF (C), MC, ME (C)",33,2.614,1.433,1.279,122,24,4,"3,15",7,10,274,75,"373,3 km","10,71",71,50,2,47,24,5,0,40,32,"13,46","6,3",0,"1,37",119,75,6,17,8,2,8,2
- - -,,Diego Moreno,DF/CR (D),7 (13),959,500,424,59,5,0,"1,35",2,16,67,22,"130,4 km","14,83",32,23,0,12,10,2,0,24,12,"8,54","15,11",0,"0,91",42,22,6,7,28,3,28,3
- - -,,Facundo García,"MC, ME (C)",38 (1),3.321,1.586,1.365,141,40,2,"3,89",10,25,406,90,"457,9 km","11,98",93,70,1,45,31,4,0,53,34,"15,91","11,63",1,"5,11",166,70,1,14,29,3,29,3
- - -,,Diego García,DL (C),0 (22),395,98,82,2,2,0,"0,01",0,3,27,4,"53,9 km","6,15",4,2,0,6,17,0,0,4,2,"0,23","21,87",5,"2,83",47,16,0,0,0,0,0,0
- - -,Les,Dani Lorenzo,"MC, ME/MP (C)",20 (2),1.545,885,791,87,21,1,"4,53",9,14,173,49,"216,8 km","11,53",49,32,3,17,15,2,0,19,14,"14,16","5,36",1,"1,64",48,12,2,6,3,1,3,1
- - -,,Pablo Servetti,DL (C),33,2.970,786,677,28,37,1,"3,38",6,39,208,37,"371,8 km","6,45",34,28,0,24,88,2,0,28,27,"1,91","20,45",11,"8,66",380,155,0,4,99,7,14,2
- - -,Ret,Kiko Olivas,DF (C),8 (1),720,430,403,34,4,0,"0,01",0,0,19,14,"87,3 km","4,38",15,14,2,10,1,1,0,10,10,"18,5","2,62",0,"0,34",53,40,6,5,0,0,0,0
- - -,Seg,Ángel Alarcón,"MP (DI), DL (C)",11 (2),961,325,263,16,7,0,"0,73",4,34,117,23,"120,2 km","11,43",19,16,0,19,12,0,0,18,5,"3,56","18,17",4,"3,41",60,13,0,5,28,4,28,4
- - -,Ret,Biel Ribas,POR,31,2.700,759,505,0,0,0,0,0,0,0,0,"163,4 km",0,7,2,0,0,11,0,0,0,-,"3,3","8,7",0,0,-,-,-,-,-,-,-,-
- - -,,Unai Hernàndez,ME/MP (C),33,2.758,1.325,1.119,101,45,5,"5,1",9,37,321,85,"357,6 km","9,5",71,59,5,18,20,0,0,57,23,"12,27","12,6",5,"3,63",100,33,0,7,21,5,21,5
- - -,,Ali Fadal,ME/MP (C),28,2.415,882,734,48,27,1,"2,01",9,46,239,64,"360,5 km","11,63",36,25,1,19,25,1,0,43,33,"8,24","18,89",5,"7,67",182,49,0,12,19,2,19,2
- - -,Seg,Roberto Fernández,DL (C),37 (1),2.771,698,600,19,16,1,"4,69",10,53,204,49,"354,8 km","6,56",49,31,0,37,88,2,0,48,15,"2,57","14,06",12,"16,87",312,94,0,2,11,2,11,2
- - -,Ced,Alberto Del Moral,"MC, ME (C)",33 (1),2.704,1.531,1.358,144,32,7,"7,02",9,15,299,81,"384,2 km","10,68",78,64,4,33,13,5,0,51,20,"12,32","7,19",2,"0,9",128,73,6,17,44,4,6,0
- - -,,Nacho Martín,"MC, ME (C)",15,1.185,662,604,62,12,2,"0,84",0,7,127,35,"173,8 km","10,48",35,26,1,11,3,1,0,21,9,"11,77","4,56",0,"0,32",50,21,2,8,7,4,7,4
- - -,Seg,Lassina Sangaré,"DF (DC), MC",0 (2),44,25,23,3,0,0,0,0,0,4,1,"6,1 km",-,1,1,0,0,1,0,0,0,0,-,-,0,0,2,1,0,0,0,0,0,0
- - -,,Dalisson,"ME (D), MP (DI)",26,2.064,830,694,72,50,5,"2,07",6,79,272,60,"288,6 km","12,47",44,41,0,31,35,0,0,39,21,"6,37","16,09",4,"5,35",140,25,0,6,107,23,107,23
- - -,Seg,Alberto Reina,"MC, ME (DC), MP (C)",2 (9),273,140,120,11,3,1,"0,22",0,4,30,4,"41,0 km","12,53",4,4,0,5,4,0,0,5,1,"7,58","9,23",0,"0,06",11,1,0,0,1,0,1,0
- - -,Seg,Taliby,POR,30,2.537,639,456,0,0,0,0,0,0,0,0,"163,8 km",0,1,1,0,0,13,0,0,0,-,"4,47","5,82",0,0,-,-,-,-,-,-,-,-
- - -,,Mamadou Mbacke,DF (DC),34,2.897,1.736,1.568,122,8,1,"0,81",4,9,98,35,"377,3 km","5,37",41,37,7,26,11,4,0,45,47,"17,18","2,52",1,"1,85",243,157,13,13,5,0,5,0
- - -,,Zourdine Thior,MP (DIC),29,1.864,618,510,67,37,5,"4,14",7,57,243,75,"245,7 km","12,7",62,55,2,23,14,0,0,44,21,"5,26","13,76",1,"1,57",121,33,0,6,100,20,100,20
- - -,,Aritz Arambarri,DF (C),3 (2),402,246,186,19,2,0,0,0,0,13,5,"54,8 km","5,82",6,6,2,1,3,0,0,9,3,"9,85","4,7",0,"0,28",26,20,3,6,1,0,1,0
- - -,,Luis Meseguer,"DF (IC), CR (I)",31,2.572,1.469,1.290,118,15,0,"0,22",1,6,83,35,"304,5 km","4,09",41,35,9,13,13,2,0,44,54,"15,19","4,48",2,"1,27",210,122,12,17,9,1,9,1
- - -,,César Tárrega,"DF (C), MC",30 (5),2.711,1.850,1.642,112,8,1,"1,23",3,1,108,30,"348,4 km","5,91",44,40,7,14,7,3,0,49,46,"13,71","4,15",2,"3,06",234,167,18,20,7,4,7,4
- - -,Seg,Javier Belman,POR,36,3.068,760,485,0,1,0,0,0,0,0,0,"192,4 km",0,1,0,0,0,14,0,0,0,-,"6,19","5,81",0,0,-,-,-,-,-,-,-,-
- - -,Fic,Stipe Biuk,"ME (I), MP (DIC)",11 (7),835,300,244,23,12,3,"3,39",6,19,128,25,"119,9 km","14,23",24,23,0,8,11,0,0,12,8,"3,99","19,83",3,"2,15",53,23,0,2,18,3,18,3
- - -,,Diego Sánchez,"DF (IC), CR (I)",3,270,148,126,20,3,0,"0,29",1,0,29,9,"35,8 km","13,67",13,13,0,2,3,0,0,7,3,"13,33","9,33",0,"0,01",7,3,3,1,9,1,9,1
- - -,Seg,Mika Faye,DF (IC),0 (2),83,47,42,1,0,0,0,0,0,2,1,"9,5 km","4,34",1,1,0,0,1,0,0,1,2,"9,76","6,51",0,0,7,6,2,1,0,0,0,0
- - -,,Álvaro Jiménez,"ME (D), MP (DI)",3 (26),739,274,242,12,5,1,"0,73",1,25,97,16,"106,3 km","15,35",16,15,0,11,9,0,0,15,2,"3,53","16,44",5,"1,59",38,12,0,1,52,3,31,2
- - -,,Chiki,"MP (DIC), DL (C)",2 (21),642,184,161,5,3,0,"0,76",2,5,70,15,"76,5 km","8,13",15,15,0,11,18,0,0,8,2,"2,1","20,19",3,"4,73",51,8,0,1,9,0,9,0
- - -,,Andrés Prieto,POR,37,3.386,820,468,0,2,0,0,0,0,0,0,"221,6 km",0,3,1,0,0,20,0,0,0,-,"2,95","9,04",0,0,-,-,-,-,-,-,-,-
- - -,,Quique Rivero,"MC, ME (IC)",37 (2),3.041,1.540,1.346,115,50,6,"7,75",14,29,362,101,"411,1 km",10,84,63,2,20,19,2,0,53,32,"12,34","11,96",2,"2,64",116,38,0,14,125,21,28,5
- - -,Seg,Mariano Gómez,"DF (C), MC",35,2.974,1.856,1.656,100,12,0,"0,85",1,4,125,43,"378,3 km","5,87",50,44,6,23,14,3,0,46,48,"16,86","3,45",0,"0,97",213,159,32,20,0,0,0,0
- - -,Seg,Guillem Jaime,DF/CR (DI),38,3.316,1.678,1.441,188,23,1,"1,42",0,59,287,74,"471,0 km","16,31",96,74,3,59,51,2,1,91,47,"12,13","13,9",2,"3,46",171,100,26,24,90,10,90,10
- - -,,Yeray Cabanzón,"ME (C), MP (DIC)",8 (12),873,339,298,20,14,4,"1,03",2,25,102,37,"120,9 km","12,89",34,32,0,15,13,0,0,16,5,"4,33","14,43",2,"2,28",43,6,0,4,121,14,28,1
- - -,,Óscar Sielva,"MC, ME (C)",33,2.476,1.357,1.196,110,47,10,"5,31",5,27,274,65,"348,3 km","11,16",61,49,3,30,32,3,1,54,24,"11,16","10,07",2,"2,26",131,70,5,15,5,0,5,0
- - -,,Javi Martón,DL (C),11 (4),861,213,179,9,8,0,"0,46",0,8,67,17,"108,7 km","6,38",17,11,0,6,18,1,0,11,5,"1,36","25,19",3,"2,48",103,47,0,1,3,0,3,0
- - -,Seg,Álvaro Bustos,ME/MP (DI),24 (1),1.947,735,597,50,57,1,"3,08",9,51,268,70,"264,5 km","12,48",66,55,0,25,41,0,0,37,18,"5,41","18,07",3,"4,25",122,39,0,13,99,13,80,10
- - -,Seg,Diego Conde,POR,8 (2),740,168,105,0,0,0,0,0,0,0,0,"45,1 km",0,0,-,0,0,1,0,0,0,-,"2,92","8,39",0,0,-,-,-,-,-,-,-,-
- - -,Seg,Antonio Zarzana,"ME (I), MP (DIC), DL (C)",33,2.685,877,770,44,22,3,"7,77",7,25,243,56,"354,0 km","7,68",49,41,1,29,76,2,0,36,19,"6,34","16,83",10,"14,66",217,58,0,5,233,24,22,2
- - -,,Carlos Marín,POR,40,3.614,977,658,0,0,0,0,0,0,0,0,"224,2 km",0,6,1,0,1,21,1,0,0,-,"4,53","7,02",0,0,-,-,-,-,-,-,-,-
- - -,Ced,Urko González de Zárate,"DF (C), MC",24 (7),2.258,1.531,1.324,107,23,3,"2,89",4,3,102,40,"281,8 km","5,58",51,41,12,14,12,3,0,30,29,"16,3","2,63",0,"1,8",194,128,25,9,9,2,2,1
- - -,,Andoni Zubiaurre,POR,2 (1),132,35,12,0,0,0,0,0,0,0,0,"9,0 km",0,0,-,0,0,0,0,0,0,-,"3,41","7,5",0,0,-,-,-,-,-,-,-,-
- - -,,Jorge Yriarte,ME (C),18 (2),1.117,555,483,43,16,1,"3,07",5,12,136,43,"147,2 km","9,75",33,30,0,14,10,3,0,23,8,"9,91","15,07",1,"0,97",51,30,0,3,11,2,11,2
- - -,,Jon Aramburu,"DF (DIC), CR (DI)",35,3.150,1.509,1.317,161,31,1,"3,31",5,52,394,107,"429,9 km","14,34",140,110,3,44,36,2,0,102,40,12,"15,94",1,"2,03",155,93,34,23,117,14,117,14
- - -,Seg,Theo,ME/MP (C),13 (18),1.388,496,427,31,50,0,"2,37",6,25,132,36,"201,2 km","10,18",29,24,0,10,12,0,0,17,10,"11,02","14,59",2,"6,45",104,31,0,3,202,36,10,4
- - -,Seg,Antonio Gomis,POR,35,3.150,860,616,0,0,0,0,0,0,0,0,"195,1 km",0,5,2,0,5,18,5,0,0,-,"4,86","5,83",0,0,-,-,-,-,-,-,-,-
- - -,,Iago López,DF/CR (D),40,3.518,1.838,1.626,233,30,5,"4,45",4,45,335,79,"489,7 km","13,48",107,88,7,31,42,5,0,90,54,"10,64","14,76",1,"2,87",157,99,22,26,80,4,80,4
- - -,,Giuliano Bertino,"ME (I), MP (DI)",17,1.507,533,439,52,31,3,"2,38",9,44,193,36,"204,4 km","12,54",31,29,0,23,21,1,0,31,12,"7,47","11,94",2,"3,23",104,15,0,7,106,16,88,14
- - -,,Yarek Gąsiorowski,"DF (IC), MC",3 (4),320,189,167,18,1,0,0,0,1,21,8,"38,3 km","3,94",8,7,0,1,1,0,0,2,7,"18,28","3,94",0,"0,23",25,19,0,0,2,0,2,0
- - -,Seg,Pol Llonch,"MC, ME (C)",33 (1),2.804,1.608,1.455,127,26,6,"4,19",6,24,321,83,"413,1 km","12,45",83,65,3,47,24,10,0,51,37,"12,49","6,9",2,"1,35",111,58,4,13,9,6,9,6
- - -,Seg,Alfon,"ME/MP (DI), DL (C)",37,3.114,1.027,873,68,44,6,"4,57",7,87,406,109,"419,5 km","13,27",106,84,3,45,53,1,0,57,34,"4,13","18,01",2,"4,03",166,40,0,12,225,24,103,13
- - -,,Javi Ros,"MC, ME (C)",15,1.216,648,574,48,16,4,"3,86",5,3,146,40,"169,5 km","10,73",41,32,3,15,7,3,0,17,13,"11,62","11,25",0,"2,05",59,24,0,4,19,2,8,1
- - -,,Loïc Williams,"DF (C), MC",5 (8),575,342,307,21,2,0,"0,14",0,1,31,10,"80,0 km","9,39",12,8,0,6,4,1,0,10,10,"15,65","4,54",0,0,38,23,6,2,4,0,4,0
- - -,,Germán Valera,"ME/MP (DI), DL (C)",17 (12),1.220,420,353,31,12,0,"1,44",4,60,149,41,"168,0 km","12,91",32,29,0,15,23,0,0,25,6,"3,39","19,55",1,"3,52",68,17,0,3,36,4,36,4
- - -,,Chuli,"ME (D), MP (DIC), DL (C)",31,2.474,926,740,92,33,9,"6,4",4,64,316,77,"352,3 km","12,95",65,57,2,22,25,1,0,55,31,"6,69","12,11",0,"4,94",162,62,0,16,147,37,147,37
- - -,,Teto,ME/MP (DC),1 (10),225,69,59,2,0,0,"0,6",0,2,22,5,"30,1 km","14,4",4,3,0,0,2,0,0,4,1,"9,6","15,2",2,"1,09",18,5,0,1,0,0,0,0
- - -,,Juan Artola,"ME (D), MP (DIC), DL (C)",20 (18),2.060,732,617,41,23,2,"3,34",7,29,203,50,"314,0 km","11,1",45,34,0,33,14,0,1,35,16,"8,39","20,4",2,"4,75",141,28,0,4,23,7,23,7
- - -,,Míchel,"MC, ME (C)",34,2.245,1.244,1.066,96,63,5,"2,38",4,22,239,45,"303,9 km","8,3",37,23,1,25,19,0,0,40,27,"10,74","10,46",0,"0,72",111,50,1,12,203,25,17,0
- - -,Seg,Darío Benavides,DF/CR (D),33,2.872,1.334,1.157,149,36,9,"9,74",19,45,298,86,"383,2 km","11,47",97,70,5,30,20,2,0,68,48,"19,84","8,87",0,"2,63",154,94,25,21,132,19,132,19
- - -,Seg,Álvaro Romero,MP (DIC),1 (10),313,108,94,4,3,1,"0,41",1,11,37,6,"41,8 km","11,5",4,4,0,2,1,0,0,5,1,"7,19","16,39",1,"0,72",11,1,0,1,3,0,3,0
- - -,,Unai Bustinza,DF (DC),35,2.831,1.517,1.326,131,19,4,"3,25",6,32,246,65,"393,9 km","15,61",84,67,2,35,31,5,1,50,31,"11,44","15,04",0,"2,59",163,98,32,13,75,9,75,9
- - -,,Álex Cardero,ME/MP (C),35 (2),3.008,1.501,1.334,142,84,2,"6,4",13,30,333,103,"398,8 km","8,53",82,58,2,37,39,3,0,34,22,"10,02","15,71",2,"2,92",183,98,0,8,235,34,32,2
- - -,,Pablo García,DF/CR/ME/MP (I),1 (11),425,208,178,23,6,1,"0,25",0,7,41,7,"58,4 km","12,71",8,7,1,3,2,0,0,14,5,"8,47","13,98",0,"0,2",21,9,2,3,9,1,9,1
- - -,,Christian Joel Sánchez,POR,3,270,74,43,0,0,0,0,0,0,0,0,"19,5 km",0,0,-,0,0,2,0,0,0,-,"4,33",5,0,0,-,-,-,-,-,-,-,-
- - -,,Andrés Ferrari,DL (C),5 (17),835,234,195,9,7,0,"0,4",2,3,74,16,"113,7 km","7,22",15,13,0,7,28,0,0,6,2,"0,75","22,85",2,"3,38",94,39,0,1,8,0,8,0
- - -,Ofer,Iván Ayllón,"MP (DI), DL (C)",0 (10),245,68,58,2,0,0,"0,09",0,5,23,6,"29,9 km","8,45",5,5,0,4,2,0,0,2,0,"1,84","21,67",1,"1,54",20,4,0,1,6,0,6,0
- - -,,Vinicius Tobias,DF/CR (D),0 (5),152,79,66,8,1,0,0,0,2,16,3,"20,5 km","11,84",4,4,0,0,1,0,0,4,2,"5,33","39,67",0,"0,46",6,3,1,2,4,0,4,0
- - -,Seg,Salvi,POR,38,3.350,823,541,0,15,0,0,0,0,0,0,"204,6 km",0,2,0,0,0,11,0,1,0,-,"5,43","5,72",0,0,-,-,-,-,-,-,-,-
- - -,,Mateusz Wieteska,DF (C),2 (2),200,126,114,12,0,0,0,0,1,6,3,"19,6 km","4,05",4,3,1,1,1,0,0,2,1,"6,3","5,85",1,"0,4",16,12,2,0,1,1,1,1
- - -,,Pablo Vázquez,"DF (C), MC, ME (C)",30 (3),2.440,1.425,1.309,109,18,6,"5,25",4,7,181,51,"322,5 km","7,64",66,45,7,21,2,5,0,48,26,18,"5,13",2,"0,95",173,102,6,9,10,2,10,2
- - -,,Victor Aznar,POR,32,2.752,673,335,0,0,0,0,0,0,0,0,"155,3 km",0,7,4,0,0,10,0,0,0,-,"4,74","7,42",0,0,-,-,-,-,-,-,-,-
- - -,,Álex Barbu,DF (IC),1 (3),122,75,71,3,0,0,0,0,0,3,1,"17,5 km","6,64",2,2,0,1,0,0,0,4,0,"16,23","4,43",0,0,12,3,0,0,0,0,0,0
- - -,Seg,Borja Sánchez,"ME (C), MP (IC)",0 (24),346,115,94,7,5,0,"0,73",2,7,47,11,"50,2 km","13,79",11,11,0,2,2,0,0,5,1,"4,42","14,31",1,"1,51",22,5,0,0,14,2,9,0
- - -,Seg,Moha,"MP (DIC), DL (C)",32,2.741,868,711,81,39,8,"6,17",14,92,334,105,"374,2 km","13,27",89,74,0,59,67,3,0,59,19,"6,5","11,62",5,"4,39",200,58,0,13,257,35,66,9
- - -,,Tòfol Montiel,"MP (DIC), DL (C)",11 (8),1.166,354,299,17,9,0,"2,26",6,20,84,28,"149,0 km","7,33",23,16,1,14,33,0,0,14,5,"4,09","16,21",6,"5,38",126,40,0,2,82,10,16,2
- - -,,Fran Gámez,DF/CR (D),4 (6),458,241,216,31,6,0,"0,19",2,5,44,23,"66,0 km","18,47",25,15,2,2,4,1,1,8,7,"12,18","14,15",0,"0,1",12,5,1,3,14,1,14,1
- - -,,Pablo Hernàndez,"MC, ME (C)",29,2.066,1.197,1.069,126,37,2,"4,7",12,9,216,72,"288,6 km","10,41",65,63,5,20,24,1,2,30,25,"12,98","5,45",0,"0,73",55,16,1,7,14,3,9,3
- - -,,João Vigário,DF/CR/ME/MP (I),31,2.583,967,810,109,37,8,"4,76",10,58,356,96,"367,5 km","16,06",81,65,3,43,31,10,1,62,22,"7,28","11,36",2,"2,51",134,50,0,9,141,22,73,9
- - -,,Eneko Jauregi,DL (C),20 (10),1.626,398,336,10,6,2,"1,48",2,10,128,33,"195,4 km","6,2",28,24,0,25,37,5,3,16,5,"1,33","18,82",6,"5,84",176,62,0,3,16,4,8,2
- - -,,Juanra,"DF (DC), CR (D)",6 (8),655,359,324,28,4,0,"0,3",0,4,38,11,"90,9 km","9,76",15,13,0,12,1,3,0,10,11,"12,5","10,31",0,"0,54",46,28,4,3,25,5,25,5
- - -,Seg,Pablo Larrea,"MC, ME (C)",35,2.675,1.353,1.170,112,33,6,"7,4",8,20,335,72,"377,1 km","11,64",78,60,0,47,33,2,0,33,25,"14,87","9,42",1,"2,67",129,40,4,12,24,4,24,4
- - -,,Néstor Senra,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Carlos García,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Marcos Baselga,"MP (DI), DL (C)",36 (1),2.831,694,595,19,13,1,"1,53",6,33,223,51,"357,0 km","6,26",46,40,0,31,106,1,0,30,18,"2,32","17,68",11,"11,91",270,59,0,4,14,1,14,1
- - -,,Caio Emerson,"MP (IC), DL (C)",24,1.727,493,424,22,17,1,"3,87",8,41,142,38,"227,5 km","8,03",25,21,0,25,42,1,0,27,12,"2,14","20,9",6,"5,59",202,45,0,7,31,8,31,8
- - -,Seg,Álvaro Martín,"ME (IC), MP (DIC)",11 (26),1.644,610,519,42,38,1,"2,88",2,40,228,58,"228,3 km","14,4",51,42,0,16,17,0,0,36,10,"4,22","19,49",3,"3,26",75,13,0,2,158,25,57,9
- - -,Seg,David Concha,ME/MP (DI),4 (22),670,241,204,13,5,1,"0,59",3,19,84,26,"93,2 km","11,96",25,18,0,7,11,0,0,11,1,"3,22","15,99",0,"0,63",34,11,0,1,94,14,36,5
- - -,Seg,Bruno Méndez,DF (DC),10 (12),1.383,875,784,62,5,1,"0,22",0,4,79,28,"181,5 km","8,92",36,28,5,7,6,1,0,31,19,"11,06","6,18",0,"0,28",112,73,25,3,16,11,16,11
- - -,Seg,Genaro,"MC, ME (C)",39,3.318,1.811,1.614,152,42,11,"11,83",16,23,346,109,"460,9 km","10,42",99,78,2,37,18,3,0,63,45,"14,73","5,29",5,"4,21",160,90,5,13,17,3,17,3
- - -,,Óscar Ureña,"ME (D), MP (DIC)",1 (29),648,234,200,17,7,0,"0,38",2,14,85,22,"92,4 km","12,92",17,17,0,8,10,1,0,10,1,"2,5","14,17",0,"2,03",32,6,0,2,22,4,22,4
- - -,Ret,Kike Márquez,"ME (C), MP (IC)",39,2.531,901,748,48,58,3,"1,42",3,39,282,63,"360,5 km","10,13",50,39,1,21,18,1,0,39,24,"9,92","19,38",5,"4,95",191,50,0,10,102,15,29,7
