,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
- - -,,Josh Feeney,DF (C),9 (1),740,-,-,-,-,-,-,494,424,-,-,-,-,-,0,"14,59","2,8"
- - -,Ret,Yuri,"MP (I), DL (C)",36,2.587,-,-,-,-,-,-,661,550,-,-,-,-,-,0,"1,7","27,59"
- - -,,Pedro Benito,DL (C),12,1.080,-,-,-,-,-,-,265,232,-,-,-,-,-,0,"1,5","15,83"
- - -,,Alfred Planas,"ME (D), MP (DC)",36 (1),2.870,-,-,-,-,-,-,1.055,856,-,-,-,-,-,0,"5,46","16,93"
- - -,,Pablo Gállego,"ME (D), MP (DI)",31,2.790,-,-,-,-,-,-,1.054,916,-,-,-,-,-,0,"8,71",19
- - -,,Luis Quintero,MP (DIC),1 (11),401,-,-,-,-,-,-,144,125,-,-,-,-,-,0,"12,79","12,57"
- - -,,Antonio Casas,DL (C),39,3.284,-,-,-,-,-,-,840,721,-,-,-,-,-,0,"2,22","17,24"
- - -,,Pau Víctor,"MP (DIC), DL (C)",14 (6),1.186,-,-,-,-,-,-,301,258,-,-,-,-,-,0,"2,66","17,61"
- - -,,Dani Perejón,DF/CR (D),36,3.068,-,-,-,-,-,-,1.601,1.370,-,-,-,-,-,0,"12,5","13,85"
- - -,Seg,Pelayo,DF (C),19,1.678,-,-,-,-,-,-,1.048,946,-,-,-,-,-,0,"15,88","2,95"
- - -,,Alberto González,DF (C),33,2.670,-,-,-,-,-,-,1.679,1.490,-,-,-,-,-,0,"15,2","3,47"
- - -,,Adrian Gill,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Johan Terranova,DF (D),33,2.841,-,-,-,-,-,-,1.444,1.221,-,-,-,-,-,0,"13,21","11,78"
- - -,,Edu Frías,POR,18,1.537,14,"5,07",8,4,74%,28,367,195,9,88%,2,0,-,0,"4,98","7,09"
- - -,,Pepe Sánchez,DF (C),38 (1),3.279,-,-,-,-,-,-,2.094,1.941,-,-,-,-,-,0,"13,83","3,43"
- - -,,Carlos Albarrán,DF/CR (D),37,3.249,-,-,-,-,-,-,1.707,1.491,-,-,-,-,-,0,"11,77",11
- - -,,Miguel Núñez,"DF (IC), MC, ME (C)",36,3.255,-,-,-,-,-,-,1.740,1.516,-,-,-,-,-,0,"14,29","6,69"
- - -,Seg,Rafa Gálvez,"DF (C), MC, ME (C)",37 (1),3.156,-,-,-,-,-,-,1.768,1.547,-,-,-,-,-,0,"13,89","5,96"
- - -,,Darío,"MP (DIC), DL (C)",38 (1),3.141,-,-,-,-,-,-,1.035,878,-,-,-,-,-,0,"4,47","17,42"
- - -,Pet,Giorgi Gagua,DL (C),24 (8),2.086,-,-,-,-,-,-,528,461,-,-,-,-,-,0,"2,37","16,61"
- - -,Les,Luismi,"ME (D), MP (DIC), DL (C)",36 (2),2.893,-,-,-,-,-,-,764,634,-,-,-,-,-,0,"3,45","18,51"
- - -,Seg,Alberto Martín,"DF (C), MC, ME (C)",0 (13),245,-,-,-,-,-,-,123,105,-,-,-,-,-,0,"11,02","11,02"
- - -,,Jon Mikel Magunagoitia,POR,5 (3),592,10,"2,12",7,8,75%,16,169,121,2,88%,4,0,-,0,"1,52","7,91"
- - -,,Saidou Bah,ME/MP (DI),30,2.387,-,-,-,-,-,-,880,734,-,-,-,-,-,0,"5,17","16,02"
- - -,Opc,Alessio Miceli,"MC, ME (C)",35 (3),3.013,-,-,-,-,-,-,1.751,1.533,-,-,-,-,-,0,"11,53","8,15"
- - -,,Pablo Clavería,"DF (C), MC, ME (IC)",30 (2),2.640,-,-,-,-,-,-,1.764,1.623,-,-,-,-,-,0,"14,35","2,9"
- - -,,Gorka Santamaría,DL (C),35 (1),2.909,-,-,-,-,-,-,694,602,-,-,-,-,-,0,"2,38","16,8"
- - -,,Roberto Olabe,"MC, ME (IC), MP (C)",23 (1),2.038,-,-,-,-,-,-,1.105,977,-,-,-,-,-,0,11,"6,05"
- - -,,Jorge Morcillo,DF (IC),24,2.011,-,-,-,-,-,-,1.252,1.081,-,-,-,-,-,0,"14,59","3,67"
- - -,,Jose Ángel Carrillo,DL (C),38,3.232,-,-,-,-,-,-,774,655,-,-,-,-,-,0,"2,76","16,9"
- - -,,Iker Kortajarena,ME/MP (C),2 (5),270,-,-,-,-,-,-,108,90,-,-,-,-,-,0,8,23
- - -,,Mario Soberón,DL (C),10 (24),1.485,-,-,-,-,-,-,374,317,-,-,-,-,-,0,"0,91","19,76"
- - -,,Loren Burón,ME/MP (I),22 (14),2.098,-,-,-,-,-,-,713,607,-,-,-,-,-,0,"3,95","16,9"
- - -,,Adama,DF/CR/MP (I),30,2.650,-,-,-,-,-,-,1.069,936,-,-,-,-,-,0,"10,26","13,38"
- - -,,Benji,DF (D),32,2.493,-,-,-,-,-,-,1.244,1.066,-,-,-,-,-,0,"9,64","15,31"
- - -,Ced,Marco Moreno,DF (C),23 (2),2.078,-,-,-,-,-,-,1.301,1.157,-,-,-,-,-,0,"15,38","3,46"
- - -,,Youness Lachhab,"MC, ME (C)",19 (6),1.594,-,-,-,-,-,-,914,804,-,-,-,-,-,0,"13,27","9,03"
- - -,,Lassine Keita,DF (C),7 (1),587,-,-,-,-,-,-,371,343,-,-,-,-,-,0,"17,94","2,61"
- - -,,Gonçalo Tabuaço,POR,38,3.420,36,"7,01",20,16,74%,67,897,598,14,89%,2,1,20%,1,"4,29","6,55"
- - -,,Christian Carracedo,ME/MP (DI),36,2.953,-,-,-,-,-,-,1.095,920,-,-,-,-,-,0,"6,22","16,03"
- - -,,Alejandro Iturbe,POR,3,270,6,"-0,91",6,4,66%,2,81,54,0,93%,4,0,-,0,"1,67","6,33"
- - -,,Ernesto Gómez,ME/MP (DI),2 (20),598,-,-,-,-,-,-,215,187,-,-,-,-,-,0,"3,91","16,1"
- - -,Seg,Antal Yaakobishvili,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Álvaro Arnedo,"MC, ME (C)",21 (9),1.963,-,-,-,-,-,-,1.103,979,-,-,-,-,-,0,"12,98","8,34"
- - -,,Marc Martínez,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Opc,Antonio Caballero,"MC, ME (C)",18 (5),1.434,-,-,-,-,-,-,721,625,-,-,-,-,-,0,"12,11","9,16"
- - -,,César García,ME/MP (D),31,2.616,-,-,-,-,-,-,1.061,922,-,-,-,-,-,0,"4,99","19,71"
- - -,,Hernán Santana,"MC, ME (C)",35,2.550,-,-,-,-,-,-,1.267,1.118,-,-,-,-,-,0,"20,15","9,74"
- - -,,Manu Barreiro,DL (C),33,2.927,-,-,-,-,-,-,709,595,-,-,-,-,-,0,"2,52","14,54"
- - -,,Pau Cubarsí,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Musa,"MP (DI), DL (C)",19 (11),2.063,-,-,-,-,-,-,690,595,-,-,-,-,-,0,"4,23","18,67"
- - -,,Pablo Marín,"MC, ME (C)",20 (9),1.843,-,-,-,-,-,-,937,810,-,-,-,-,-,0,"13,09","9,57"
- - -,Seg,Jastin,MP (IC),0 (7),96,-,-,-,-,-,-,34,31,-,-,-,-,-,0,"0,94",30
- - -,,Diego Bri,"MP (I), DL (C)",29 (1),2.548,-,-,-,-,-,-,855,718,-,-,-,-,-,0,"5,47","17,94"
- - -,,Bermu,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani Vega,MP (DI),22 (13),2.132,-,-,-,-,-,-,777,627,-,-,-,-,-,0,"4,43","20,01"
- - -,Seg,Álex Pastor,"DF (C), MC",2 (17),480,-,-,-,-,-,-,292,265,-,-,-,-,-,0,"10,69","4,88"
- - -,Seg,Ahn June-Hyuk,ME/MP (DI),27 (14),2.505,-,-,-,-,-,-,908,770,-,-,-,-,-,0,"3,88","15,09"
- - -,Seg,Rayco,MP (DC),22 (8),1.816,-,-,-,-,-,-,629,536,-,-,-,-,-,0,"4,26","22,1"
- - -,Seg,Dani Romera,DL (C),19 (7),1.612,-,-,-,-,-,-,424,365,-,-,-,-,-,0,"2,74","16,53"
- - -,,Cris Montes,"ME (DI), MP (DIC)",11 (26),1.578,-,-,-,-,-,-,543,444,-,-,-,-,-,0,"5,59","20,02"
- - -,Ret,Yimi,ME (DC),31,2.485,-,-,-,-,-,-,911,755,-,-,-,-,-,0,"7,13","12,97"
- - -,,Alvarito,"ME (I), MP (DI)",31,2.687,-,-,-,-,-,-,968,815,-,-,-,-,-,0,"7,23","15,24"
- - -,,Marvel,DF (C),32 (1),2.552,-,-,-,-,-,-,1.608,1.368,-,-,-,-,-,0,"14,74","4,23"
- - -,,Lucas Oliveira,DF (C),18,1.634,-,-,-,-,-,-,1.009,895,-,-,-,-,-,0,"15,48","2,53"
- - -,Seg,Lanchi,DF (D),22 (1),1.941,-,-,-,-,-,-,980,856,-,-,-,-,-,0,"9,97","18,69"
- - -,Seg,Simón Moreno,DL (C),31 (7),2.279,-,-,-,-,-,-,547,475,-,-,-,-,-,0,"1,97","17,89"
- - -,Fic,Lillo,DF (DC),14 (3),1.170,-,-,-,-,-,-,602,514,-,-,-,-,-,0,"12,31","13,15"
- - -,,Brais Abelenda,ME/MP (D),32 (4),2.725,-,-,-,-,-,-,966,817,-,-,-,-,-,0,"5,48","12,98"
- - -,,Iker Seguín,ME/MP (I),11 (14),938,-,-,-,-,-,-,335,284,-,-,-,-,-,0,"3,26","18,61"
- - -,,Urko Izeta,"MP (DIC), DL (C)",31,2.343,-,-,-,-,-,-,660,574,-,-,-,-,-,0,"3,34","12,33"
- - -,,Ronald Gbizie,"MC, ME (C)",32,2.576,-,-,-,-,-,-,1.321,1.131,-,-,-,-,-,0,"13,38","14,11"
- - -,Ced,Asier Osambela,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Dani Sotres,POR,32,2.760,38,"-4,46",16,13,67%,48,684,429,8,88%,2,1,33%,2,"5,18","8,22"
- - -,,Dani Sánchez,DF/CR/ME/MP (I),35,3.159,-,-,-,-,-,-,1.651,1.432,-,-,-,-,-,0,"12,34","17,15"
- - -,Seg,Marc Álvarez,ME/MP (DI),0 (5),93,-,-,-,-,-,-,34,31,-,-,-,-,-,0,0,"25,16"
- - -,,Jannyck Buyla,ME (C),2 (15),488,-,-,-,-,-,-,253,217,-,-,-,-,-,0,"7,38","16,6"
- - -,Ced,Mamadou Cellou,MP (D),1 (1),104,-,-,-,-,-,-,44,35,-,-,-,-,-,0,"3,46","19,04"
- - -,Seg,Chema Núñez,MP (IC),24 (4),1.881,-,-,-,-,-,-,693,598,-,-,-,-,-,0,"11,53","17,27"
- - -,Seg,Manu Molina,ME/MP (C),4 (19),746,-,-,-,-,-,-,264,232,-,-,-,-,-,0,"11,82","14,6"
- - -,,Raúl Prada,DF (IC),34 (1),2.783,-,-,-,-,-,-,1.497,1.289,-,-,-,-,-,0,"12,42","13,36"
- - -,Seg,Rafel Obrador,DF/CR/ME (I),15 (1),1.309,-,-,-,-,-,-,683,588,-,-,-,-,-,0,"13,13","11,55"
- - -,Des,Johaneko Louis-Jean,DF (DI),33,2.933,-,-,-,-,-,-,1.486,1.294,-,-,-,-,-,0,"10,28","14,82"
- - -,,Lado,ME (C),32,2.415,-,-,-,-,-,-,1.220,1.055,-,-,-,-,-,0,"14,35","15,91"
- - -,,Bicho,"ME (C), MP (IC)",18 (1),1.190,-,-,-,-,-,-,411,352,-,-,-,-,-,0,"9,3","18,68"
- - -,Juv,Brais Redondo,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Rulo,DF/CR (I),34,2.685,-,-,-,-,-,-,1.413,1.237,-,-,-,-,-,0,"18,6","11,33"
- - -,,Txus Alba,ME/MP (C),20 (3),1.798,-,-,-,-,-,-,890,755,-,-,-,-,-,0,"9,46","19,47"
- - -,,Andy Escudero,"ME (C), MP (DIC), DL (C)",33,2.806,-,-,-,-,-,-,1.369,1.170,-,-,-,-,-,0,"11,87","15,52"
- - -,,Álvaro Aceves,POR,1,90,1,"-0,02",2,2,85%,2,26,20,0,93%,6,0,-,0,5,5
- - -,Seg,Mathis Lachuer,"MC, ME (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Sergio Marcos,"MC, ME/MP (C)",31,2.735,-,-,-,-,-,-,1.360,1.206,-,-,-,-,-,0,"14,74","14,12"
- - -,,Edu Cortina,ME/MP (C),31,2.430,-,-,-,-,-,-,1.196,1.029,-,-,-,-,-,0,"16,48","9,7"
- - -,,Diego Barri,"MC, ME (C)",36,3.117,-,-,-,-,-,-,1.763,1.567,-,-,-,-,-,0,"11,52","6,44"
- - -,,Pablo Fernández,"MP (D), DL (C)",2 (17),468,-,-,-,-,-,-,118,103,-,-,-,-,-,0,"1,35","17,5"
- - -,Seg,Ramón,DF (DC),21,1.825,-,-,-,-,-,-,1.153,1.056,-,-,-,-,-,2,"17,11","3,21"
- - -,,Álex dos Santos,POR,30,2.657,45,"-2,57",17,24,64%,41,664,367,3,88%,2,0,0%,0,"2,47","6,64"
- - -,,Agustín Coscia,DL (C),30,2.400,-,-,-,-,-,-,611,533,-,-,-,-,-,0,"3,04","14,02"
- - -,Seg,Álex Marín,"ME (DI), MP (DIC), DL (C)",33 (5),2.735,-,-,-,-,-,-,925,787,-,-,-,-,-,0,"3,72","14,81"
- - -,,Diego Fuoli,POR,37,3.291,43,"0,48",32,13,70%,58,809,572,7,89%,2,0,0%,1,"4,13","6,34"
- - -,,Marvin Anieboh,DF (C),31,2.744,-,-,-,-,-,-,1.650,1.410,-,-,-,-,-,0,"10,95","4,36"
- - -,,Lucas Díaz,POR,4,360,4,"1,27",3,2,71%,5,89,36,1,88%,2,0,-,1,"2,5","8,75"
- - -,,Simo,"ME (I), MP (DI)",6 (24),897,-,-,-,-,-,-,326,277,-,-,-,-,-,0,"5,62","16,35"
- - -,Seg,Marco Camus,"ME (I), MP (DI)",21 (5),1.953,-,-,-,-,-,-,652,555,-,-,-,-,-,0,"4,24","22,49"
- - -,,Unai Marino,POR,16,1.406,22,"0,97",13,6,69%,32,333,234,4,86%,3,0,-,2,"2,37","8,71"
- - -,,Jaouad Erraji,DF (C),29,2.482,-,-,-,-,-,-,1.424,1.272,-,-,-,-,-,0,"13,09","4,35"
- - -,Ced,Sergi Domínguez,DF (C),5 (3),523,-,-,-,-,-,-,328,290,-,-,-,-,-,0,"16,35","3,27"
- - -,,Omar De la Cruz,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,Seg,Alberto,ME/MP (D),1,90,-,-,-,-,-,-,40,33,-,-,-,-,-,0,3,16
- - -,Trn,Luca Ferrone,DF/CR (D),4 (7),474,-,-,-,-,-,-,224,192,-,-,-,-,-,1,"4,75",15
- - -,,Nani,"DF (IC), CR (I)",28,2.520,-,-,-,-,-,-,1.215,1.040,-,-,-,-,-,0,"10,57","12,96"
- - -,,Laerte Polydoro,"MP (DI), DL (C)",35,2.869,-,-,-,-,-,-,768,665,-,-,-,-,-,0,"1,38","17,97"
- - -,Seg,Isi Ros,"ME (I), MP (DIC)",33,2.578,-,-,-,-,-,-,924,775,-,-,-,-,-,0,"5,62","17,49"
- - -,Opc,Fer Ruiz,"ME (D), MP (DC)",17 (10),1.555,-,-,-,-,-,-,584,492,-,-,-,-,-,0,"4,28","17,19"
- - -,,Carlos Faya,"MC, ME (C)",24 (5),1.806,-,-,-,-,-,-,893,810,-,-,-,-,-,0,"13,31","13,8"
- - -,Ced,Declan Frith,"ME (I), MP (DI)",0 (7),252,-,-,-,-,-,-,90,82,-,-,-,-,-,0,"2,5","25,36"
- - -,,Jorge Mier,DF (D),0 (12),153,-,-,-,-,-,-,84,69,-,-,-,-,-,0,"3,53","18,82"
- - -,Seg,Felipe Alfonso,DF/CR (DI),35 (2),3.016,-,-,-,-,-,-,1.586,1.429,-,-,-,-,-,0,"12,44","13,22"
- - -,,Juan Flere,POR,1 (2),196,4,"0,71",5,1,69%,3,46,26,1,90%,4,0,-,0,"2,76","10,56"
- - -,Les,Aimar Vicandi,"MP (DIC), DL (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Javi Bonilla,DF/CR/ME (I),22 (2),1.945,-,-,-,-,-,-,969,852,-,-,-,-,-,0,"9,49","13,65"
- - -,Seg,Nacho País,"MC, ME (C)",0 (4),114,-,-,-,-,-,-,60,49,-,-,-,-,-,0,"7,11","7,89"
- - -,Lib,Dani Pinillos,DF/CR (I),36,3.181,-,-,-,-,-,-,1.592,1.349,-,-,-,-,-,0,"9,22","15,93"
- - -,,Javier Lizárraga,DF (C),35 (1),2.972,-,-,-,-,-,-,1.716,1.563,-,-,-,-,-,0,"16,9","3,72"
- - -,Seg,Ces Cotos,"ME (I), MP (IC)",0 (3),28,-,-,-,-,-,-,9,7,-,-,-,-,-,0,-,-
- - -,Les,Jacobo Ramón,DF (C),13 (1),1.200,-,-,-,-,-,-,739,690,-,-,-,-,-,0,"16,8","2,48"
- - -,Seg,Víctor Pastrana,ME/MP (DI),19,1.612,-,-,-,-,-,-,602,500,-,-,-,-,-,0,"4,3","18,31"
- - -,Seg,Álex Meléndez,"MC, ME (C)",36 (2),2.893,-,-,-,-,-,-,1.628,1.479,-,-,-,-,-,0,"12,66","6,91"
- - -,,Antonio Romero,"MC, ME (C)",31,2.348,-,-,-,-,-,-,1.272,1.125,-,-,-,-,-,0,"15,52","6,21"
- - -,Seg,Felix Ofoli,DF (DIC),34,3.022,-,-,-,-,-,-,1.891,1.744,-,-,-,-,-,0,"13,97","3,99"
- - -,,César Morgado,DF (C),21 (2),1.670,-,-,-,-,-,-,1.056,971,-,-,-,-,-,0,"15,74","3,66"
- - -,Seg,Álvaro Télis,DF (IC),13 (5),1.314,-,-,-,-,-,-,690,585,-,-,-,-,-,0,"14,73","3,63"
- - -,,Hugo Pérez,"DF (C), MC",8 (9),876,-,-,-,-,-,-,536,461,-,-,-,-,-,0,"9,76","5,34"
- - -,,Leonel Ferroni,DF/CR (I),34,3.026,-,-,-,-,-,-,1.384,1.168,-,-,-,-,-,0,"11,18","13,44"
- - -,,Alberto Ródenas,DL (C),30,2.288,-,-,-,-,-,-,538,432,-,-,-,-,-,0,"1,93","15,69"
- - -,,Clau Mendes,"MP (D), DL (C)",36 (3),3.176,-,-,-,-,-,-,753,634,-,-,-,-,-,0,"2,41","17,82"
- - -,,Ñito González,"ME (IC), MP (DIC)",37,3.132,-,-,-,-,-,-,1.060,902,-,-,-,-,-,0,"5,4","18,45"
- - -,,Aleix Coch,DF (C),32 (1),2.787,-,-,-,-,-,-,1.751,1.600,-,-,-,-,-,0,"12,66","3,88"
- - -,Pet,Lucas,POR,1 (2),180,3,"-0,94",1,0,50%,2,50,44,1,85%,1,0,-,0,"3,5","6,5"
- - -,Opc,Luis Ruiz,DF/CR (I),1 (1),81,-,-,-,-,-,-,40,37,-,-,-,-,-,0,"8,89","17,78"
- - -,Opc,Fran Carnicer,"MC, ME (C)",37 (2),2.797,-,-,-,-,-,-,1.453,1.297,-,-,-,-,-,0,"11,55","9,4"
- - -,,Sana N'Diaye,"MC, ME (C)",31,2.523,-,-,-,-,-,-,1.243,1.083,-,-,-,-,-,0,"16,34","14,09"
- - -,,Raul Beneit,ME/MP (C),29 (3),2.173,-,-,-,-,-,-,1.047,898,-,-,-,-,-,0,"10,6","14,33"
- - -,Seg,Albert Torras,"MC, ME (C)",31,2.701,-,-,-,-,-,-,1.309,1.155,-,-,-,-,-,0,"16,69","10,6"
- - -,,John Chetauya,"DF (C), MC, ME (C)",21 (11),2.337,-,-,-,-,-,-,1.466,1.284,-,-,-,-,-,0,"14,71","5,2"
- - -,Seg,Manu Lama,DF (C),36,3.192,-,-,-,-,-,-,2.059,1.882,-,-,-,-,-,0,"15,59","3,52"
- - -,Seg,Youba Diarra,"MC, ME (C)",32,2.620,-,-,-,-,-,-,1.485,1.319,-,-,-,-,-,0,"16,04","4,6"
- - -,,Edu Sánchez,DF/CR (I),4 (2),388,-,-,-,-,-,-,198,174,-,-,-,-,-,0,"9,97","16,47"
- - -,,Sandro Toscano,ME/MP (C),36,3.212,-,-,-,-,-,-,1.600,1.431,-,-,-,-,-,0,"14,96","12,61"
- - -,Les,Philip Osei,DF (IC),30 (2),2.124,-,-,-,-,-,-,1.124,918,-,-,-,-,-,0,"9,96","17,54"
- - -,Fic,Álex Delgado,MP (D),0 (1),6,-,-,-,-,-,-,2,2,-,-,-,-,-,0,-,-
- - -,,Carlos González,ME/MP (I),1 (2),150,-,-,-,-,-,-,67,55,-,-,-,-,-,0,"8,4","14,4"
- - -,Seg,Hugo González,ME/MP (DI),0 (5),146,-,-,-,-,-,-,51,45,-,-,-,-,-,0,"4,93","16,64"
- - -,,Alberto Rodríguez,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Marc Guiu,DL (C),12 (5),912,-,-,-,-,-,-,218,185,-,-,-,-,-,0,"1,97","19,74"
- - -,,Jon Ceberio,ME (C),11 (10),974,-,-,-,-,-,-,479,415,-,-,-,-,-,0,"10,81","11,55"
- - -,,Carlos Bravo,"MP (D), DL (C)",33,2.625,-,-,-,-,-,-,1.056,905,-,-,-,-,-,0,"5,76","16,66"
- - -,Seg,Moha,"ME (D), MP (DI), DL (C)",38,3.073,-,-,-,-,-,-,1.035,892,-,-,-,-,-,0,"3,84","21,82"
- - -,Seg,Dani Pérez,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Andoni López,DF/CR (I),34,2.401,-,-,-,-,-,-,1.083,910,-,-,-,-,-,0,"12,56","13,57"
- - -,,Edu Bedia,"MC, ME/MP (C)",31,2.670,-,-,-,-,-,-,1.322,1.144,-,-,-,-,-,0,"11,83","15,3"
- - -,Ret,Javi Castellano,MC,18 (16),1.364,-,-,-,-,-,-,767,693,-,-,-,-,-,0,"10,23","6,86"
- - -,,Rodrigo Neri,DL (C),0 (3),133,-,-,-,-,-,-,57,54,-,-,-,-,-,0,"4,06","15,56"
- - -,,Mawuli Mensah,"MC, ME (C)",17 (1),1.535,-,-,-,-,-,-,659,542,-,-,-,-,-,0,"9,5","10,26"
- - -,,Aschalew Sanmartí,"DF (C), MC, ME (C)",34,2.868,-,-,-,-,-,-,1.551,1.343,-,-,-,-,-,0,"13,65","6,28"
- - -,,Borja Fernández,"MC, ME (C)",32 (3),2.647,-,-,-,-,-,-,1.323,1.176,-,-,-,-,-,0,"12,65","8,98"
- - -,,Pedro Capó,"ME (C), MP (DC)",17,1.219,-,-,-,-,-,-,440,387,-,-,-,-,-,0,"12,4","20,01"
- - -,Seg,Álvaro García,"DF (C), MC, ME (C)",24,1.849,-,-,-,-,-,-,1.154,1.022,-,-,-,-,-,0,"17,28","3,36"
- - -,,David Astals,"DF/CR/ME (D), MP (DC)",34 (1),2.562,-,-,-,-,-,-,903,771,-,-,-,-,-,0,"4,36","19,43"
- - -,,Tiago Geralnik,MP (C),5 (14),570,-,-,-,-,-,-,210,181,-,-,-,-,-,0,"5,68","22,89"
- - -,,Víctor García,DF/CR/ME (I),9 (2),861,-,-,-,-,-,-,431,379,-,-,-,-,-,0,"12,65","12,23"
- - -,Seg,Héctor Nespral,"DF (C), MC, ME (C)",35 (1),3.061,-,-,-,-,-,-,1.689,1.509,-,-,-,-,-,0,"17,14","6,2"
- - -,,Dragiša Gudelj,DF (IC),4,322,-,-,-,-,-,-,176,145,-,-,-,-,-,0,"15,09","5,03"
- - -,Seg,Blas,DF/CR (D),34,3.059,-,-,-,-,-,-,1.531,1.360,-,-,-,-,-,0,"13,74","13,98"
- - -,,David González,ME/MP (C),1 (6),197,-,-,-,-,-,-,101,80,-,-,-,-,-,0,"9,14","5,03"
- - -,,Rubén Enri,DL (C),40,3.123,-,-,-,-,-,-,752,647,-,-,-,-,-,0,"2,42","15,36"
- - -,,Nacho Quintana,"MC, ME (C)",7 (31),1.122,-,-,-,-,-,-,555,486,-,-,-,-,-,0,"7,06","14,2"
- - -,,Aarón,MP (D),11 (11),1.028,-,-,-,-,-,-,388,330,-,-,-,-,-,0,"4,38","15,32"
- - -,,Jon Rojo,DF/CR (I),38,2.964,-,-,-,-,-,-,1.561,1.370,-,-,-,-,-,0,"11,72","13,76"
- - -,Seg,Juanpe,"MC, ME/MP (C)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,Moussa Sissokho,DL (C),32,2.781,-,-,-,-,-,-,702,601,-,-,-,-,-,0,"1,04","27,67"
- - -,,Alberto Quintana,"DF (C), MC, ME (C)",4 (20),713,-,-,-,-,-,-,388,340,-,-,-,-,-,0,"11,74","4,8"
- - -,,Adán Gurdiel,DF (D),29 (1),2.410,-,-,-,-,-,-,1.219,1.085,-,-,-,-,-,0,"13,48",13
- - -,,Carlos Cordero,DF (C),35,3.182,-,-,-,-,-,-,2.040,1.819,-,-,-,-,-,0,"21,67","2,38"
- - -,,Hugo Rama,"MC, ME (DIC), MP (C)",1 (16),384,-,-,-,-,-,-,206,185,-,-,-,-,-,0,"9,84","7,03"
- - -,,Carlos Blanco,DF (C),33 (1),2.909,-,-,-,-,-,-,1.782,1.543,-,-,-,-,-,0,"20,26","2,38"
- - -,,Antoñito,DF/CR/ME (D),22 (5),2.104,-,-,-,-,-,-,918,789,-,-,-,-,-,0,"12,15","16,81"
- - -,Seg,Gorka Pérez,"DF (C), MC",27 (5),2.372,-,-,-,-,-,-,1.346,1.209,-,-,-,-,-,0,"13,51","6,94"
- - -,,Quique Fornos,DF (DC),38,3.308,-,-,-,-,-,-,1.740,1.520,-,-,-,-,-,0,"11,7","11,56"
- - -,Ced,Alejandro Jay,DF/CR/ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
- - -,,John Neeskens,DF/CR/ME (I),1 (11),665,-,-,-,-,-,-,368,315,-,-,-,-,-,0,"12,99","8,93"
- - -,Ret,Fran Dorronsoro,POR,17,1.409,21,"3,17",10,7,73%,33,303,188,3,88%,3,3,60%,0,"1,79","8,37"
- - -,,Raúl Blanco,ME/MP (C),17 (10),1.331,-,-,-,-,-,-,605,512,-,-,-,-,-,0,"12,78","15,01"
- - -,,Andreu Hernández,"DF (C), MC, ME (C)",36,3.156,-,-,-,-,-,-,1.903,1.747,-,-,-,-,-,0,"18,74","2,82"
- - -,,Hugo Díaz,"DF (C), MC, ME (C)",0 (22),831,-,-,-,-,-,-,439,383,-,-,-,-,-,0,"10,4","10,07"
- - -,,Aarón Rey,"ME (C), MP (DIC), DL (C)",29 (1),1.820,-,-,-,-,-,-,773,655,-,-,-,-,-,0,"10,73","14,69"
- - -,,Iker Pedernales,ME (C),10 (8),985,-,-,-,-,-,-,488,429,-,-,-,-,-,0,"10,69","13,25"
- - -,,Juan Francisco Góngora,DF/CR (I),34,2.921,-,-,-,-,-,-,1.539,1.330,-,-,-,-,-,0,"14,94","11,65"
- - -,Ret,Salva,POR,32,2.520,39,"-6,99",25,18,68%,41,655,413,10,89%,3,1,50%,1,"5,82","5,39"
- - -,,Iván Barbero,"ME/MP (I), DL (C)",7 (24),955,-,-,-,-,-,-,238,204,-,-,-,-,-,0,"1,41","20,45"
- - -,Ret,Pablo Caballero,DL (C),14 (9),1.217,-,-,-,-,-,-,337,291,-,-,-,-,-,0,"1,18","24,33"
