,,,,,,,,,,,
Inf,Rec,Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
,- - -,- -,30/6/2025,9.000 € p/m,N/D,N/D,Juan Cano,90m € - 900m €,-,-,575m €
,- - -,- -,30/6/2024,4.500 € p/m,N/D,N/D,Julián Guillén,90m € - 900m €,-,-,"2,2M €"
Seg,- - -,- -,30/6/2025,14.500 € p/m,N/D,N/D,Antonio Marcén,65m € - 650m €,-,-,475m €
,- - -,- -,30/6/2026,8.500 € p/m,N/D,N/D,Javier da Silva,100m € - 1M €,-,-,875m €
,- - -,- -,30/6/2025,4.500 € p/m,N/D,N/D,Quim Guillén,275m € - 900m €,-,-,"1,6M €"
,- - -,- -,30/6/2025,3.300 € p/m,N/D,N/D,Daniel Abal,10m € - 100m €,-,-,300m €
,- - -,- -,30/6/2026,5.750 € p/m,N/D,N/D,Dolores Muñiz,26m € - 250m €,-,-,600m €
Seg,- - -,- -,30/6/2026,10.000 € p/m,N/D,N/D,Antonio Marcén,170m €,-,-,"1,1M €"
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Abdoulaye Seck,10m € - 35m €,-,-,88m €
,- - -,- -,30/6/2026,10.500 € p/m,N/D,N/D,Marc Montalbán,"400m € - 3,9M €",-,-,"2,8M €"
,- - -,- -,30/6/2025,23.500 € p/m,N/D,N/D,Humberto Guijarro,60m € - 600m €,-,-,475m €
,- - -,- -,30/6/2026,28.500 € p/m,N/D,N/D,Daniel Rodríguez,30m € - 300m €,-,-,675m €
,- - -,- -,30/6/2025,9.500 € p/m,N/D,N/D,Daniel Abal,70m € - 700m €,-,-,650m €
,- - -,- -,30/6/2024,8.000 € p/m,N/D,N/D,Marcos Ariño,0€,-,-,68m €
,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,Dolors Acevedo,24m € - 230m €,-,-,650m €
Seg,- - -,- -,30/6/2025,8.500 € p/m,N/D,N/D,Daniel Martín García,35m € - 325m €,-,-,800m €
,- - -,- -,30/6/2025,7.500 € p/m,N/D,N/D,Gabri Villar,65m € - 650m €,-,-,525m €
,- - -,- -,30/6/2027,8.000 € p/m,N/D,N/D,Marc Montalbán,"375m € - 3,7M €",-,-,"5,25M €"
Ced,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,Marcos Ariño,275m € - 900m €,-,-,500m €
Ret,- - -,- -,30/6/2024,4.900 € p/m,N/D,N/D,Humberto Guijarro,0€,-,-,"23,5m €"
,- - -,- -,30/6/2024,1.400 € p/m,N/D,N/D,Aina Andreu,0 € - 4m €,-,-,150m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,Pablo Fernández,0 € - 35m €,-,-,525m €
,- - -,- -,30/6/2025,7.500 € p/m,N/D,N/D,Daniel Rodríguez,30m € - 300m €,-,-,600m €
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,José Andrés Domínguez,2m € - 6m €,-,-,155m €
,- - -,- -,30/6/2026,5.750 € p/m,N/D,N/D,Aina Andreu,22m € - 220m €,-,-,185m €
,- - -,- -,30/6/2025,11.500 € p/m,N/D,N/D,Gabri Villar,0 € - 75m €,-,-,275m €
Ret,- - -,- -,30/6/2024,7.750 € p/m,N/D,N/D,Edu Dieste,0€,-,-,275m €
,- - -,- -,30/6/2025,9.000 € p/m,N/D,N/D,Dolores Muñiz,85m € - 850m €,-,-,650m €
Ret,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,Juan Cano,0€,-,-,20m €
,- - -,- -,30/6/2024,7.250 € p/m,N/D,N/D,Marcos Ariño,500 € - 3m €,-,-,575m €
,- - -,- -,30/6/2026,24.000 € p/m,N/D,N/D,-,No a la venta,-,-,275m €
,- - -,- -,30/6/2026,14.750 € p/m,N/D,N/D,Nikos Meletidis,"160m € - 1,6M €",-,-,"1,9M €"
,- - -,- -,30/6/2025,8.000 € p/m,N/D,N/D,Gabri Villar,240m € - 750m €,-,-,650m €
,- - -,- -,30/6/2026,7.500 € p/m,N/D,N/D,Xavi Aguirre,"110m € - 1,1M €",-,-,"1,1M €"
,- - -,- -,30/6/2024,3.600 € p/m,N/D,N/D,Antonio Marcén,0€,-,-,-
,- - -,- -,30/6/2026,7.750 € p/m,N/D,N/D,Daniel Martín García,85m € - 850m €,-,-,650m €
Seg,- - -,- -,30/6/2025,7.500 € p/m,N/D,N/D,Dolores Muñiz,95m €,-,-,650m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,Javi Barbero,95m € - 950m €,-,-,325m €
,- - -,- -,30/6/2026,11.750 € p/m,N/D,N/D,Daniel Abal,"120m € - 1,2M €",-,-,825m €
,- - -,- -,30/6/2027,25.000 € p/m,N/D,N/D,Antonio Vargas,"325m € - 3,3M €",-,-,"3,9M €"
Les,- - -,- -,30/6/2025,8.500 € p/m,N/D,N/D,Antonio Vargas,40m € - 375m €,-,-,"1,4M €"
Seg,- - -,- -,30/6/2026,5.500 € p/m,N/D,N/D,Pablo Fernández,35m € - 375m €,-,-,240m €
,- - -,- -,30/6/2026,14.250 € p/m,N/D,N/D,Marc Montalbán,"850m € - 1,9M €",-,-,"1,4M €"
,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Quim Guillén,16m € - 50m €,-,-,190m €
Seg,- - -,- -,30/6/2024,6.750 € p/m,N/D,N/D,Xavi Aguirre,0 € - 6m €,-,-,"2,2M €"
Seg,- - -,- -,30/6/2024,5.750 € p/m,N/D,N/D,Dolors Acevedo,500 € - 5m €,-,-,450m €
Les,- - -,- -,30/6/2025,4.500 € p/m,N/D,N/D,Adam Kubiak,28m € - 300m €,-,-,450m €
Seg,- - -,- -,30/6/2024,7.000 € p/m,N/D,N/D,Antonio Marcén,0 € - 22m €,-,-,-
,- - -,- -,30/6/2027,26.500 € p/m,N/D,N/D,José Luis Ramos,900m € - 2M €,-,-,"1,7M €"
,- - -,- -,30/6/2024,7.750 € p/m,N/D,N/D,Wong Ho Yin,0€,-,-,205m €
,- - -,- -,30/6/2024,3.300 € p/m,N/D,N/D,Marcos Ariño,"0 € - 4,5m €",-,-,200m €
,- - -,- -,30/6/2025,450 € p/m,N/D,N/D,Javi Barbero,"1,5m € - 18m €",-,-,-
Ret,- - -,- -,30/6/2024,4.200 € p/m,N/D,N/D,Dolors Acevedo,0€,-,-,135m €
,- - -,- -,30/6/2025,8.500 € p/m,N/D,N/D,Antonio Vargas,"170m € - 1,7M €",-,-,"3,6M €"
,- - -,- -,30/6/2025,8.500 € p/m,N/D,N/D,Marcos Ariño,50m € - 500m €,-,-,525m €
,- - -,- -,30/6/2025,20.500 € p/m,N/D,N/D,Marcos Ariño,30m € - 300m €,-,-,350m €
,- - -,- -,30/6/2026,13.500 € p/m,N/D,N/D,Lyubomir Simeonov,14m € - 140m €,-,-,350m €
,- - -,- -,30/6/2025,8.000 € p/m,N/D,N/D,Antonio Marcén,10m € - 110m €,-,-,675m €
,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,Aina Andreu,0€,-,-,120m €
,- - -,- -,30/6/2026,13.500 € p/m,N/D,N/D,Marcos Ariño,No a la venta,-,-,550m €
,- - -,- -,30/6/2024,7.500 € p/m,N/D,N/D,Ernesto Cabrera,500 € - 7m €,-,-,-
,- - -,- -,30/6/2026,5.750 € p/m,N/D,N/D,José Luis Ramos,45m € - 450m €,-,-,1M €
,- - -,- -,30/6/2026,12.000 € p/m,N/D,N/D,David Hervás,35m € - 375m €,-,-,325m €
,- - -,- -,30/6/2025,5.500 € p/m,N/D,N/D,Quim Guillén,60m € - 600m €,-,-,-
,- - -,- -,30/6/2025,3.200 € p/m,N/D,N/D,Alfredo Ortí,0 € - 26m €,-,-,-
,- - -,- -,30/6/2026,10.500 € p/m,N/D,N/D,Pablo Fernández,18m € - 170m €,-,-,450m €
,- - -,- -,30/6/2024,1.200 € p/m,N/D,N/D,Daniel Rodríguez,2m € - 7m €,-,-,-
,- - -,- -,30/6/2026,7.250 € p/m,N/D,N/D,Santiago Berrocal,"190m € - 1,9M €",-,-,"1,5M €"
,- - -,- -,30/6/2025,23.500 € p/m,N/D,N/D,Santiago Berrocal,"1,1M € - 2,4M €",-,-,"4,5M €"
,- - -,- -,30/6/2026,6.250 € p/m,N/D,N/D,Xavi Aguirre,250m € - 800m €,-,-,10M €
,- - -,- -,30/6/2027,23.500 € p/m,N/D,N/D,José Luis Ramos,"3,2M € - 6,6M €",-,-,"3,2M €"
,- - -,- -,30/6/2026,2.100 € p/m,N/D,N/D,José Andrés Domínguez,60m € - 600m €,-,-,450m €
Les,- - -,- -,30/6/2024,5.750 € p/m,N/D,N/D,Julio César Rodríguez,0 € - 22m €,-,-,-
Seg,- - -,- -,30/6/2025,8.500 € p/m,N/D,N/D,Oliwia Kowalczyk,130m € - 400m €,-,-,600m €
Seg,- - -,- -,30/6/2024,7.750 € p/m,N/D,N/D,Richard Storgrønningen,0 € - 16m €,-,-,450m €
,- - -,- -,30/6/2024,7.750 € p/m,N/D,N/D,Ramón Siles,0€,-,-,66m €
Seg,- - -,- -,30/6/2027,5.500 € p/m,N/D,N/D,Julián Guillén,"550m € - 5,6M €",-,-,100M €
,- - -,- -,30/6/2025,31.500 € p/m,N/D,N/D,Santiago Berrocal,22m € - 220m €,-,-,500m €
,- - -,- -,30/6/2025,8.500 € p/m,N/D,N/D,Ignacio Tinoco,50m € - 500m €,-,-,"1,6M €"
,- - -,- -,30/6/2025,2.900 € p/m,N/D,N/D,Li Tao,0€,-,-,"3,4m €"
,- - -,- -,30/6/2025,7.500 € p/m,N/D,N/D,Antonio Vargas,"275m € - 2,8M €",-,-,"3,8M €"
,- - -,- -,30/6/2024,1.200 € p/m,N/D,N/D,David Hervás,0€,-,-,-
,- - -,- -,30/6/2025,12.500 € p/m,N/D,N/D,Pablo Fernández,55m € - 550m €,-,-,400m €
,- - -,- -,30/6/2026,7.750 € p/m,N/D,N/D,Javier Llaneza,"3,5m € - 35m €",-,-,96m €
,- - -,- -,30/6/2025,7.500 € p/m,N/D,N/D,David Hervás,230m € - 700m €,-,-,-
,- - -,- -,30/6/2025,6.750 € p/m,N/D,N/D,David Hervás,75m € - 750m €,-,-,-
Seg,- - -,- -,30/6/2024,6.250 € p/m,N/D,N/D,Antonio Marcén,5m € - 16m €,-,-,-
Trn,- - -,- -,30/6/2024,1.500 € p/m,N/D,N/D,Brian Rubio,100m €,-,-,225m €
Opc,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,Marcos Ariño,0€,-,-,200m €
Opc,- - -,- -,30/6/2024,2.400 € p/m,N/D,N/D,Javier Llaneza,0€,-,-,-
Opc,- - -,- -,30/6/2024,2.700 € p/m,N/D,N/D,Oliwia Kowalczyk,0 € - 4m €,-,-,250m €
,- - -,- -,30/6/2025,3.700 € p/m,N/D,N/D,Marcos Ariño,0 € - 30m €,-,-,240m €
,- - -,- -,30/6/2024,1.100 € p/m,N/D,N/D,Antonio Vargas,0 € - 4m €,-,-,-
,- - -,- -,30/6/2025,18.250 € p/m,N/D,N/D,José Antonio Corbacho,0 € - 90m €,-,-,300m €
,- - -,- -,30/6/2027,6.750 € p/m,N/D,N/D,Antonio José Albarrán,"220m € - 2,2M €",-,-,"2,2M €"
,- - -,- -,30/6/2026,26.000 € p/m,N/D,N/D,Javier Llaneza,No a la venta,-,-,325m €
,- - -,- -,30/6/2025,21.500 € p/m,N/D,N/D,Alfredo Ortí,45m € - 425m €,-,-,325m €
Seg,- - -,- -,30/6/2025,5.500 € p/m,N/D,N/D,Xavi Aguirre,"190m € - 1,9M €",-,-,"1,3M €"
,- - -,- -,30/6/2025,3.000 € p/m,N/D,N/D,José Andrés Domínguez,120m € - 375m €,-,-,220m €
,- - -,- -,30/6/2026,5.000 € p/m,N/D,N/D,José Andrés Domínguez,"180m € - 1,8M €",-,-,"2,1M €"
Seg,- - -,- -,30/6/2024,6.750 € p/m,N/D,N/D,Humberto Guijarro,0 € - 5m €,-,-,450m €
Seg,- - -,- -,30/6/2024,3.000 € p/m,N/D,N/D,Edu Dieste,0€,-,-,325m €
,- - -,- -,30/6/2026,8.250 € p/m,N/D,N/D,Iago Menéndez,55m € - 550m €,-,-,500m €
,- - -,- -,30/6/2025,7.000 € p/m,N/D,N/D,Marcos Ariño,90m € - 900m €,-,-,675m €
,- - -,- -,30/6/2026,20.500 € p/m,N/D,N/D,José Antonio Corbacho,"1,5m € - 12m €",-,-,300m €
,- - -,- -,30/6/2024,7.750 € p/m,N/D,N/D,José Antonio Corbacho,0€,-,-,105m €
,- - -,- -,30/6/2026,1.300 € p/m,N/D,N/D,Ricardo Muñoz,60m € - 600m €,-,-,210m €
,- - -,- -,30/6/2025,2.700 € p/m,N/D,N/D,Carlos Henrique Silva de Freitas,12m € - 120m €,-,-,195m €
,- - -,- -,30/6/2025,4.100 € p/m,N/D,N/D,Julio César Rodríguez,180m € - 550m €,-,-,"1,1M €"
,- - -,- -,30/6/2025,10.250 € p/m,N/D,N/D,Marc Montalbán,200m € - 650m €,-,-,425m €
Seg,- - -,- -,30/6/2024,7.000 € p/m,N/D,N/D,Javier Llaneza,"500 € - 4,5m €",-,-,400m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Mario Janković,0 € - 70m €,-,-,180m €
Les,- - -,- -,30/6/2024,6.500 € p/m,N/D,N/D,Ramón Siles,18m € - 170m €,-,-,400m €
,- - -,- -,30/6/2025,9.750 € p/m,N/D,N/D,Humberto Guijarro,210m € - 650m €,-,-,650m €
,- - -,- -,30/6/2027,6.750 € p/m,N/D,N/D,Quim Guillén,75m € - 750m €,-,-,4M €
,- - -,- -,30/6/2026,4.500 € p/m,N/D,N/D,Antonio Marcén,10m € - 95m €,-,-,-
Seg,- - -,- -,30/6/2024,7.750 € p/m,N/D,N/D,Noah Coosemans,10m € - 110m €,-,-,850m €
,- - -,- -,30/6/2025,10.250 € p/m,N/D,N/D,Ignacio Tinoco,190m € - 600m €,-,-,575m €
Seg,- - -,- -,30/6/2024,3.000 € p/m,N/D,N/D,Antonio Valiente,100m € - 1M €,-,-,525m €
,- - -,- -,30/6/2026,10.500 € p/m,N/D,N/D,José Andrés Domínguez,"160m € - 1,6M €",-,-,"1,2M €"
,- - -,- -,30/6/2025,15.000 € p/m,N/D,N/D,Ramón Siles,"1,5m € - 14m €",-,-,210m €
,- - -,- -,30/6/2025,5.500 € p/m,N/D,N/D,Dolores Muñiz,70m € - 700m €,-,-,-
Seg,- - -,- -,30/6/2024,7.500 € p/m,N/D,N/D,Quim Guillén,35m €,-,-,850m €
,- - -,- -,30/6/2024,7.500 € p/m,N/D,N/D,Daniel Rodríguez,0€,-,-,375m €
,- - -,- -,30/6/2025,5.500 € p/m,N/D,N/D,Juan Cano,30m € - 300m €,-,-,325m €
,- - -,- -,30/6/2025,13.000 € p/m,N/D,N/D,Aina Andreu,22m € - 210m €,-,-,275m €
,- - -,- -,30/6/2028,45.500 € p/m,N/D,N/D,Antonio Valiente,"750m € - 7,4M €",-,-,14M €
,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,Marc Montalbán,75m € - 750m €,-,-,650m €
,- - -,- -,30/6/2024,1.000 € p/m,N/D,N/D,Aina Andreu,0 € - 5m €,-,-,-
,- - -,- -,30/6/2028,61.000 € p/m,N/D,N/D,Antonio Valiente,"9,2M € - 14,5M €",-,-,42M €
Seg,- - -,- -,30/6/2024,7.250 € p/m,N/D,N/D,Santiago Berrocal,"1,5m € - 4,5m €",-,-,"2,5M €"
,- - -,- -,30/6/2025,7.750 € p/m,N/D,N/D,Kostas Stylianou,28m € - 275m €,-,-,725m €
,- - -,- -,30/6/2025,9.750 € p/m,N/D,N/D,Dolors Acevedo,1m € - 9m €,-,-,120m €
Opc,- - -,- -,30/6/2024,4.500 € p/m,N/D,N/D,Juan Cano,"0 € - 1,5m €",-,-,275m €
,- - -,- -,30/6/2025,6.250 € p/m,N/D,N/D,Daniel Martín García,160m € - 500m €,-,-,425m €
,- - -,- -,30/6/2025,26.000 € p/m,N/D,N/D,Dolores Muñiz,50m € - 500m €,-,-,275m €
Seg,- - -,- -,30/6/2026,9.250 € p/m,N/D,N/D,Antonio Vargas,300m € - 900m €,-,-,500m €
Seg,- - -,- -,30/6/2024,6.750 € p/m,N/D,N/D,Ernesto Cabrera,"0 € - 1,5m €",-,-,"1,7M €"
Ced,- - -,- -,30/6/2026,6.500 € p/m,N/D,N/D,Marc Montalbán,100m € - 1M €,-,-,"1,6M €"
Seg,- - -,- -,30/6/2024,6.000 € p/m,N/D,N/D,Gabri Villar,3m € - 10m €,-,-,375m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Aina Andreu,0€,-,-,32m €
Ret,- - -,- -,30/6/2024,4.600 € p/m,N/D,N/D,Alfredo Ortí,0€,-,-,-
,- - -,- -,30/6/2027,4.900 € p/m,N/D,N/D,José Luis Ramos,35m € - 325m €,-,-,600m €
,- - -,- -,30/6/2024,4.700 € p/m,N/D,N/D,Marcos Ariño,500 € - 7m €,-,-,325m €
,- - -,- -,30/6/2026,6.000 € p/m,N/D,N/D,Alfredo Ortí,275m € - 900m €,-,-,675m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Antonio José Albarrán,16m € - 170m €,-,-,105m €
,- - -,- -,30/6/2025,26.000 € p/m,N/D,N/D,Marc Montalbán,200m € - 650m €,-,-,375m €
,- - -,- -,30/6/2025,21.500 € p/m,N/D,N/D,Daniel Rodríguez,0 € - 60m €,-,-,225m €
Seg,- - -,- -,30/6/2024,3.000 € p/m,N/D,N/D,Nihat Əsədov,0 € - 10m €,-,-,275m €
,- - -,- -,30/6/2025,6.250 € p/m,N/D,N/D,Iago Menéndez,28m € - 275m €,-,-,775m €
Seg,- - -,- -,30/6/2024,5.250 € p/m,N/D,N/D,Daniel Abal,0 € - 24m €,-,-,325m €
,- - -,- -,30/6/2024,4.500 € p/m,N/D,N/D,Xavi Aguirre,"350m € - 1,1M €",-,-,"1,8M €"
,- - -,- -,30/6/2026,13.000 € p/m,N/D,N/D,Quim Guillén,200m € - 650m €,-,-,500m €
,- - -,- -,30/6/2026,3.300 € p/m,N/D,N/D,José Luis Ramos,275m € - 850m €,-,-,300m €
,- - -,- -,30/6/2024,1.100 € p/m,N/D,N/D,Antonio Vargas,0 € - 5m €,-,-,-
,- - -,- -,30/6/2025,8.000 € p/m,N/D,N/D,Dolores Muñiz,100m € - 1M €,-,-,675m €
Seg,- - -,- -,30/6/2024,5.750 € p/m,N/D,N/D,Kent Koch,0 € - 2m €,-,-,"1,7M €"
,- - -,- -,30/6/2026,4.800 € p/m,N/D,N/D,Humberto Guijarro,No a la venta,-,-,400m €
Seg,- - -,- -,30/6/2026,19.000 € p/m,N/D,N/D,Ernesto Cabrera,50m € - 475m €,-,-,350m €
,- - -,- -,30/6/2025,5.500 € p/m,N/D,N/D,Juan Cano,45m € - 450m €,-,-,400m €
,- - -,- -,30/6/2026,3.300 € p/m,N/D,N/D,Daniel Rodríguez,35m € - 325m €,-,-,250m €
,- - -,- -,30/6/2025,6.500 € p/m,N/D,N/D,Francisco Tavares,16m € - 170m €,-,-,825m €
Ced,- - -,- -,30/6/2025,1.300 € p/m,N/D,N/D,Lucas de Abreu,"140m € - 1,4M €",-,-,450m €
,- - -,- -,30/6/2025,13.250 € p/m,N/D,N/D,Daniel Rodríguez,14m € - 45m €,-,-,225m €
,- - -,- -,30/6/2026,4.200 € p/m,N/D,N/D,Jack Stewart,55m € - 170m €,-,-,160m €
Opc,- - -,- -,30/6/2024,1.700 € p/m,N/D,N/D,Pablo Fernández,0 € - 6m €,-,-,190m €
Seg,- - -,- -,30/6/2024,6.250 € p/m,N/D,N/D,Ali Al-Balushi,0 € - 14m €,-,-,450m €
Seg,- - -,- -,30/6/2024,5.500 € p/m,N/D,N/D,Daniel Abal,0 € - 16m €,-,-,325m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Ignacio Tinoco,0 € - 50m €,-,-,195m €
Seg,- - -,- -,30/6/2024,2.800 € p/m,N/D,N/D,Dennis Cowling,0 € - 120m €,-,-,500m €
,- - -,- -,30/6/2026,15.500 € p/m,N/D,N/D,Nikos Meletidis,"120m € - 1,2M €",-,-,800m €
,- - -,- -,30/6/2025,5.750 € p/m,N/D,N/D,José Luis Ramos,50m € - 500m €,-,-,700m €
,- - -,- -,30/6/2024,8.250 € p/m,N/D,N/D,Marc Montalbán,9m € - 90m €,-,-,450m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Aina Andreu,0€,-,-,110m €
Seg,- - -,- -,30/6/2025,4.100 € p/m,N/D,N/D,Antonio José Albarrán,"5,6M € - 9M €",-,-,"15,5M €"
,- - -,- -,30/6/2026,13.250 € p/m,N/D,N/D,Quim Guillén,12m € - 120m €,-,-,325m €
Seg,- - -,- -,30/6/2024,5.250 € p/m,N/D,N/D,Julio César Rodríguez,170m € - 550m €,-,-,10M €
Ret,- - -,- -,30/6/2024,5.500 € p/m,N/D,N/D,-,0€,-,-,44m €
,- - -,- -,30/6/2025,8.000 € p/m,N/D,N/D,José Andrés Domínguez,65m € - 650m €,-,-,50M €
,- - -,- -,30/10/2025,4.200 € p/m,N/D,N/D,Ignacio Tinoco,"700m € - 1,6M €",-,-,-
Seg,- - -,- -,30/6/2024,15.250 € p/m,N/D,N/D,Quim Guillén,0 € - 14m €,-,-,9M €
,- - -,- -,30/6/2026,6.750 € p/m,N/D,N/D,Ismaël Bathé,"550m € - 1,7M €",-,-,"1,5M €"
,- - -,- -,30/6/2025,6.250 € p/m,N/D,N/D,Daniel Abal,100m € - 325m €,-,-,225m €
,- - -,- -,30/6/2025,5.500 € p/m,N/D,N/D,Julián Guillén,"600m € - 1,3M €",-,-,"1,4M €"
,- - -,- -,30/6/2026,12.000 € p/m,N/D,N/D,Gabri Villar,2m € - 18m €,-,-,240m €
,- - -,- -,30/6/2025,3.600 € p/m,N/D,N/D,Iago Menéndez,40m € - 400m €,-,-,230m €
,- - -,- -,30/6/2026,5.500 € p/m,N/D,N/D,Daniel Rodríguez,22m € - 210m €,-,-,450m €
Seg,- - -,- -,30/6/2025,6.750 € p/m,N/D,N/D,Humberto Guijarro,55m € - 550m €,-,-,600m €
Seg,- - -,- -,30/6/2024,5.500 € p/m,N/D,N/D,Pablo Fernández,0 € - 10m €,-,-,450m €
,- - -,- -,30/6/2026,4.600 € p/m,N/D,N/D,Aina Andreu,75m € - 250m €,-,-,195m €
,- - -,- -,30/6/2025,4.400 € p/m,N/D,N/D,Daniel Martín García,7m € - 65m €,-,-,220m €
Seg,- - -,- -,30/6/2026,19.000 € p/m,N/D,N/D,Julián Guillén,230m € - 700m €,-,-,400m €
Seg,- - -,- -,30/6/2026,3.900 € p/m,N/D,N/D,Julio César Rodríguez,"140m € - 1,4M €",-,-,700m €
Seg,- - -,- -,30/6/2024,6.250 € p/m,N/D,N/D,Dolors Acevedo,12m € - 120m €,-,-,"1,7M €"
,- - -,- -,30/6/2025,9.750 € p/m,N/D,N/D,Daniel Rodríguez,60m € - 600m €,-,-,375m €
,- - -,- -,30/6/2025,3.700 € p/m,N/D,N/D,Santiago Berrocal,"130m € - 1,3M €",-,-,80M €
,- - -,- -,30/6/2026,10.750 € p/m,N/D,N/D,Marcos Ariño,No a la venta,-,-,325m €
,- - -,- -,30/6/2025,2.500 € p/m,N/D,N/D,Antonio Valiente,190m € - 600m €,-,-,250m €
,- - -,- -,30/6/2026,7.000 € p/m,N/D,N/D,José Antonio Corbacho,No a la venta,-,-,205m €
Seg,- - -,- -,30/6/2024,4.500 € p/m,N/D,N/D,Santiago Berrocal,0 € - 22m €,-,-,325m €
,- - -,- -,30/6/2026,30.000 € p/m,N/D,N/D,Alfredo Ortí,No a la venta,-,-,325m €
Les,- - -,- -,30/6/2026,3.900 € p/m,N/D,N/D,Julio César Rodríguez,250m € - 800m €,-,-,1M €
,- - -,- -,30/6/2024,4.900 € p/m,N/D,N/D,Gabri Villar,"0 € - 2,5m €",-,-,300m €
,- - -,- -,30/6/2025,5.000 € p/m,N/D,N/D,Antonio Marcén,30m € - 300m €,-,-,325m €
,- - -,- -,30/6/2025,24.500 € p/m,N/D,N/D,Pablo Fernández,18m € - 170m €,-,-,300m €
Des,- - -,- -,30/6/2024,1.600 € p/m,N/D,N/D,Santiago Berrocal,0€,-,-,350m €
,- - -,- -,30/6/2026,3.900 € p/m,N/D,N/D,Iago Menéndez,45m € - 450m €,-,-,850m €
,- - -,- -,30/6/2024,4.900 € p/m,N/D,N/D,Juan Cano,0€,-,-,300m €
,- - -,- -,30/6/2026,13.500 € p/m,N/D,N/D,Daniel Rodríguez,190m € - 600m €,-,-,350m €
,- - -,- -,30/6/2027,5.500 € p/m,N/D,N/D,Quim Guillén,"120m € - 1,2M €",-,-,"1,2M €"
,- - -,- -,30/6/2025,3.700 € p/m,N/D,N/D,Raul Beltrami Teixeira,"550m € - 1,7M €",-,-,525m €
Les,- - -,- -,30/6/2024,4.400 € p/m,N/D,N/D,Humberto Guijarro,"500 € - 3,5m €",-,-,275m €
,- - -,- -,30/6/2026,13.500 € p/m,N/D,N/D,Dolores Muñiz,70m € - 700m €,-,-,325m €
,- - -,- -,30/6/2025,20.500 € p/m,N/D,N/D,Marc Montalbán,160m € - 500m €,-,-,325m €
,- - -,- -,30/6/2027,1.800 € p/m,N/D,N/D,Rodrigo Casanova,Sin datos,-,-,525m €
,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Javi Barbero,0€,-,-,110m €
Seg,- - -,- -,30/6/2026,15.250 € p/m,N/D,N/D,Marc Montalbán,50m € - 500m €,-,-,375m €
Seg,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Antonio Vargas,9m € - 28m €,-,-,100m €
,- - -,- -,30/6/2025,21.000 € p/m,N/D,N/D,Quim Guillén,150m € - 475m €,-,-,300m €
Seg,- - -,- -,30/6/2024,4.900 € p/m,N/D,N/D,Daniel Abal,6m € - 18m €,-,-,300m €
,- - -,- -,30/6/2025,23.000 € p/m,N/D,N/D,Edu Dieste,0 € - 85m €,-,-,180m €
Opc,- - -,- -,30/6/2024,5.000 € p/m,N/D,N/D,Daniel Abal,2m € - 7m €,-,-,300m €
Seg,- - -,- -,30/6/2024,1.300 € p/m,N/D,N/D,Rodrigo Casanova,28m € - 90m €,-,-,66m €
,- - -,- -,30/6/2026,15.000 € p/m,N/D,N/D,Dolors Acevedo,18m € - 190m €,-,-,375m €
,- - -,- -,30/6/2026,11.500 € p/m,N/D,N/D,Rodrigo Casanova,"375m € - 3,9M €",-,-,"2,5M €"
,- - -,- -,30/6/2025,1.700 € p/m,N/D,N/D,Marcos Ariño,40m € - 400m €,-,-,400m €
,- - -,- -,30/6/2024,5.000 € p/m,N/D,N/D,Marcos Ariño,0 € - 14m €,-,-,300m €
,- - -,- -,30/6/2024,4.300 € p/m,N/D,N/D,Xavi Aguirre,16m € - 160m €,-,-,475m €
,- - -,- -,30/6/2024,5.250 € p/m,N/D,N/D,Daniel Rodríguez,4m € - 12m €,-,-,275m €
,- - -,- -,30/6/2026,6.000 € p/m,N/D,N/D,Ignacio Tinoco,50m € - 500m €,-,-,450m €
,- - -,- -,30/6/2025,4.200 € p/m,N/D,N/D,Marc Montalbán,130m € - 425m €,-,-,275m €
,- - -,- -,30/6/2026,4.500 € p/m,N/D,N/D,Antonio Vargas,70m € - 700m €,-,-,20M €
,- - -,- -,30/6/2027,5.000 € p/m,N/D,N/D,Dolors Acevedo,"300m € - 3,1M €",-,-,"3,5M €"
,- - -,- -,30/6/2025,13.500 € p/m,N/D,N/D,Daniel Abal,90m € - 900m €,-,-,625m €
