,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Club,Posición,Altura,Peso,Edad,Pierna buena,Personalidad,Conocimientos,Felicidad general,Media,Nac,RM,Estilo
- - -,,Álex Martínez,Eldense,DF/CR/ME (I),174 cm,64 kg,33,Solo izquierda,,---,,6.82,ESP,Buena,Técnico
- - -,,Nélson Monte,Málaga,DF (DC),188 cm,79 kg,28,Derecha,,---,,07.05,POR,Buena,Líder
- - -,,Tomás Berardozzi,Arenteiro,DF (I),172 cm,70 kg,21,Izquierda,,---,,6.84,ARG,Buena,Técnico
- - -,,Pablo Tomeo,Mirandés,"MC, ME (C)",186 cm,82 kg,24,Solo derecha,,---,,6.83,ESP,Buena,Inteligente
- - -,,Dani Calvo,Oviedo,DF (C),190 cm,82 kg,30,Derecha,,---,,6.87,ESP,Buena,Físico
- - -,Seg,Jesús Bernal,Ferrol,"MC, ME (C)",180 cm,75 kg,27,Derecha,,---,,6.93,ESP,Buena,Físico
- - -,Seg,Sergio Gil,Alcoyano,ME/MP (C),183 cm,68 kg,28,Solo izquierda,,---,,6.88,ESP,Buena,Técnico
- - -,Seg,Manu Justo,Ferrol,"MP (DIC), DL (C)",174 cm,77 kg,28,Derecha,,---,,6.73,ESP,Buena,Físico
- - -,Ret,Pedro Mosquera,Alcorcón,"MC, ME (C)",184 cm,75 kg,36,Izquierda,,---,,6.72,ESP,Buena,Técnico
- - -,Ret,Mikel Rico,Cartagena,"MC, ME/MP (C)",179 cm,75 kg,39,Derecha,,---,,6.73,ESP,Buena,Líder
- - -,,Lucas Aveldaño,Andratx,DF (DC),185 cm,83 kg,38,Derecha,,---,,6.96,ARG,Buena,Líder
- - -,Fic,Álex Gálvez,Huelva,"DF (C), MC",190 cm,78 kg,35,Derecha,,---,,6.82,ESP,Buena,Técnico
- - -,,Sergio Ortuño,Eldense,ME/MP (C),178 cm,71 kg,25,Solo derecha,,---,,6.68,ESP,Buena,Físico
- - -,,Iker Unzueta,Amorebieta,"MP (I), DL (C)",184 cm,78 kg,25,Derecha,,---,,6.73,ESP,Buena,Físico
- - -,Seg,Gerardo Navarrete,Ciudad Real,"MC, ME (C)",174 cm,70 kg,29,Derecha,,---,,6.97,CHI,Buena,Técnico
- - -,,Diego Altube,Albacete,POR,188 cm,87 kg,24,Derecha,,---,,7.33,ESP,Buena,Distribuidor
- - -,Seg,Manu Hernando,R. Santander,DF (C),183 cm,70 kg,25,Derecha,,---,,6.88,ESP,Buena,Físico
- - -,,Maxi Ribero,Llerenense,"MC, ME (C)",165 cm,68 kg,26,Derecha,,---,,6.84,ARG,Buena,Técnico
- - -,Seg,Gonzalo,R. Madrid B,"ME (D), MP (DI), DL (C)",183 cm,84 kg,20,Derecha,,---,,6.95,ESP,Buena,Creativo
- - -,Seg,Jokin Gabilondo,Málaga,DF/CR (D),176 cm,71 kg,25,Derecha,,---,,7.17,ESP,Buena,Físico
- - -,,Roberto Correa,Eibar,DF/CR (D),180 cm,71 kg,31,Derecha,,---,,6.83,ESP,Buena,Líder
- - -,,Aitor Buñuel,Tenerife,"DF (DI), CR (D)",174 cm,70 kg,26,Derecha,,---,,6.90,ESP,Buena,Físico
- - -,,David Andújar,Ponferrada,DF (C),189 cm,82 kg,32,Derecha,,---,,6.85,ESP,Buena,Físico
- - -,,Marcos Mauro,Murcia,DF (C),190 cm,83 kg,33,Derecha,,---,,6.79,ARG,Buena,Inteligente
- - -,Ret,David Ferreiro,Málaga,"ME (DIC), MP (DI)",170 cm,62 kg,36,Derecha,,---,,6.96,ESP,Buena,Inteligente
- - -,,Iker Benito,F.C. Andorra,ME/MP (D),174 cm,71 kg,21,Derecha,,---,,6.97,ESP,Buena,Técnico
- - -,,Peter,Valencia,MP (DI),178 cm,67 kg,21,Izquierda,,---,,6.85,ESP,Buena,Físico
- - -,,Yacine Qasmi,Eibar,"MP (D), DL (C)",184 cm,75 kg,33,Izquierda,,---,,6.97,MAR,Buena,Físico
- - -,,Javi Mier,Huesca,"MC, ME (C)",176 cm,64 kg,25,Derecha,,---,,6.76,ESP,Buena,Inteligente
- - -,,Juan María Alcedo,Mirandés,DF/CR (I),178 cm,74 kg,23,Solo izquierda,,---,,6.69,ESP,Buena,Inteligente
- - -,Seg,Javi Vázquez,Lugo,DF/CR/ME/MP (I),179 cm,70 kg,23,Solo izquierda,,---,,6.79,ESP,Buena,Físico
- - -,,Unai Medina,Ibiza,DF/CR (D),177 cm,77 kg,34,Derecha,,---,,6.90,ESP,Buena,Líder
- - -,,Javi Jiménez,Alcoyano,DF (DC),182 cm,74 kg,27,Solo derecha,,---,,6.76,ESP,Buena,Inteligente
- - -,Fic,Oier Olazabal,F.C. Andorra,POR,189 cm,95 kg,34,Izquierda,,---,,6.30,ESP,Buena,Distribuidor
- - -,Seg,Álvaro Núñez,Amorebieta,DF/CR (D),177 cm,72 kg,23,Derecha,,---,,6.81,ESP,Buena,Líder
- - -,,Marco Sangalli,R. Santander,"DF/CR (D), ME/MP (DI)",179 cm,66 kg,32,Derecha,,---,,6.77,ESP,Buena,Líder
- - -,Ret,Willy,Lugo,"MP (C), DL (C)",185 cm,76 kg,35,Derecha,,---,,6.85,ESP,Buena,Inteligente
- - -,,Recio,Córdoba,"MC, ME (C)",183 cm,74 kg,33,Solo derecha,,---,,6.51,ESP,Buena,Líder
- - -,Seg,Miguel Ángel Leal,F.C. Andorra,DF/CR (D),176 cm,68 kg,27,Derecha,,---,,6.71,ESP,Buena,Técnico
- - -,,Carlos Vigaray,Fuenlabrada,DF/CR (D),182 cm,80 kg,29,Derecha,,---,,07.09,ESP,Buena,Líder
- - -,Les,Álex Lozano,S. Gijón,ME/MP (I),178 cm,85 kg,19,Derecha,,---,,6.85,ESP,Buena,Físico
- - -,Seg,Fausto Tienza,Ibiza,"MC, ME (C)",183 cm,75 kg,34,Derecha,,---,,6.83,ESP,Buena,Líder
- - -,,Juan Villar,San Roque de Lepe,"MP (D), DL (C)",180 cm,78 kg,36,Derecha,,---,,07.09,ESP,Buena,Inteligente
- - -,Seg,Sergio Molina,F.C. Andorra,"MC, ME (C)",178 cm,65 kg,28,Derecha,,---,,6.88,ESP,Buena,Técnico
- - -,,Jon Gaztañaga,Barakaldo,"DF (C), MC, ME (C)",181 cm,78 kg,32,Derecha,,---,,6.97,ESP,Buena,Líder
- - -,,Gianluca Simeone,Tudelano,DL (C),186 cm,93 kg,25,Derecha,,---,,7.00,ARG,Buena,Físico
- - -,Seg,Lago Junior,R. Santander,"ME/MP (DI), DL (C)",180 cm,79 kg,33,Derecha,,---,,6.78,CIV,Buena,Creativo
- - -,,Alfonso Herrero,Málaga,POR,183 cm,78 kg,30,Derecha,,---,,6.84,ESP,Buena,Distribuidor
- - -,Seg,Kevin Villodres,Málaga,"ME (I), MP (DI)",173 cm,69 kg,23,Derecha,,---,,6.96,ESP,Buena,Creativo
- - -,Seg,Pablo Íñiguez,Villarreal B,"DF (C), MC",183 cm,75 kg,30,Solo izquierda,,---,,6.74,ESP,Buena,Técnico
- - -,,Toni Abad,Eldense,DF/CR (D),174 cm,65 kg,27,Derecha,,---,,6.82,ESP,Buena,Físico
- - -,,Carlos Hernàndez,Eldense,DF (C),185 cm,79 kg,33,Derecha,,---,,6.77,ESP,Buena,Líder
- - -,,Jesús Clemente,Eldense,"MC, ME (C)",185 cm,77 kg,24,Derecha,,---,,6.89,ESP,Buena,Inteligente
- - -,,João Pedro,Linense,MP (IC),170 cm,69 kg,24,Solo izquierda,,---,,6.89,BRA,Buena,Técnico
- - -,,Aleix Garrido,Barcelona B,"MC, ME (C)",171 cm,63 kg,20,Derecha,,---,,6.99,ESP,Buena,Técnico
- - -,Seg,Diego Collado,Villarreal B,"MP (DI), DL (C)",183 cm,73 kg,23,Derecha,,---,,6.65,ESP,Buena,Creativo
- - -,,Kuki Zalazar,Córdoba,"ME (D), MP (DC), DL (C)",176 cm,73 kg,26,Izquierda,,---,,6.76,ESP,Buena,Creativo
- - -,,Jimmy,Oviedo,"MC, ME (C)",170 cm,68 kg,27,Solo derecha,,---,,6.69,ESP,Buena,Inteligente
- - -,,Pablo Cuñat,Amorebieta,POR,188 cm,78 kg,22,Solo izquierda,,---,,6.57,ESP,Buena,Con autoridad
- - -,Seg,Dani Lasure,Amorebieta,DF/CR (I),176 cm,72 kg,30,Izquierda,,---,,6.80,ESP,Buena,Líder
- - -,,Juan Agüero,Lleida,"ME (C), MP (DC), DL (C)",181 cm,72 kg,25,Izquierda,,---,,07.09,ARG,Buena,Inteligente
- - -,,Aitor Lorá,Náxara,DL (C),188 cm,80 kg,27,Derecha,,---,,6.84,EQG,Buena,Físico
- - -,Seg,Unai Ropero,Alavés,"MP (DIC), DL (C)",187 cm,73 kg,22,Derecha,,---,,6.75,ESP,Buena,Técnico
- - -,,Miguel De las Cuevas,Orihuela,"MC, ME/MP (C)",175 cm,68 kg,38,Derecha,,---,,6.94,ESP,Buena,Creativo
- - -,Seg,David Larrubia,Málaga,"ME (D), MP (DC)",172 cm,59 kg,22,Izquierda,,---,,6.94,ESP,Buena,Técnico
- - -,,Diego Aguirre,Zamora,DF/CR/ME/MP (I),170 cm,64 kg,33,Solo izquierda,,---,,6.96,ESP,Buena,Técnico
- - -,Seg,Fran Vieites,Real Hispalis B,POR,196 cm,88 kg,25,Solo izquierda,,---,,7.18,ESP,Buena,Guardameta
- - -,Seg,Yassin Fekir,Real Hispalis B,MP (DIC),171 cm,63 kg,27,Derecha,,---,,7.38,ALG,Buena,Técnico
- - -,,Trilli,Barcelona B,"DF (DC), CR (D)",184 cm,73 kg,21,Derecha,,---,,07.02,ESP,Buena,Físico
- - -,Seg,Enzo Lombardo,Huesca,"ME (DI), MP (DIC)",174 cm,69 kg,27,Derecha,,---,,6.71,FRA,Buena,Físico
- - -,Seg,Carlos Abad,H. Alicante,POR,192 cm,86 kg,28,Solo derecha,,---,,07.07,ESP,Buena,Distribuidor
- - -,Seg,Lucho García,Algeciras,POR,192 cm,74 kg,26,Derecha,,---,,6.57,COL,Buena,Guardameta
- - -,,Ander Astrálaga,Barcelona B,POR,190 cm,76 kg,20,Derecha,,---,,07.02,ESP,Buena,Guardameta
- - -,,Carlos Pomares,Oviedo,"DF (IC), CR/ME (I)",183 cm,74 kg,31,Izquierda,,---,,6.79,ESP,Buena,Físico
- - -,,Iñaki Sáenz,Logroñés,DF/CR/ME/MP (I),177 cm,73 kg,36,Solo izquierda,,---,,6.94,ESP,Buena,Técnico
- - -,Seg,Juande,Málaga,"DF (C), MC",185 cm,78 kg,24,Derecha,,---,,6.88,ESP,Buena,Inteligente
- - -,,Jacques Dago,Marbella,"CR/ME/MP (D), DL (C)",187 cm,80 kg,25,Derecha,,---,,6.96,CIV,Buena,Físico
- - -,,Marc Casadó,Barcelona,"MC, ME (C)",173 cm,69 kg,20,Derecha,,---,,6.53,ESP,Buena,Líder
- - -,,Miguelón,Eldense,"DF (DI), CR (D)",170 cm,68 kg,28,Derecha,,---,,6.69,ESP,Buena,Físico
- - -,Les,Josu Ozkoidi,Sestao,DF/CR/ME/MP (I),171 cm,65 kg,34,Solo izquierda,,---,,6.82,ESP,Buena,Técnico
- - -,,Ekain,R. Santander,"MP (C), DL (C)",179 cm,77 kg,30,Derecha,,---,,6.81,ESP,Buena,Líder
- - -,,Adrià Vilanova,F.C. Andorra,DF (C),185 cm,74 kg,27,Solo derecha,,---,,6.76,ESP,Buena,Físico
- - -,,Jaílson,Vigo,"DF (C), MC, ME (C)",187 cm,75 kg,28,Derecha,,---,,6.61,BRA,Buena,Líder
- - -,,Juan Berrocal,Eibar,DF (C),187 cm,80 kg,25,Derecha,,---,,6.60,ESP,Buena,Físico
- - -,,Tomás Bourdal,Mérida,DF (C),192 cm,86 kg,26,Solo derecha,,---,,6.96,ARG,Buena,Técnico
- - -,,Oier Luengo,Oviedo,"DF (DC), MC, ME (C)",183 cm,82 kg,26,Derecha,,---,,6.92,ESP,Buena,Físico
- - -,,Iván Martos,Huesca,"DF (IC), CR (I)",182 cm,68 kg,27,Izquierda,,---,,6.84,ESP,Buena,Inteligente
- - -,,Dani Queipo,Intercity,"ME (I), MP (IC), DL (C)",168 cm,64 kg,22,Derecha,,---,,7.12,ESP,Buena,Inteligente
- - -,Seg,Antonio Aranda,Lugo,"ME (IC), MP (DIC)",172 cm,62 kg,23,Derecha,,---,,07.02,ESP,Buena,Técnico
- - -,,Eneko Undabarrena,Intercity,"DF (C), MC, ME (C)",184 cm,77 kg,31,Derecha,,---,,6.73,ESP,Buena,Técnico
- - -,,Pape Diamanka,Numantia,"MC, ME (C)",184 cm,75 kg,34,Derecha,,---,,6.99,SEN,Buena,Líder
- - -,Seg,Raúl Ruiz,Torrent,DF/CR/ME/MP (D),175 cm,69 kg,34,Derecha,,---,,6.80,ESP,Buena,Líder
- - -,Ret,Álvaro Giménez,Ferrol,"MP (C), DL (C)",182 cm,80 kg,33,Izquierda,,---,,6.55,ESP,Buena,Líder
- - -,Ret,Javi Lara,Alcorcón,"MC, ME/MP (IC)",179 cm,69 kg,38,Derecha,,---,,6.80,ESP,Buena,Inteligente
- - -,,Sergio González,Leganés,DF (C),188 cm,80 kg,32,Derecha,,---,,6.73,ESP,Buena,Técnico
- - -,,Alfonso Pastor,Levante,POR,189 cm,82 kg,23,Solo derecha,,---,,6.10,ESP,Buena,Guardameta
- - -,Seg,Álex Calvo,F.C. Andorra,ME/MP (DI),171 cm,66 kg,20,Izquierda,,---,,6.79,ESP,Buena,Creativo
- - -,Seg,Kike Royo,Logroñés,POR,184 cm,76 kg,33,Derecha,,---,,6.98,ESP,Buena,Guardameta
- - -,,Alberto Lora,Marino,"DF/CR (D), MC, ME (C)",165 cm,66 kg,37,Derecha,,---,,6.77,ESP,Buena,Líder
- - -,Seg,Stéphane Emana,Águilas,"MP (I), DL (C)",181 cm,75 kg,30,Izquierda,,---,,7.17,CMR,Buena,Técnico
- - -,Seg,Jon Ander Olasagasti,Real San Sebastián B,"MC, ME (C)",176 cm,74 kg,23,Izquierda,,---,,6.88,ESP,Buena,Técnico
- - -,Ret,Héber,Ferrol,CR/ME/MP (I),176 cm,69 kg,34,Izquierda,,---,,07.03,ESP,Buena,Creativo
- - -,,Albert Rosas,Real Hispalis B,"MP (I), DL (C)",179 cm,70 kg,21,Derecha,,---,,6.85,AND,Buena,Físico
- - -,Seg,Guillermo Vallejo,Eldense,POR,182 cm,70 kg,29,Derecha,,---,,6.68,ESP,Buena,Guardameta
- - -,,Borja González,Burgos,DF/CR (D),176 cm,75 kg,28,Derecha,,---,,6.82,ESP,Buena,Técnico
- - -,,Andrés Caro,Real Hispalis B,DF (DC),185 cm,71 kg,20,Derecha,,---,,6.56,ESP,Buena,Físico
- - -,,Àlex Sala,Córdoba,"DF (C), MC, ME (C)",181 cm,78 kg,23,Derecha,,---,,6.88,ESP,Buena,Físico
- - -,,Diego Moreno,Cartagena,DF/CR (D),171 cm,69 kg,23,Derecha,,---,,6.59,ESP,Buena,Físico
- - -,,Facundo García,Teruel,"MC, ME (C)",180 cm,72 kg,24,Derecha,,---,,6.91,ARG,Buena,Líder
- - -,,Diego García,Leganés,DL (C),185 cm,81 kg,24,Derecha,,---,,6.63,ESP,Buena,Inteligente
- - -,Les,Dani Lorenzo,Málaga,"MC, ME/MP (C)",176 cm,74 kg,21,Derecha,,---,,6.88,ESP,Buena,Técnico
- - -,,Pablo Servetti,Europa,DL (C),180 cm,78 kg,28,Derecha,,---,,6.87,URU,Buena,Técnico
- - -,Ret,Kiko Olivas,Cartagena,DF (C),184 cm,79 kg,35,Derecha,,---,,6.90,ESP,Buena,Inteligente
- - -,Seg,Ángel Alarcón,Barcelona B,"MP (DI), DL (C)",176 cm,70 kg,20,Derecha,,---,,07.03,ESP,Buena,Físico
- - -,Ret,Biel Ribas,Talavera,POR,182 cm,82 kg,38,Solo derecha,,---,,6.99,ESP,Buena,Con autoridad
- - -,,Unai Hernàndez,Barcelona B,ME/MP (C),171 cm,63 kg,19,Derecha,,---,,7.12,ESP,Buena,Técnico
- - -,,Ali Fadal,Valencia B,ME/MP (C),181 cm,72 kg,20,Derecha,,---,,6.82,GHA,Buena,Físico
- - -,Seg,Roberto Fernández,Málaga,DL (C),186 cm,75 kg,21,Derecha,,---,,6.89,ESP,Buena,Técnico
- - -,Ced,Alberto Del Moral,Villarreal B,"MC, ME (C)",185 cm,70 kg,23,Derecha,,---,,6.91,ESP,Buena,Inteligente
- - -,,Nacho Martín,Lugo,"MC, ME (C)",175 cm,69 kg,22,Derecha,,---,,6.96,ESP,Buena,Técnico
- - -,Seg,Lassina Sangaré,Granada,"DF (DC), MC",183 cm,73 kg,22,Derecha,,---,,6.00,CIV,Buena,Inteligente
- - -,,Dalisson,Pontevedra,"ME (D), MP (DI)",172 cm,60 kg,24,Derecha,,---,,7.19,BRA,Buena,Técnico
- - -,Seg,Alberto Reina,Mirandés,"MC, ME (DC), MP (C)",168 cm,60 kg,26,Derecha,,---,,6.73,ESP,Buena,Físico
- - -,Seg,Taliby,Teruel,POR,190 cm,81 kg,27,Solo derecha,,---,,6.71,GUI,Buena,Distribuidor
- - -,,Mamadou Mbacke,Barcelona B,DF (DC),189 cm,74 kg,21,Derecha,,---,,7.00,SEN,Buena,Físico
- - -,,Zourdine Thior,Badalona Fut,MP (DIC),170 cm,57 kg,26,Derecha,,---,,07.07,SEN,Buena,Técnico
- - -,,Aritz Arambarri,Leganés,DF (C),186 cm,76 kg,26,Derecha,,---,,6.64,ESP,Buena,Físico
- - -,,Luis Meseguer,U. Adarve,"DF (IC), CR (I)",177 cm,68 kg,24,Izquierda,,---,,6.77,EQG,Buena,Inteligente
- - -,,César Tárrega,Valladolid,"DF (C), MC",193 cm,78 kg,22,Derecha,,---,,6.92,ESP,Buena,Inteligente
- - -,Seg,Javier Belman,Fuenlabrada,POR,184 cm,83 kg,25,Derecha,,---,,6.87,ESP,Buena,Distribuidor
- - -,Fic,Stipe Biuk,Valladolid,"ME (I), MP (DIC)",184 cm,76 kg,21,Derecha,,---,,6.94,CRO,Buena,Técnico
- - -,,Diego Sánchez,Levante,"DF (IC), CR (I)",177 cm,73 kg,20,Izquierda,,---,,07.03,ESP,Buena,Físico
- - -,Seg,Mika Faye,Barcelona,DF (IC),186 cm,92 kg,19,Izquierda,,---,,6.45,SEN,Buena,Físico
- - -,,Álvaro Jiménez,Tenerife,"ME (D), MP (DI)",175 cm,71 kg,29,Derecha,,---,,6.90,ESP,Buena,Creativo
- - -,,Chiki,Alcorcón,"MP (DIC), DL (C)",171 cm,71 kg,27,Derecha,,---,,6.67,ESP,Buena,Técnico
- - -,,Andrés Prieto,Ponferrada,POR,194 cm,93 kg,30,Derecha,,---,,6.74,ESP,Buena,Distribuidor
- - -,,Quique Rivero,Real Irún,"MC, ME (IC)",176 cm,70 kg,32,Derecha,,---,,6.83,ESP,Buena,Técnico
- - -,Seg,Mariano Gómez,A. Madrid B,"DF (C), MC",197 cm,88 kg,25,Derecha,,---,,6.80,ARG,Buena,Físico
- - -,Seg,Guillem Jaime,Intercity,DF/CR (DI),177 cm,70 kg,25,Derecha,,---,,6.83,ESP,Buena,Físico
- - -,,Yeray Cabanzón,Ponferrada,"ME (C), MP (DIC)",170 cm,64 kg,21,Izquierda,,---,,6.99,ESP,Buena,Creativo
- - -,,Óscar Sielva,Huesca,"MC, ME (C)",178 cm,77 kg,32,Derecha,,---,,6.91,ESP,Buena,Inteligente
- - -,,Javi Martón,Mirandés,DL (C),183 cm,80 kg,25,Solo derecha,,---,,6.64,ESP,Buena,Físico
- - -,Seg,Álvaro Bustos,Huelva,ME/MP (DI),175 cm,72 kg,28,Izquierda,,---,,6.98,ESP,Buena,Inteligente
- - -,Seg,Diego Conde,Leganés,POR,188 cm,78 kg,25,Derecha,,---,,6.78,ESP,Buena,Con autoridad
- - -,Seg,Antonio Zarzana,Sevilla B,"ME (I), MP (DIC), DL (C)",180 cm,68 kg,22,Solo izquierda,,---,,6.83,ESP,Buena,Creativo
- - -,,Carlos Marín,Córdoba,POR,187 cm,78 kg,27,Solo derecha,,---,,6.98,ESP,Buena,Guardameta
- - -,Ced,Urko González de Zárate,Real San Sebastián B,"DF (C), MC",189 cm,83 kg,23,Derecha,,---,,07.02,ESP,Buena,Técnico
- - -,,Andoni Zubiaurre,Mirandés,POR,188 cm,82 kg,27,Izquierda,,---,,7.20,ESP,Buena,Distribuidor
- - -,,Jorge Yriarte,Amorebieta,ME (C),182 cm,76 kg,24,Derecha,,---,,6.84,VEN,Buena,Inteligente
- - -,,Jon Aramburu,Real San Sebastián B,"DF (DIC), CR (DI)",174 cm,71 kg,21,Solo derecha,,---,,6.80,VEN,Buena,Inteligente
- - -,Seg,Theo,R. Madrid B,ME/MP (C),196 cm,78 kg,22,Derecha,,---,,6.69,ALG,Buena,Creativo
- - -,Seg,Antonio Gomis,A. Madrid B,POR,188 cm,76 kg,21,Izquierda,,---,,6.73,ESP,Buena,Distribuidor
- - -,,Iago López,Alcorcón,DF/CR (D),177 cm,66 kg,25,Derecha,,---,,6.93,ESP,Buena,Técnico
- - -,,Giuliano Bertino,Formentera,"ME (I), MP (DI)",174 cm,70 kg,23,Izquierda,,---,,7.31,ARG,Buena,Creativo
- - -,,Yarek Gąsiorowski,Valencia,"DF (IC), MC",191 cm,78 kg,19,Izquierda,,---,,6.73,ESP,Buena,Técnico
- - -,Seg,Pol Llonch,Ponferrada,"MC, ME (C)",171 cm,70 kg,31,Derecha,,---,,07.01,ESP,Buena,Líder
- - -,Seg,Alfon,Vigo B,"ME/MP (DI), DL (C)",172 cm,60 kg,25,Derecha,,---,,6.85,ESP,Buena,Físico
- - -,,Javi Ros,R. Majadahonda,"MC, ME (C)",173 cm,68 kg,34,Derecha,,---,,6.97,ESP,Buena,Líder
- - -,,Loïc Williams,Tenerife,"DF (C), MC",188 cm,82 kg,22,Solo izquierda,,---,,6.57,CGO,Buena,Físico
- - -,,Germán Valera,Zaragoza,"ME/MP (DI), DL (C)",170 cm,68 kg,22,Solo izquierda,,---,,6.92,ESP,Buena,Creativo
- - -,,Chuli,Lleida,"ME (D), MP (DIC), DL (C)",177 cm,70 kg,33,Izquierda,,---,,7.00,ESP,Buena,Inteligente
- - -,,Teto,Tenerife,ME/MP (DC),175 cm,67 kg,22,Derecha,,---,,6.68,ESP,Buena,Líder
- - -,,Juan Artola,Alcorcón,"ME (D), MP (DIC), DL (C)",176 cm,73 kg,24,Derecha,,---,,6.63,ESP,Buena,Técnico
- - -,,Míchel,Torrent,"MC, ME (C)",182 cm,69 kg,35,Derecha,,---,,6.79,ESP,Buena,Creativo
- - -,Seg,Darío Benavides,Sevilla B,DF/CR (D),178 cm,78 kg,21,Derecha,,---,,7.18,ESP,Buena,Físico
- - -,Seg,Álvaro Romero,Tenerife,MP (DIC),167 cm,65 kg,28,Derecha,,---,,07.01,ESP,Buena,Creativo
- - -,,Unai Bustinza,Amorebieta,DF (DC),175 cm,74 kg,32,Solo derecha,,---,,6.76,ESP,Buena,Líder
- - -,,Álex Cardero,Arenteiro,ME/MP (C),175 cm,71 kg,20,Solo derecha,,---,,6.93,ESP,Buena,Creativo
- - -,,Pablo García,S. Gijón,DF/CR/ME/MP (I),177 cm,72 kg,24,Izquierda,,---,,6.70,ESP,Buena,Físico
- - -,,Christian Joel Sánchez,S. Gijón,POR,193 cm,88 kg,24,Izquierda,,---,,7.20,CUB,Buena,Con autoridad
- - -,,Andrés Ferrari,Villarreal B,DL (C),185 cm,84 kg,21,Derecha,,---,,6.61,URU,Buena,Físico
- - -,Ofer,Iván Ayllón,Cartagena,"MP (DI), DL (C)",171 cm,66 kg,23,Derecha,,---,,6.70,ESP,Buena,Inteligente
- - -,,Vinicius Tobias,R. Madrid,DF/CR (D),179 cm,68 kg,20,Derecha,,---,,6.30,BRA,Buena,Líder
- - -,Seg,Salvi,Tarazona,POR,192 cm,80 kg,23,Derecha,,---,,07.02,ESP,Buena,Guardameta
- - -,,Mateusz Wieteska,Vallecano,DF (C),187 cm,77 kg,27,Derecha,,---,,7.40,POL,Buena,Líder
- - -,,Pablo Vázquez,Coruña,"DF (C), MC, ME (C)",184 cm,84 kg,29,Solo derecha,,---,,07.09,ESP,Buena,Inteligente
- - -,,Victor Aznar,Cádiz B,POR,189 cm,82 kg,21,Solo derecha,,---,,6.67,BRA,Buena,Distribuidor
- - -,,Álex Barbu,Elche,DF (IC),189 cm,74 kg,23,Izquierda,,---,,6.50,ESP,Buena,Líder
- - -,Seg,Borja Sánchez,Oviedo,"ME (C), MP (IC)",185 cm,80 kg,28,Derecha,,---,,6.69,ESP,Buena,Inteligente
- - -,Seg,Moha,Cerdanyola,"MP (DIC), DL (C)",176 cm,75 kg,26,Izquierda,,---,,7.16,MAR,Buena,Físico
- - -,,Tòfol Montiel,Alzira,"MP (DIC), DL (C)",178 cm,68 kg,24,Solo izquierda,,---,,6.84,ESP,Buena,Creativo
- - -,,Fran Gámez,Zaragoza,DF/CR (D),174 cm,71 kg,32,Derecha,,---,,6.65,ESP,Buena,Líder
- - -,,Pablo Hernàndez,Melilla,"MC, ME (C)",173 cm,70 kg,23,Derecha,,---,,6.87,ESP,Buena,Inteligente
- - -,,João Vigário,Lleida,DF/CR/ME/MP (I),181 cm,75 kg,28,Solo izquierda,,---,,6.96,POR,Buena,Físico
- - -,,Eneko Jauregi,Amorebieta,DL (C),187 cm,81 kg,27,Derecha,,---,,6.60,ESP,Buena,Físico
- - -,,Juanra,A. Baleares,"DF (DC), CR (D)",184 cm,79 kg,29,Derecha,,---,,6.67,ESP,Buena,Físico
- - -,Seg,Pablo Larrea,Murcia,"MC, ME (C)",173 cm,69 kg,30,Derecha,,---,,6.89,ESP,Buena,Líder
- - -,,Néstor Senra,Avilés,DF/CR (D),178 cm,72 kg,22,Solo derecha,,---,,-,EQG,Buena,Técnico
- - -,,Carlos García,Córdoba,DF (C),188 cm,79 kg,23,Derecha,,---,,-,ESP,Buena,Inteligente
- - -,,Marcos Baselga,Sabadell,"MP (DI), DL (C)",180 cm,70 kg,25,Derecha,,---,,6.79,ESP,Buena,Físico
- - -,,Caio Emerson,Talavera,"MP (IC), DL (C)",169 cm,64 kg,25,Izquierda,,---,,6.84,BRA,Buena,Creativo
- - -,Seg,Álvaro Martín,F.C. Andorra,"ME (IC), MP (DIC)",173 cm,59 kg,23,Solo izquierda,,---,,6.87,ESP,Buena,Creativo
- - -,Seg,David Concha,Tarragona,ME/MP (DI),172 cm,62 kg,27,Izquierda,,---,,6.77,ESP,Buena,Técnico
- - -,Seg,Bruno Méndez,Granada,DF (DC),181 cm,81 kg,24,Derecha,,---,,6.65,URU,Buena,Líder
- - -,Seg,Genaro,Málaga,"MC, ME (C)",185 cm,75 kg,26,Derecha,,---,,7.15,ESP,Buena,Técnico
- - -,,Óscar Ureña,Leganés,"ME (D), MP (DIC)",171 cm,65 kg,21,Derecha,,---,,6.71,ESP,Buena,Técnico
- - -,Ret,Kike Márquez,Córdoba,"ME (C), MP (IC)",176 cm,72 kg,34,Derecha,,---,,6.83,ESP,Buena,Creativo
- - -,,Noah Darvich,Barcelona,ME/MP (C),184 cm,74 kg,17,Sin datos,,---,,-,GER,Buena,Creativo
- - -,Seg,Lucas Sena,Arenteiro,DF/CR (D),174 cm,61 kg,23,Derecha,,---,,6.86,BRA,Buena,Técnico
- - -,,Ignasi Vilarrasa,Huesca,DF/CR/ME/MP (I),183 cm,75 kg,24,Solo izquierda,,---,,6.74,ESP,Buena,Físico
- - -,,Jony Álamo,Cartagena,"MC, ME (C)",175 cm,66 kg,22,Derecha,,---,,6.83,ESP,Buena,Físico
- - -,,Pol Valentín,Marbella,DF/CR (D),178 cm,73 kg,27,Derecha,,---,,6.78,ESP,Buena,Físico
