,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rec,Inf,Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,FC,FR,Ama,Roj.,Rob,Pos Gan/90,Pos Perd/90,Disparos,TaP,Disparos fuera área/90,Gol,Goles fuera del área,xG,xG- SP,Cab Int,Cen.In,Cab,Cen.Com,Cen I-Ab,Cen C-Ab,Fdj,GlEq
- - -,,Gonzalo Melero,"MC, ME/MP (C)",4 (13),539,313,281,32,10,1,"0,9",1,1,65,15,"66,7 km","9,35",4,4,0,0,9,"11,52","4,84",4,0,"0,5",0,0,"0,41","0,41",21,5,12,1,5,1,1,5
- - -,Seg,Javi López,DF/CR (I),14 (3),1.162,574,483,68,10,1,"0,59",0,26,127,34,"156,2 km","14,25",16,13,4,0,33,"10,3","15,8",2,1,0,0,0,"0,45","0,45",61,30,43,3,30,3,2,14
- - -,Des,Fabrizio Angileri,DF/CR/ME (I),27 (10),2.710,1.016,867,119,32,5,"2,75",8,48,312,78,"386,5 km","19,2",42,28,2,0,66,"6,11","14,15",22,10,"0,1",2,1,"2,44","2,44",149,132,64,18,123,17,8,35
- - -,,Raúl Guti,"MC, ME (DC)",19 (3),1.637,909,828,83,23,2,"2,57",6,9,173,55,"238,0 km","12,26",25,24,1,0,23,"13,08","6,05",15,3,"0,16",2,0,"1,13","1,13",66,10,25,2,10,2,1,30
- - -,Int,Samuel Shashoua,"ME (DI), MP (DIC), DL (C)",1 (15),375,146,124,13,7,0,"1,14",1,14,52,11,"50,5 km","12,96",3,4,0,0,2,"3,6","11,52",10,3,"1,2",0,0,"0,95","0,95",22,9,2,2,9,2,4,7
- - -,,Álvaro Aguado,ME/MP (C),42,3.550,1.829,1.599,132,51,8,"9,68",22,33,437,109,"488,9 km","12,25",37,31,4,0,49,"15,16","12,9",39,17,"0,3",3,2,"3,93","3,93",118,28,26,2,28,2,4,65
- - -,Les,Edu Expósito,ME (C),34,2.383,1.246,1.108,80,33,5,"4,11",9,25,298,78,"334,9 km","11,48",31,14,4,0,44,"15,75","9,86",40,17,"0,42",4,0,"4,35","4,35",86,23,35,6,23,6,1,48
- - -,,Iza,DF/CR/MP (D),35,2.757,1.442,1.262,167,18,0,"2,28",3,48,258,91,"384,0 km","16,81",45,43,4,1,60,"9,96","18,22",10,1,"0,07",0,0,"2,06","2,06",122,82,66,11,82,11,3,31
- - -,,Carlos Neva,DF/CR/ME/MP (I),35 (1),2.874,1.485,1.289,194,23,1,"1,77",4,44,297,72,"403,9 km","15,5",35,30,5,0,81,"9,77","15,63",7,2,"0,03",0,0,"0,55","0,55",130,82,58,6,82,6,0,34
- - -,,Léo Baptistão,"ME (C), MP (DIC), DL (C)",3 (17),569,207,164,12,6,2,"1,14",3,21,76,16,"78,8 km","12,02",7,7,0,0,8,"3,8","15,5",11,5,"0,79",0,0,"1,05","1,05",36,17,12,2,17,2,1,8
- - -,,Manu Fuster,"ME (I), MP (DIC)",39,3.052,1.179,988,90,49,4,"5,5",12,70,406,113,"407,8 km","14,57",27,38,0,0,54,"4,92","16,16",88,35,"0,74",6,4,"9,57","9,57",160,101,63,11,101,11,12,42
- - -,,Alemão,"MP (DIC), DL (C)",10 (22),1.468,367,314,11,6,0,"1,15",4,17,121,33,"181,9 km","6,5",15,37,0,0,9,"2,33","20,17",72,28,"1,41",7,3,"7,39","6,58",164,10,59,1,10,1,11,18
- - -,Seg,Rubén Sobrino,"MP (DIC), DL (C)",1 (16),381,130,106,8,4,1,"0,66",0,9,61,11,"54,9 km","15,35",8,7,0,0,5,"3,07","17,95",15,5,"0,71",2,0,"2,01","2,01",27,14,9,3,14,3,0,7
- - -,,Manu Vallejo,"ME (I), MP (DIC), DL (C)",38,2.855,1.006,828,82,49,6,"4,55",10,72,382,99,"392,7 km","13,87",33,54,0,0,53,"5,2","15,92",77,30,"0,73",7,1,"10,06","10,06",140,174,32,32,79,12,16,37
- - -,,Kevin,DF/CR (D),19 (4),1.734,848,754,99,14,1,"2,16",5,30,182,70,"243,8 km","17,49",20,14,2,0,44,"11,06","16,09",8,0,"0,05",0,0,"1,86","1,86",69,42,37,7,42,7,1,25
- - -,,Monchu,"MC, ME (C)",36,2.854,1.693,1.527,156,58,10,"8,47",16,20,319,101,"415,4 km","11,26",42,32,2,0,44,"15,01","6,31",33,10,"0,25",1,0,"3,88","3,88",93,252,30,47,9,3,2,44
- - -,Seg,Tete Morente,ME/MP (DI),37,2.944,1.015,846,102,63,5,"5,96",7,83,403,105,"390,4 km","16,39",23,38,2,0,63,"4,31","12,6",50,19,"0,52",6,2,"5,21","5,21",164,130,56,18,130,18,4,47
- - -,,Seydouba Cissé,"ME (DC), MP (C)",0 (3),50,17,16,1,1,0,0,0,0,6,1,"7,1 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,4,1,2,0,1,0,0,0
- - -,,Arnau Puigmal,"ME (DC), MP (C)",23 (14),2.169,1.046,922,95,54,5,"2,59",3,20,250,70,"294,3 km","9,88",21,6,4,0,39,"11,33","13,98",19,9,"0,21",3,1,"1,91","1,91",66,26,14,6,16,4,1,33
- - -,,Róber Pier,"DF (C), MC",8 (13),1.105,730,679,60,5,0,"0,84",2,4,49,23,"138,3 km","6,03",9,4,1,0,14,"17,67","3,67",5,1,0,0,0,"0,61","0,61",85,4,61,0,4,0,1,20
- - -,Seg,Ángel,DL (C),8 (18),1.200,301,263,10,7,2,"2,66",1,9,98,22,"157,1 km","7,57",16,33,1,0,13,"2,02","19,57",47,18,"1,12",2,1,"4,32","4,32",106,6,22,1,6,1,6,16
- - -,Seg,Kike Salas,DF (C),10 (8),1.204,706,665,35,3,1,"0,51",1,3,47,10,"153,6 km","5,76",9,8,2,0,23,"13,83","5,23",7,4,"0,22",1,0,"0,6","0,6",104,4,80,0,4,0,0,13
- - -,,Mario Gaspar,"DF (DC), CR (D)",5 (5),599,309,261,28,2,0,"0,24",1,4,54,10,"88,6 km","14,27",4,4,0,0,21,"15,03","10,07",4,0,"0,15",0,0,"0,18","0,18",34,12,16,0,12,0,0,8
- - -,Seg,Jérémy Mellot,DF/CR (DI),39,3.471,1.786,1.575,202,30,3,"4,07",9,29,348,103,"479,8 km","17,97",44,43,3,0,85,"13,22","13,59",32,7,"0,29",1,1,"4,26","4,26",170,110,90,9,110,9,4,51
- - -,,Iván Sánchez,ME/MP (DIC),7 (27),1.052,397,351,27,26,3,"2,03",0,29,141,45,"130,7 km","12,58",6,14,0,0,24,"4,19","13,94",33,15,"0,68",5,1,"3,68","3,68",62,46,12,6,33,3,0,17
- - -,,José Carlos Lazo,"ME (DI), MP (DIC)",43 (1),2.704,915,761,96,82,11,"8,31",10,105,314,82,"391,8 km","13,88",29,30,2,0,54,"4,89","15,04",24,9,"0,3",3,2,"2,22","2,22",158,101,38,13,101,13,7,53
- - -,,Marcos André,DL (C),36 (1),2.633,652,561,26,19,2,"1,12",7,26,205,52,"338,6 km","6,43",43,63,3,0,28,"1,74","16,54",80,37,"0,65",15,1,"10,77","10,77",287,16,90,1,16,1,22,40
- - -,,Robert Navarro,"ME (C), MP (DIC)",35,2.336,851,738,46,32,3,"3,53",12,44,260,66,"334,2 km","11,6",17,25,0,0,30,"9,52","19,03",41,11,"0,54",2,0,"5,58","4,77",125,88,25,10,27,2,6,25
- - -,,Joseba Zaldua,DF/CR (D),5 (5),638,313,284,38,7,0,"0,72",0,5,64,16,"91,0 km","16,08",6,6,1,0,15,"13,54","11,85",6,1,"0,14",0,0,"1,26","1,26",28,13,17,2,13,2,0,9
- - -,Seg,Íñigo Vicente,"ME (I), MP (IC), DL (C)",43,3.533,1.343,1.162,87,101,11,"13,46",20,43,401,109,"508,9 km","13,48",30,56,1,0,51,"11,72","13,53",96,47,"0,76",17,3,"10,82","10,82",188,99,59,15,70,11,20,55
- - -,,Nacho Vidal,DF/CR (D),15 (3),1.220,599,538,55,11,1,"0,84",0,23,126,38,"160,7 km","15,86",24,18,5,0,30,"8,41","19,25",5,1,"0,15",1,0,"0,12","0,12",63,42,37,3,42,3,1,9
- - -,,Aridane Hernàndez,DF (C),23 (1),1.959,1.201,1.079,74,3,0,"0,43",0,3,75,24,"252,8 km","5,47",20,10,1,0,31,"9,23","5,51",3,1,0,0,0,"0,47","0,47",166,2,131,0,2,0,0,12
- - -,,Óscar Melendo,ME/MP (C),10 (20),1.237,587,520,44,13,2,"1,99",3,10,149,38,"169,6 km","9,82",6,12,2,0,22,"8,22","16,01",13,4,"0,15",1,0,"1,21","1,21",50,9,12,0,9,0,0,17
- - -,,Rober Ibáñez,"ME (DI), MP (DIC)",33,2.499,917,763,96,35,3,"5,28",5,80,347,91,"362,5 km","15,81",45,28,1,0,63,"4,93","12,86",25,8,"0,14",4,1,"3,38","3,38",150,109,26,20,83,16,4,39
- - -,,Hugo Novoa,"CR/ME/MP (D), DL (C)",11,885,339,275,28,13,1,"0,4",2,40,105,31,"112,6 km","11,39",8,10,0,0,20,"4,37","21,36",15,5,"0,41",3,0,"1,52","1,52",53,40,18,5,23,3,4,12
- - -,Seg,Nico Melamed,"ME (DC), MP (DIC)",11 (15),1.239,524,448,44,16,1,"2,56",10,23,152,35,"166,8 km","11,4",10,12,1,0,26,"10,17","14,67",19,10,"0,58",0,2,"1,53","1,53",55,33,25,5,23,4,1,11
- - -,,Sinan Bakis,"MP (DI), DL (C)",21 (12),1.794,461,407,11,7,1,"2,11",3,26,148,29,"239,5 km","6,97",28,52,0,0,23,"1,86","20,57",49,22,"0,75",7,3,"5,66","4,04",192,15,83,4,15,4,17,24
- - -,Les,Jesús Owono,POR,4 (5),564,128,70,0,0,0,0,0,0,0,0,"36,0 km",0,0,1,0,0,0,"2,55","11,17",0,-,-,0,-,0,0,-,-,-,-,-,-,0,6
- - -,Ofer,Haissem Hassan,"ME (D), MP (DI)",25 (7),2.192,810,646,81,21,8,"8,28",9,77,272,71,"300,6 km","14,45",19,21,1,0,50,"4,27","14,62",24,10,"0,33",2,2,"2,46","2,46",154,141,52,24,141,24,10,40
- - -,Seg,Rubén Pulido,DF (C),42,3.789,2.568,2.345,153,14,3,"1,92",2,5,154,63,"455,3 km","4,63",17,13,3,0,65,"15,99","2,49",26,4,"0,31",1,1,"1,55","1,55",284,110,177,20,9,2,1,46
- - -,Seg,Pablo Ibañez,"DF (C), MC, ME (C)",2 (16),355,215,187,10,2,0,"0,26",1,1,28,6,"45,5 km","10,14",4,3,0,0,5,"14,7","3,55",5,1,0,0,0,"0,79","0,79",17,0,11,0,0,0,0,6
- - -,,Jordi Masip,POR,37,3.330,1.170,1.004,0,0,0,0,0,0,0,0,"222,7 km",0,0,19,0,0,0,"4,51","7,43",0,-,-,0,-,0,0,-,-,-,-,-,-,0,51
- - -,,Fernando Calero,DF (C),3 (9),624,424,394,25,1,0,"0,05",0,0,22,3,"79,0 km","5,19",5,4,0,0,10,"18,17","4,04",1,0,"0,14",0,0,0,0,53,0,26,0,0,0,0,8
- - -,Seg,Fede San Emeterio,"MC, ME (C)",6 (1),491,285,241,21,5,0,"0,13",1,3,62,10,"71,4 km","13,01",7,2,1,0,12,"9,16","7,33",1,1,0,0,0,"0,16","0,16",23,4,17,1,4,1,0,4
- - -,,Sergio Ruiz,"MC, ME (C)",9 (23),1.138,563,495,41,12,2,"2,32",5,11,133,29,"167,5 km","10,52",8,5,1,0,19,"8,07","14,87",14,8,"0,4",1,0,"1,01","1,01",34,7,9,1,7,1,2,12
- - -,Seg,Unai Garcia,DF (C),0 (1),17,10,8,2,0,0,0,0,0,2,0,"3,6 km",-,0,0,0,0,1,-,-,0,-,-,0,0,0,0,1,0,0,0,0,0,0,0
- - -,,Juanmi Latasa,DL (C),12 (24),1.495,361,297,10,9,0,"0,38",1,15,109,27,"190,7 km","6,26",14,47,2,0,11,"1,26","17,64",76,37,"1,38",9,1,"8,23","8,23",162,7,96,0,7,0,8,26
- - -,,Giorgi Kochorashvili,"MC, ME/MP (C)",25 (6),2.014,1.001,872,86,32,8,"6,13",6,21,259,67,"273,9 km","10,59",21,14,4,0,42,"16,27","11,35",32,17,"0,63",2,0,"3,91","3,91",64,18,18,2,18,2,2,40
- - -,,Carlos Izquierdoz,DF (C),39,3.334,2.319,2.062,141,5,1,"1,02",0,1,112,43,"429,4 km","6,21",45,6,9,2,55,"17,52","2,92",17,6,"0,19",1,0,"2,11","2,11",304,5,225,1,5,1,2,57
- - -,,Nicolás Castro,"MP (C), DL (C)",10 (2),719,190,174,8,6,0,"0,21",0,9,68,6,"98,7 km","7,64",6,20,0,0,10,"5,38","14,77",28,16,"1,25",6,1,3,3,75,26,13,4,3,1,1,15
- - -,,Fer Niño,DL (C),43 (1),3.798,961,819,22,18,2,"3,66",9,37,278,62,"489,5 km","7,42",58,97,0,0,41,"2,23","16,04",154,75,"1,18",21,4,"18,14","16,52",427,21,172,4,21,4,22,54
- - -,,Jesús Vázquez,DF/CR/ME/MP (I),11 (2),995,516,441,66,17,1,"0,97",3,20,120,24,"142,1 km","15,38",12,11,2,0,13,"13,84","15,74",3,1,"0,09",1,0,"0,14","0,14",50,39,36,6,21,2,0,17
- - -,Ret,Jaume Costa,"DF (DI), CR (I)",1 (12),179,87,73,8,2,0,"0,12",0,2,24,5,"22,7 km","15,59",4,1,0,0,2,"7,04","19,11",2,0,"0,5",0,0,"0,16","0,16",5,5,3,0,5,0,0,1
- - -,Seg,Pejiño,"ME (I), MP (DI)",3 (33),871,303,262,29,17,1,"1,35",2,28,111,30,"120,5 km","12,5",9,13,0,0,18,"3,1","17,57",15,8,"0,52",2,1,"1,44","1,44",43,68,15,12,32,6,3,9
- - -,Seg,Jorge Meré,DF (C),0 (1),40,26,26,3,0,0,0,0,1,1,0,"5,3 km",-,1,0,1,0,0,-,-,0,-,-,0,0,0,0,4,0,2,0,0,0,0,0
- - -,,Josan Fernández,"CR (D), ME/MP (DI)",37,2.455,904,737,87,33,3,"4,57",4,89,334,91,"348,1 km","14,41",26,39,0,0,62,"4,44","16,39",33,11,"0,29",3,0,"3,74","3,74",157,84,52,16,84,16,6,41
- - -,,Maikel Mesa,"MC, ME/MP (C)",29 (3),2.014,665,565,44,30,6,"4,52",11,29,237,53,"291,8 km","12,87",27,12,4,0,32,"11,44","17,12",39,16,"0,36",5,0,"5,3","5,3",126,17,52,2,17,2,5,27
- - -,,Álex Fernández,"ME (DIC), MP (C)",4 (14),739,233,199,10,6,3,"3,3",4,7,85,27,"107,0 km","11,81",4,3,2,0,11,"8,16","21,07",21,7,"0,97",0,0,"2,42","2,42",53,8,14,1,6,1,1,8
- - -,,Sergi Canós,MP (DI),1 (22),756,272,224,25,11,2,"2,43",0,18,107,35,"106,1 km","15,36",10,15,1,0,16,"3,69","20,12",18,4,"0,83",3,1,"2,13","2,13",42,36,13,4,36,4,1,12
- - -,,Ignasi Miquel,DF (IC),17 (5),1.450,834,770,64,5,0,"0,59",2,6,78,24,"184,1 km","7,51",14,2,5,0,29,"12,85","6,58",2,1,0,0,0,"0,17","0,17",122,16,97,5,16,5,0,21
- - -,,Javi Sánchez,DF (C),19,1.710,1.168,1.087,70,6,2,"0,3",1,1,62,17,"206,6 km",5,7,6,3,0,35,"14,84","3,42",10,6,"0,05",1,0,"1,07","1,07",137,2,89,1,2,1,0,27
- - -,Int,Álvaro Rodríguez,"MP (I), DL (C)",5 (20),681,165,141,4,4,0,"0,15",0,3,60,10,"91,8 km","7,53",4,20,0,0,4,"0,66","24,45",40,23,"0,79",5,1,"5,46","5,46",79,2,38,0,2,0,1,15
- - -,Seg,Fali,"DF (C), MC",10,874,590,548,25,1,1,"0,24",1,1,27,11,"105,3 km","4,84",10,2,4,0,16,"10,61","4,32",4,0,"0,31",0,0,"0,25","0,25",70,3,37,0,3,0,0,7
- - -,Seg,Marc Pubill,DF/CR (D),37 (1),3.235,1.559,1.386,171,20,1,"2,53",2,53,328,94,"463,9 km","18,64",44,44,0,1,98,"9,1","17,72",15,2,"0,11",1,1,"1,54","1,54",188,91,123,8,91,8,0,37
- - -,Seg,Adrián De la Fuente,DF (DC),21 (5),2.102,1.205,1.114,88,17,0,"1,53",4,14,98,35,"276,1 km","8,01",15,7,1,0,47,"18,92","4,07",12,1,"0,21",0,1,"1,22","1,22",151,10,101,2,10,2,2,47
- - -,Seg,Alejandro Pozo,DF/CR/ME/MP (D),5 (13),433,211,177,21,4,0,"0,82",2,8,40,17,"61,0 km","17,04",3,2,0,1,10,"3,33","21,2",2,1,0,0,0,"0,04","0,04",14,16,4,1,16,1,0,1
- - -,Ret,Mikel Balenziaga,DF/CR/ME/MP (I),33,2.891,1.486,1.308,179,25,4,"2,96",1,36,304,72,"391,8 km","13,7",44,32,6,0,83,"14,76","13,39",7,3,"0,03",1,0,"0,52","0,52",162,82,90,14,82,14,2,52
- - -,,Martin Hongla,"MC, ME (C)",31 (3),2.902,1.675,1.462,142,30,5,"2,86",6,19,319,75,"406,8 km","11,63",61,33,7,1,49,"9,8","6,98",17,2,"0,16",1,0,"2,75","2,75",122,8,75,3,8,3,2,34
- - -,,Kaiky,DF (C),4 (3),442,292,274,19,3,0,"0,34",0,1,19,8,"55,6 km","4,89",2,2,0,0,5,"18,94","2,04",2,0,"0,2",0,0,"0,15","0,15",29,1,17,1,1,1,0,11
- - -,,Santiago Mouriño,DF (DC),14 (2),1.316,814,713,53,3,0,"0,8",1,3,51,13,"162,1 km","4,45",12,7,3,0,24,"14,98","3,62",6,2,0,0,0,"0,91","0,91",107,3,73,0,3,0,0,13
- - -,Trn,Antonio Puertas,"ME (DI), MP (DIC)",4 (8),534,205,162,16,7,1,"0,22",2,13,70,19,"71,6 km","15,34",1,6,0,0,14,"2,7","24,78",18,8,"1,01",2,0,"1,29","1,29",32,18,10,1,18,1,0,4
- - -,Seg,Toni Villa,"ME (DI), MP (DIC)",0 (4),55,20,15,1,0,0,0,0,0,10,2,"7,5 km",-,0,0,0,0,1,-,-,3,1,-,0,1,"0,12","0,12",3,2,1,0,2,0,0,0
- - -,,Dani Cárdenas,POR,5 (3),562,141,78,0,0,0,0,0,0,0,0,"39,6 km",0,0,2,0,0,0,"3,04","7,53",0,-,-,0,-,0,0,-,-,-,-,-,-,0,9
- - -,Seg,Raúl Torrente,DF (C),24 (2),2.272,1.653,1.476,96,4,1,"1,27",4,4,73,29,"280,5 km","5,07",18,8,3,0,47,"13,71","2,57",19,3,"0,2",0,2,"1,58","1,58",181,0,120,0,0,0,0,22
- - -,,Facundo Pellistri,MP (D),29 (4),2.486,900,770,64,39,3,"2,07",3,94,354,83,"326,0 km","14,52",47,33,0,0,48,"3,15","21,65",56,18,"0,65",6,1,"8,2","8,2",121,99,22,19,99,19,12,31
- - -,,Ilaix Moriba,"MC, ME/MP (C)",10 (15),1.093,556,468,32,12,3,"1,03",3,12,149,35,"147,9 km","10,46",22,7,3,0,23,"12,68","12,85",6,2,"0,16",2,0,"0,42","0,42",47,9,27,1,9,1,2,21
- - -,Seg,Pablo Ganet,ME (C),21,1.641,821,711,47,34,1,"1,28",3,25,223,58,"214,7 km","10,2",33,16,5,0,33,"11,68","13,71",12,5,"0,16",2,0,"1,24","1,24",65,114,31,12,17,2,3,15
- - -,,Valery,DF/CR/ME/MP (DI),3 (23),672,275,234,24,7,0,"0,93",1,11,84,19,"87,3 km","15,67",12,9,0,0,8,"4,69","17,95",16,7,"0,67",1,2,"1,83","1,83",45,24,15,6,24,6,6,9
- - -,,Juan Carlos,POR,4,360,100,70,0,0,0,0,0,0,0,0,"20,9 km",0,0,1,0,0,0,"2,5","11,25",0,-,-,0,-,0,0,-,-,-,-,-,-,0,5
- - -,,Jon Karrikaburu,DL (C),36 (1),2.740,665,565,28,20,1,"1,43",3,29,219,53,"345,3 km","6,04",39,71,1,0,31,"2,04","19,91",97,53,"1,25",13,2,"10,32","10,32",290,18,80,3,18,3,21,34
- - -,,José Fontán,"DF (IC), CR (I)",40,3.600,1.961,1.701,239,50,3,"6,36",4,50,343,90,"504,3 km","14,18",34,42,1,0,94,"14,43","9,75",18,2,"0,12",0,0,"1,94","1,94",231,100,134,18,100,18,0,41
- - -,,Daley Sinkgraven,"DF/CR (I), ME (IC), MP (I)",4 (7),476,225,195,24,4,0,"0,92",0,6,50,16,"65,5 km","14,56",2,8,0,0,17,"7,94","15,5",0,-,0,0,0,0,0,18,23,10,4,19,4,0,7
- - -,,Álex Suárez,"DF (DC), CR (D)",24 (2),2.231,1.321,1.157,104,7,0,"0,65",2,15,159,37,"318,3 km","13,19",28,10,4,0,59,"11,26","11,01",9,3,0,0,0,"1,19","1,19",155,34,97,3,34,3,1,26
- - -,,Assane Diao,"MP (DI), DL (C)",0 (20),546,187,152,10,6,0,0,0,13,83,17,"79,2 km","15,66",12,4,0,0,2,"1,81","22,09",15,6,"1,15",1,1,"0,81","0,81",37,21,14,7,21,7,3,5
- - -,,Mo Dauda,"ME (I), MP (DIC), DL (C)",23 (10),1.858,556,455,42,21,1,"1,59",1,51,225,50,"239,2 km","11,09",29,28,2,0,32,"3,39","16,18",26,17,"0,39",2,2,"2,94","2,94",142,57,38,10,43,6,10,22
- - -,,Jon Pacheco,DF (C),0 (1),77,54,46,3,1,0,0,0,0,0,0,"9,6 km","7,01",0,1,0,0,3,"12,86","5,84",0,-,0,0,0,0,0,8,0,4,0,0,0,0,1
- - -,Trn,Víctor Camarasa,"MC, ME/MP (C)",0 (9),239,74,67,8,8,0,"0,29",1,3,27,5,"32,5 km","14,69",2,1,1,0,2,"18,08","10,92",11,5,"2,26",0,0,"0,67","0,67",19,3,6,0,3,0,1,1
- - -,Seg,Luis Hernàndez,DF (DC),5 (10),741,415,374,32,2,0,"0,83",0,3,32,8,"89,4 km","7,29",5,2,1,0,15,"9,35","7,89",4,0,0,0,0,"0,68","0,68",55,8,22,0,8,0,0,7
- - -,,Óscar Gil,DF/CR (D),41 (2),3.613,2.274,2.038,239,20,0,"1,23",3,75,359,89,"511,8 km","15,52",30,40,1,0,114,"12,7","14,22",35,10,"0,27",3,0,"4,58","4,58",138,65,84,5,65,5,2,64
- - -,,Lucas Pires,"DF/CR (I), ME/MP (D)",37,3.233,1.677,1.441,224,49,1,"5,25",6,59,283,111,"443,5 km","13,72",21,42,3,0,80,"8,96","15,92",4,2,"0,03",0,0,"0,69","0,69",185,98,114,12,98,12,3,38
- - -,,Sergi Altimira,"MC, ME (C)",1 (24),531,308,276,31,8,0,"0,6",1,1,57,9,"75,5 km","11,02",2,2,0,0,7,"7,8","7,12",3,0,0,0,0,"0,23","0,23",26,2,17,0,2,0,0,4
- - -,,Adu Ares,ME/MP (DI),5 (16),599,214,180,14,4,0,"1,58",1,19,71,27,"77,4 km","13,82",7,6,0,0,12,"2,4","19,83",22,7,"1,5",4,0,"2,27","2,27",40,24,13,4,24,4,2,5
- - -,Seg,Guille Rosas,DF/CR (D),44,3.706,1.989,1.725,254,41,11,"5,18",11,38,364,94,"507,1 km","15,37",44,38,2,0,84,"15,42","11,27",60,14,"0,46",6,1,"7,98","7,98",152,71,68,12,71,12,2,65
- - -,,André Ferreira,POR,9,840,229,168,0,0,0,0,0,0,0,0,"58,3 km",0,1,2,1,0,0,"3,11","6,64",0,-,-,0,-,0,0,-,-,-,-,-,-,0,14
- - -,,Pedro Bigas,"DF (IC), MC",32,2.483,1.488,1.341,127,11,1,"2,08",3,4,123,44,"324,7 km","7,58",12,15,0,1,54,"18,56","4,13",12,2,"0,04",1,0,"2,96","2,96",180,18,131,4,18,4,0,49
- - -,Int,Yerson Mosquera,DF (C),3 (5),495,314,290,15,0,0,0,0,1,17,5,"63,2 km","5,82",3,0,1,0,13,"11,64","5,45",2,0,0,0,0,"0,3","0,3",44,1,32,0,1,0,0,4
- - -,,Abde,"ME/MP (DI), DL (C)",9 (18),958,334,284,21,13,3,"1,65",2,22,129,30,"130,7 km","14,28",11,11,2,0,13,"3,1","22,73",17,6,"0,47",2,0,"2,56","2,56",65,34,15,9,34,9,2,11
- - -,Seg,Javi Ontiveros,ME/MP (DI),41,3.613,1.224,1.028,109,82,4,"5,52",5,115,493,138,"489,0 km","12,7",38,79,0,0,66,"4,56",21,39,13,"0,25",4,0,"6,77","6,77",173,184,28,36,135,26,22,39
- - -,,Unai Gómez,ME/MP (C),5 (6),517,242,213,19,6,0,"0,21",1,11,60,14,"72,6 km","12,19",2,4,0,0,11,"12,36","14,62",6,1,"0,35",0,1,"0,65","0,65",20,4,4,0,4,0,0,5
- - -,Les,Ricard Sánchez,DF/CR/ME (D),27 (4),2.261,1.110,938,102,20,2,1,2,41,224,67,"312,9 km","13,73",38,28,10,1,72,"8,68","20,1",18,4,"0,08",0,0,"3,35","3,35",92,61,55,17,61,17,4,25
- - -,,Javi Hernàndez,"DF (IC), CR (I)",5 (6),648,355,304,35,13,0,"0,75",3,3,53,12,"85,0 km","11,39",3,4,1,0,14,"15,14","11,81",4,1,"0,14",0,0,"0,37","0,37",40,60,29,9,13,3,2,8
- - -,Seg,Juan Cruz,"DF (IC), CR/ME (I)",4 (8),545,329,299,40,4,1,"0,66",0,6,52,13,"73,2 km","12,55",9,5,1,1,10,"9,91","13,54",0,-,0,0,0,0,0,34,11,24,3,11,3,1,6
- - -,Seg,Álex Centelles,DF/CR (I),38,3.376,1.772,1.491,244,51,1,"2,16",4,75,330,94,"475,4 km","13,86",44,45,7,0,101,"7,44","17,22",3,0,"0,03",0,0,"0,39","0,39",196,78,108,11,78,11,3,36
- - -,Les,Stoichkov,"ME (C), MP (IC), DL (C)",32 (5),2.345,678,596,40,27,4,"6,2",11,39,213,59,"326,9 km","9,17",30,49,5,0,29,"4,57",16,93,45,"1,27",12,0,"11,94","11,94",169,48,32,12,27,6,15,33
- - -,Ret,Fran Mérida,ME/MP (C),18 (12),1.350,672,592,56,28,3,"2,76",8,9,155,45,"181,3 km","9,73",13,10,0,0,25,"12,27","11,53",9,2,"0,2",0,0,"1,02","1,02",39,190,17,38,16,3,2,17
- - -,,Fernando,POR,20 (1),1.816,440,316,0,0,0,0,0,0,0,0,"103,3 km",0,0,4,0,0,0,"2,23","9,37",0,-,-,0,-,0,0,-,-,-,-,-,-,0,19
- - -,,Carlos Domínguez,DF (C),37,3.061,1.893,1.699,126,8,1,"1,7",0,4,100,32,"378,0 km",5,28,5,2,0,51,"12,73","3,47",14,3,"0,21",0,1,"1,63","1,63",263,3,183,1,3,1,0,38
- - -,Seg,Beñat Prados,"DF (C), MC, ME (C)",6 (28),1.424,839,756,83,23,5,"3,64",5,9,150,37,"203,0 km","10,81",21,9,2,0,25,"8,53","5,25",6,2,"0,06",0,0,"0,91","0,91",57,7,22,1,7,1,0,15
- - -,Seg,Simão,DF/CR/ME/MP (I),28,2.384,858,683,84,20,3,"3,62",4,89,284,73,"341,2 km","15,74",14,39,0,0,52,"8,98","11,21",51,23,"0,76",6,3,"5,68","5,68",91,77,38,25,72,24,3,43
- - -,,Álex Sola,DF/CR/ME/MP (D),1 (22),731,301,254,22,5,0,"0,4",0,28,94,25,"101,0 km","14,16",10,12,0,0,19,"5,66","19,82",22,9,"0,62",1,1,"2,25","2,25",41,25,11,3,25,3,2,8
- - -,Ret,Sergio León,"MP (C), DL (C)",20 (16),1.840,460,402,15,8,1,"1,54",4,23,152,43,"237,6 km","7,34",22,57,5,0,16,"1,91","18,88",75,34,"1,03",11,2,"8,31","7,5",183,13,58,0,13,0,15,25
- - -,Seg,Gonzalo Verdú,"DF (C), MC",38,3.418,2.074,1.898,154,42,0,"0,88",1,8,140,53,"424,2 km","5,29",22,19,4,0,53,"13,59","3,9",31,9,"0,18",4,0,"4,49","4,49",291,3,203,1,3,1,1,35
