Nombre,Posición,Part,Min,Enc,xGE,BAt,BDs,Rp %,BRe,Pas I,Pas C,Portería imbatida,Pep %,Paradas/90,Pen. parados,Prop. penaltis parados,Gl Err,Pos Gan/90,Pos Perd/90
player_1014,POR,33 (1),3.018,37,"15,08",39,24,77%,60,873,583,7,88%,3,2,67%,1,"3,04","10,17"
player_1015,DF/CR (D),8 (6),846,-,-,-,-,-,-,396,341,-,-,-,-,-,0,"8,94","17,87"
player_1016,DF (DC),12,946,-,-,-,-,-,-,536,471,-,-,-,-,-,0,"13,03","8,66"
player_1017,"DF (C), MC, ME (C)",33,2.614,-,-,-,-,-,-,1.433,1.279,-,-,-,-,-,0,"13,46","6,3"
player_1018,DF/CR (D),7 (13),959,-,-,-,-,-,-,500,424,-,-,-,-,-,0,"8,54","15,11"
player_1019,"MC, ME (C)",38 (1),3.321,-,-,-,-,-,-,1.586,1.365,-,-,-,-,-,0,"15,91","11,63"
player_1020,DL (C),0 (22),395,-,-,-,-,-,-,98,82,-,-,-,-,-,0,"0,23","21,87"
player_1021,"MC, ME/MP (C)",20 (2),1.545,-,-,-,-,-,-,885,791,-,-,-,-,-,0,"14,16","5,36"
player_1022,DL (C),33,2.970,-,-,-,-,-,-,786,677,-,-,-,-,-,0,"1,91","20,45"
player_1023,DF (C),8 (1),720,-,-,-,-,-,-,430,403,-,-,-,-,-,0,"18,5","2,62"
player_1024,"MP (DI), DL (C)",11 (2),961,-,-,-,-,-,-,325,263,-,-,-,-,-,0,"3,56","18,17"
player_1025,POR,31,2.700,25,"4,6",20,8,75%,44,759,505,13,89%,2,2,29%,0,"3,3","8,7"
player_1026,ME/MP (C),33,2.758,-,-,-,-,-,-,1.325,1.119,-,-,-,-,-,0,"12,27","12,6"
player_1027,ME/MP (C),28,2.415,-,-,-,-,-,-,882,734,-,-,-,-,-,0,"8,24","18,89"
player_1028,DL (C),37 (1),2.771,-,-,-,-,-,-,698,600,-,-,-,-,-,0,"2,57","14,06"
player_1029,"MC, ME (C)",33 (1),2.704,-,-,-,-,-,-,1.531,1.358,-,-,-,-,-,0,"12,32","7,19"
player_1030,"MC, ME (C)",15,1.185,-,-,-,-,-,-,662,604,-,-,-,-,-,0,"11,77","4,56"
player_1031,"DF (DC), MC",0 (2),44,-,-,-,-,-,-,25,23,-,-,-,-,-,0,-,-
player_1032,"ME (D), MP (DI)",26,2.064,-,-,-,-,-,-,830,694,-,-,-,-,-,0,"6,37","16,09"
player_1033,"MC, ME (DC), MP (C)",2 (9),273,-,-,-,-,-,-,140,120,-,-,-,-,-,0,"7,58","9,23"
player_1034,POR,30,2.537,35,"1,6",30,21,75%,54,639,456,8,90%,3,1,100%,1,"4,47","5,82"
player_1035,DF (DC),34,2.897,-,-,-,-,-,-,1.736,1.568,-,-,-,-,-,0,"17,18","2,52"
player_1036,MP (DIC),29,1.864,-,-,-,-,-,-,618,510,-,-,-,-,-,0,"5,26","13,76"
player_1037,DF (C),3 (2),402,-,-,-,-,-,-,246,186,-,-,-,-,-,0,"9,85","4,7"
player_1038,"DF (IC), CR (I)",31,2.572,-,-,-,-,-,-,1.469,1.290,-,-,-,-,-,0,"15,19","4,48"
player_1039,"DF (C), MC",30 (5),2.711,-,-,-,-,-,-,1.850,1.642,-,-,-,-,-,0,"13,71","4,15"
player_1040,POR,36,3.068,34,"10,72",39,28,77%,52,760,485,17,87%,3,0,0%,0,"6,19","5,81"
player_1041,"ME (I), MP (DIC)",11 (7),835,-,-,-,-,-,-,300,244,-,-,-,-,-,0,"3,99","19,83"
player_1042,"DF (IC), CR (I)",3,270,-,-,-,-,-,-,148,126,-,-,-,-,-,0,"13,33","9,33"
player_1043,DF (IC),0 (2),83,-,-,-,-,-,-,47,42,-,-,-,-,-,0,"9,76","6,51"
player_1044,"ME (D), MP (DI)",3 (26),739,-,-,-,-,-,-,274,242,-,-,-,-,-,0,"3,53","16,44"
player_1045,"MP (DIC), DL (C)",2 (21),642,-,-,-,-,-,-,184,161,-,-,-,-,-,0,"2,1","20,19"
player_1046,POR,37,3.386,38,"4,78",28,17,74%,61,820,468,10,89%,2,1,33%,1,"2,95","9,04"
player_1047,"MC, ME (IC)",37 (2),3.041,-,-,-,-,-,-,1.540,1.346,-,-,-,-,-,0,"12,34","11,96"
player_1048,"DF (C), MC",35,2.974,-,-,-,-,-,-,1.856,1.656,-,-,-,-,-,0,"16,86","3,45"
player_1049,DF/CR (DI),38,3.316,-,-,-,-,-,-,1.678,1.441,-,-,-,-,-,0,"12,13","13,9"
player_1050,"ME (C), MP (DIC)",8 (12),873,-,-,-,-,-,-,339,298,-,-,-,-,-,0,"4,33","14,43"
player_1051,"MC, ME (C)",33,2.476,-,-,-,-,-,-,1.357,1.196,-,-,-,-,-,0,"11,16","10,07"
player_1052,DL (C),11 (4),861,-,-,-,-,-,-,213,179,-,-,-,-,-,0,"1,36","25,19"
player_1053,ME/MP (DI),24 (1),1.947,-,-,-,-,-,-,735,597,-,-,-,-,-,0,"5,41","18,07"
player_1054,POR,8 (2),740,10,"-1,38",6,2,70%,16,168,105,3,89%,2,0,-,0,"2,92","8,39"
player_1055,"ME (I), MP (DIC), DL (C)",33,2.685,-,-,-,-,-,-,877,770,-,-,-,-,-,0,"6,34","16,83"
player_1056,POR,40,3.614,34,"3,79",28,15,74%,51,977,658,18,89%,2,1,17%,2,"4,53","7,02"
player_1057,"DF (C), MC",24 (7),2.258,-,-,-,-,-,-,1.531,1.324,-,-,-,-,-,0,"16,3","2,63"
player_1058,POR,2 (1),132,1,"-0,49",0,0,50%,1,35,12,1,94%,0,0,-,0,"3,41","7,5"
player_1059,ME (C),18 (2),1.117,-,-,-,-,-,-,555,483,-,-,-,-,-,0,"9,91","15,07"
player_1060,"DF (DIC), CR (DI)",35,3.150,-,-,-,-,-,-,1.509,1.317,-,-,-,-,-,1,12,"15,94"
player_1061,ME/MP (C),13 (18),1.388,-,-,-,-,-,-,496,427,-,-,-,-,-,0,"11,02","14,59"
player_1062,POR,35,3.150,45,"5,35",29,16,70%,59,860,616,7,86%,2,2,40%,0,"4,86","5,83"
player_1063,DF/CR (D),40,3.518,-,-,-,-,-,-,1.838,1.626,-,-,-,-,-,0,"10,64","14,76"
player_1064,"ME (I), MP (DI)",17,1.507,-,-,-,-,-,-,533,439,-,-,-,-,-,0,"7,47","11,94"
player_1065,"DF (IC), MC",3 (4),320,-,-,-,-,-,-,189,167,-,-,-,-,-,0,"18,28","3,94"
player_1066,"MC, ME (C)",33 (1),2.804,-,-,-,-,-,-,1.608,1.455,-,-,-,-,-,0,"12,49","6,9"
player_1067,"ME/MP (DI), DL (C)",37,3.114,-,-,-,-,-,-,1.027,873,-,-,-,-,-,0,"4,13","18,01"
player_1068,"MC, ME (C)",15,1.216,-,-,-,-,-,-,648,574,-,-,-,-,-,0,"11,62","11,25"
player_1069,"DF (C), MC",5 (8),575,-,-,-,-,-,-,342,307,-,-,-,-,-,0,"15,65","4,54"
player_1070,"ME/MP (DI), DL (C)",17 (12),1.220,-,-,-,-,-,-,420,353,-,-,-,-,-,0,"3,39","19,55"
player_1071,"ME (D), MP (DIC), DL (C)",31,2.474,-,-,-,-,-,-,926,740,-,-,-,-,-,0,"6,69","12,11"
player_1072,ME/MP (DC),1 (10),225,-,-,-,-,-,-,69,59,-,-,-,-,-,0,"9,6","15,2"
player_1073,"ME (D), MP (DIC), DL (C)",20 (18),2.060,-,-,-,-,-,-,732,617,-,-,-,-,-,0,"8,39","20,4"
player_1074,"MC, ME (C)",34,2.245,-,-,-,-,-,-,1.244,1.066,-,-,-,-,-,0,"10,74","10,46"
player_1075,DF/CR (D),33,2.872,-,-,-,-,-,-,1.334,1.157,-,-,-,-,-,0,"19,84","8,87"
player_1076,MP (DIC),1 (10),313,-,-,-,-,-,-,108,94,-,-,-,-,-,0,"7,19","16,39"
player_1077,DF (DC),35,2.831,-,-,-,-,-,-,1.517,1.326,-,-,-,-,-,0,"11,44","15,04"
player_1078,ME/MP (C),35 (2),3.008,-,-,-,-,-,-,1.501,1.334,-,-,-,-,-,0,"10,02","15,71"
player_1079,DF/CR/ME/MP (I),1 (11),425,-,-,-,-,-,-,208,178,-,-,-,-,-,0,"8,47","13,98"
player_1080,POR,3,270,1,"3,04",1,1,85%,4,74,43,2,92%,2,0,-,0,"4,33",5
player_1081,DL (C),5 (17),835,-,-,-,-,-,-,234,195,-,-,-,-,-,0,"0,75","22,85"
player_1082,"MP (DI), DL (C)",0 (10),245,-,-,-,-,-,-,68,58,-,-,-,-,-,0,"1,84","21,67"
player_1083,DF/CR (D),0 (5),152,-,-,-,-,-,-,79,66,-,-,-,-,-,0,"5,33","39,67"
player_1084,POR,38,3.350,31,"17,02",30,23,79%,69,823,541,13,89%,3,0,0%,1,"5,43","5,72"
player_1085,DF (C),2 (2),200,-,-,-,-,-,-,126,114,-,-,-,-,-,0,"6,3","5,85"
player_1086,"DF (C), MC, ME (C)",30 (3),2.440,-,-,-,-,-,-,1.425,1.309,-,-,-,-,-,0,18,"5,13"
player_1087,POR,32,2.752,32,"8,43",23,16,76%,44,673,335,9,89%,2,4,57%,1,"4,74","7,42"
player_1088,DF (IC),1 (3),122,-,-,-,-,-,-,75,71,-,-,-,-,-,0,"16,23","4,43"
player_1089,"ME (C), MP (IC)",0 (24),346,-,-,-,-,-,-,115,94,-,-,-,-,-,0,"4,42","14,31"
player_1090,"MP (DIC), DL (C)",32,2.741,-,-,-,-,-,-,868,711,-,-,-,-,-,0,"6,5","11,62"
player_1091,"MP (DIC), DL (C)",11 (8),1.166,-,-,-,-,-,-,354,299,-,-,-,-,-,0,"4,09","16,21"
player_1092,DF/CR (D),4 (6),458,-,-,-,-,-,-,241,216,-,-,-,-,-,0,"12,18","14,15"
player_1093,"MC, ME (C)",29,2.066,-,-,-,-,-,-,1.197,1.069,-,-,-,-,-,0,"12,98","5,45"
player_1094,DF/CR/ME/MP (I),31,2.583,-,-,-,-,-,-,967,810,-,-,-,-,-,0,"7,28","11,36"
player_1095,DL (C),20 (10),1.626,-,-,-,-,-,-,398,336,-,-,-,-,-,0,"1,33","18,82"
player_1096,"DF (DC), CR (D)",6 (8),655,-,-,-,-,-,-,359,324,-,-,-,-,-,0,"12,5","10,31"
player_1097,"MC, ME (C)",35,2.675,-,-,-,-,-,-,1.353,1.170,-,-,-,-,-,0,"14,87","9,42"
player_1098,DF/CR (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1099,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1100,"MP (DI), DL (C)",36 (1),2.831,-,-,-,-,-,-,694,595,-,-,-,-,-,0,"2,32","17,68"
player_1101,"MP (IC), DL (C)",24,1.727,-,-,-,-,-,-,493,424,-,-,-,-,-,0,"2,14","20,9"
player_1102,"ME (IC), MP (DIC)",11 (26),1.644,-,-,-,-,-,-,610,519,-,-,-,-,-,0,"4,22","19,49"
player_1103,ME/MP (DI),4 (22),670,-,-,-,-,-,-,241,204,-,-,-,-,-,0,"3,22","15,99"
player_1104,DF (DC),10 (12),1.383,-,-,-,-,-,-,875,784,-,-,-,-,-,1,"11,06","6,18"
player_1105,"MC, ME (C)",39,3.318,-,-,-,-,-,-,1.811,1.614,-,-,-,-,-,0,"14,73","5,29"
player_1106,"ME (D), MP (DIC)",1 (29),648,-,-,-,-,-,-,234,200,-,-,-,-,-,0,"2,5","14,17"
player_1107,"ME (C), MP (IC)",39,2.531,-,-,-,-,-,-,901,748,-,-,-,-,-,0,"9,92","19,38"
player_1108,ME/MP (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1109,DF/CR (D),34 (1),3.084,-,-,-,-,-,-,1.576,1.389,-,-,-,-,-,0,"9,66","15,35"
player_1110,DF/CR/ME/MP (I),28 (10),2.494,-,-,-,-,-,-,1.123,977,-,-,-,-,-,0,"7,94","20,32"
player_1111,"MC, ME (C)",6 (7),582,-,-,-,-,-,-,275,228,-,-,-,-,-,0,"9,43","14,38"
player_1112,DF/CR (D),12,808,-,-,-,-,-,-,327,286,-,-,-,-,-,0,"11,81","11,14"
player_1113,"MC, ME (C)",1 (7),173,-,-,-,-,-,-,98,77,-,-,-,-,-,0,"8,32","7,8"
player_1114,"MC, ME (C)",0 (3),62,-,-,-,-,-,-,35,27,-,-,-,-,-,0,-,-
player_1115,DF (C),5 (2),466,-,-,-,-,-,-,267,250,-,-,-,-,-,0,"11,01","4,44"
player_1116,DF/CR (D),10 (16),1.371,-,-,-,-,-,-,662,573,-,-,-,-,-,0,"10,31","19,69"
player_1117,"ME (I), MP (DI), DL (C)",33,2.831,-,-,-,-,-,-,914,798,-,-,-,-,-,0,"4,23","16,79"
player_1118,ME/MP (DI),38 (1),3.136,-,-,-,-,-,-,1.070,884,-,-,-,-,-,0,"5,42","16,04"
player_1119,ME/MP (DC),37 (2),2.727,-,-,-,-,-,-,962,811,-,-,-,-,-,0,"7,06","16,57"
player_1120,"MP (I), DL (C)",2 (13),504,-,-,-,-,-,-,121,110,-,-,-,-,-,0,"1,07","18,75"
player_1121,"DF (C), MC",37 (1),3.181,-,-,-,-,-,-,1.901,1.711,-,-,-,-,-,0,"16,89","3,06"
player_1122,ME/MP (DI),23,1.781,-,-,-,-,-,-,575,476,-,-,-,-,-,0,"2,78","15,67"
player_1123,"MP (C), DL (C)",2 (30),799,-,-,-,-,-,-,203,164,-,-,-,-,-,0,"1,46","18,25"
player_1124,"MP (DIC), DL (C)",31 (1),2.260,-,-,-,-,-,-,560,476,-,-,-,-,-,0,"2,11","16,69"
player_1125,POR,22 (2),1.961,35,"-1,96",17,16,71%,53,525,371,6,88%,3,0,0%,2,"2,29","9,18"
player_1126,POR,0 (1),86,0,"0,71",0,0,100%,3,21,7,1,89%,3,0,-,0,"4,19","11,51"
player_1127,"MP (DI), DL (C)",24 (4),1.947,-,-,-,-,-,-,653,558,-,-,-,-,-,0,"3,56","25,84"
player_1128,ME/MP (DC),25 (1),1.695,-,-,-,-,-,-,576,488,-,-,-,-,-,0,"10,83","15,56"
player_1129,"ME/MP (DC), DL (C)",4 (10),576,-,-,-,-,-,-,199,179,-,-,-,-,-,0,"9,06","20,94"
player_1130,"MC, ME (C)",2 (13),349,-,-,-,-,-,-,184,176,-,-,-,-,-,0,"7,99","10,83"
player_1131,"MP (DI), DL (C)",16 (8),1.332,-,-,-,-,-,-,321,272,-,-,-,-,-,0,"1,42","19,86"
player_1132,DL (C),35,2.473,-,-,-,-,-,-,639,564,-,-,-,-,-,1,"1,86","18,45"
player_1133,DF/CR/ME/MP (D),9 (9),959,-,-,-,-,-,-,456,385,-,-,-,-,-,0,"6,94","15,02"
player_1134,"DF (DIC), CR (D)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1135,DF/CR (D),24,2.160,-,-,-,-,-,-,1.080,911,-,-,-,-,-,0,"11,96","13,71"
player_1136,DF (C),9 (6),1.186,-,-,-,-,-,-,761,690,-,-,-,-,-,0,"15,25","4,33"
player_1137,"ME (D), MP (DIC), DL (C)",38 (2),2.604,-,-,-,-,-,-,899,765,-,-,-,-,-,0,"3,04","18,77"
player_1138,ME/MP (D),33 (5),2.942,-,-,-,-,-,-,1.110,923,-,-,-,-,-,0,"3,4","18,48"
player_1139,DF/CR (I),1 (5),244,-,-,-,-,-,-,99,85,-,-,-,-,-,0,"9,59","11,07"
player_1140,"MC, ME/MP (C)",27 (9),2.597,-,-,-,-,-,-,1.328,1.143,-,-,-,-,-,0,"11,26","14,45"
player_1141,"ME (D), MP (DI), DL (C)",2 (25),871,-,-,-,-,-,-,305,260,-,-,-,-,-,0,"4,03","19,43"
player_1142,DF (C),6 (17),1.377,-,-,-,-,-,-,861,736,-,-,-,-,-,0,"12,68","6,93"
player_1143,DL (C),1 (6),136,-,-,-,-,-,-,38,33,-,-,-,-,-,0,0,"27,13"
player_1144,ME/MP (I),0 (3),103,-,-,-,-,-,-,58,52,-,-,-,-,-,0,"9,61","6,12"
player_1145,ME/MP (C),0 (2),21,-,-,-,-,-,-,8,7,-,-,-,-,-,0,-,-
player_1146,MP (D),0 (8),164,-,-,-,-,-,-,69,60,-,-,-,-,-,0,"2,74","14,27"
player_1147,"DF (C), MC",0 (3),29,-,-,-,-,-,-,15,13,-,-,-,-,-,0,-,-
player_1148,DF/CR (D),13 (21),1.393,-,-,-,-,-,-,604,536,-,-,-,-,-,0,"9,82","14,54"
player_1149,"DF (DI), CR (D)",0 (7),86,-,-,-,-,-,-,32,27,-,-,-,-,-,0,"5,23","9,42"
player_1150,"MC, ME (C)",34,3.031,-,-,-,-,-,-,1.507,1.319,-,-,-,-,-,0,"15,05","13,27"
player_1151,"MC, ME/MP (C)",19 (1),1.493,-,-,-,-,-,-,773,685,-,-,-,-,-,0,"13,32","10,91"
player_1152,DF/CR (I),13 (23),1.726,-,-,-,-,-,-,905,788,-,-,-,-,-,0,"9,39","16,48"
player_1153,MC,20 (18),1.765,-,-,-,-,-,-,1.033,910,-,-,-,-,-,0,"11,93","7,04"
player_1154,"MC, ME/MP (C)",22 (14),2.231,-,-,-,-,-,-,1.203,1.078,-,-,-,-,-,0,"14,04","5,81"
player_1155,ME/MP (IC),33 (5),2.627,-,-,-,-,-,-,1.010,876,-,-,-,-,-,0,"7,09","15,07"
player_1156,"ME (C), MP (IC)",9 (13),985,-,-,-,-,-,-,369,330,-,-,-,-,-,0,"5,48","15,72"
player_1157,"MC, ME (C)",36 (3),2.880,-,-,-,-,-,-,1.405,1.218,-,-,-,-,-,0,"13,91","9,84"
player_1158,"DF (IC), CR (I)",9 (5),1.057,-,-,-,-,-,-,595,518,-,-,-,-,-,0,"11,58","11,75"
player_1159,MP (DI),32 (3),2.393,-,-,-,-,-,-,843,721,-,-,-,-,-,0,"3,76","16,92"
player_1160,"DF (C), MC, ME (C)",6 (22),873,-,-,-,-,-,-,472,423,-,-,-,-,-,0,"11,03","8,14"
player_1161,DL (C),9 (26),1.432,-,-,-,-,-,-,361,311,-,-,-,-,-,0,"1,76","20,3"
player_1162,"CR (I), ME/MP (DI), DL (C)",0 (14),177,-,-,-,-,-,-,75,63,-,-,-,-,-,0,"4,07","11,69"
player_1163,DF/CR (I),2 (5),224,-,-,-,-,-,-,106,93,-,-,-,-,-,0,"6,43","14,06"
player_1164,POR,37,3.140,34,"14,81",34,17,77%,65,764,457,12,88%,3,0,0%,0,"4,33","6,65"
player_1165,DF (C),20 (7),2.171,-,-,-,-,-,-,1.402,1.238,-,-,-,-,-,0,"13,85","3,94"
player_1166,POR,35,3.102,35,"7,56",12,12,67%,46,713,336,13,86%,2,1,33%,0,"4,29","6,47"
player_1167,"MP (C), DL (C)",39,2.985,-,-,-,-,-,-,728,627,-,-,-,-,-,0,"1,84","17,22"
player_1168,DF (C),12,994,-,-,-,-,-,-,618,536,-,-,-,-,-,0,"19,29","2,54"
player_1169,DF (DC),36,3.217,-,-,-,-,-,-,1.942,1.727,-,-,-,-,-,0,"16,45","3,61"
player_1170,"MC, ME (C)",12 (25),1.482,-,-,-,-,-,-,829,728,-,-,-,-,-,0,"6,62","5,16"
player_1171,"ME (C), MP (DIC)",34,2.702,-,-,-,-,-,-,1.002,851,-,-,-,-,-,0,"11,72","17,42"
player_1172,"ME (C), MP (IC)",3 (31),832,-,-,-,-,-,-,294,257,-,-,-,-,-,0,"7,9","16,98"
player_1173,DL (C),32 (1),2.803,-,-,-,-,-,-,973,839,-,-,-,-,-,0,"5,72","13,68"
player_1174,"MC, ME/MP (C)",0 (9),193,-,-,-,-,-,-,85,73,-,-,-,-,-,0,"7,93","13,52"
player_1175,DL (C),35 (1),3.084,-,-,-,-,-,-,825,700,-,-,-,-,-,0,"2,07","18,91"
player_1176,"ME/MP (C), DL (C)",12 (11),1.045,-,-,-,-,-,-,391,338,-,-,-,-,-,0,"8,53","21,62"
player_1177,POR,6 (1),537,5,"4,8",4,4,78%,10,147,110,2,82%,3,0,0%,0,"4,02","9,22"
player_1178,DF (DC),30 (2),2.582,-,-,-,-,-,-,1.298,1.098,-,-,-,-,-,0,"13,42","13,04"
player_1179,DF (IC),5 (7),692,-,-,-,-,-,-,437,407,-,-,-,-,-,0,"11,18","5,07"
player_1180,DF/CR (I),3 (1),315,-,-,-,-,-,-,164,148,-,-,-,-,-,0,"9,71","16,29"
player_1181,"MC, ME (C)",30,2.499,-,-,-,-,-,-,1.379,1.226,-,-,-,-,-,0,"14,59","6,05"
player_1182,POR,35,3.122,33,"14,66",29,17,77%,67,883,545,10,86%,3,1,33%,0,"3,17","5,07"
player_1183,DL (C),0 (8),109,-,-,-,-,-,-,26,23,-,-,-,-,-,0,"0,83","18,17"
player_1184,ME/MP (C),39,2.480,-,-,-,-,-,-,1.176,1.014,-,-,-,-,-,0,"14,92","12,85"
player_1185,DF (IC),40 (2),3.495,-,-,-,-,-,-,2.131,1.909,-,-,-,-,-,0,"12,18","4,17"
player_1186,POR,33,2.884,32,"9,02",21,24,74%,44,746,372,10,86%,2,1,50%,0,"3,56","6,55"
player_1187,"ME (C), MP (DIC)",29,2.323,-,-,-,-,-,-,805,692,-,-,-,-,-,0,"7,67","24,6"
player_1188,DF (C),31,2.703,-,-,-,-,-,-,1.879,1.727,-,-,-,-,-,0,"17,58","2,9"
player_1189,"MC, ME (C)",33 (2),2.570,-,-,-,-,-,-,1.429,1.277,-,-,-,-,-,0,"14,67","7,81"
player_1190,"DF (DC), CR (D)",33 (1),2.893,-,-,-,-,-,-,1.606,1.393,-,-,-,-,-,0,"14,4","8,84"
player_1191,"ME (I), MP (DI)",2 (24),620,-,-,-,-,-,-,214,192,-,-,-,-,-,0,"3,63","17,56"
player_1192,"DF (C), MC",31,2.518,-,-,-,-,-,-,1.520,1.260,-,-,-,-,-,0,"13,98",4
player_1193,MP (I),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1194,"MC, ME (IC)",0 (3),37,-,-,-,-,-,-,20,17,-,-,-,-,-,0,-,-
player_1195,DF/CR/ME (D),8 (18),981,-,-,-,-,-,-,381,305,-,-,-,-,-,0,"7,34","12,94"
player_1196,"MC, ME (C)",31,2.699,-,-,-,-,-,-,1.432,1.284,-,-,-,-,-,0,"12,2","5,17"
player_1197,"DF (C), MC, ME (C)",10 (27),1.565,-,-,-,-,-,-,791,684,-,-,-,-,-,0,"9,78","15,93"
player_1198,ME/MP (DI),32,2.528,-,-,-,-,-,-,921,782,-,-,-,-,-,0,"6,62","12,42"
player_1199,DL (C),10 (2),729,-,-,-,-,-,-,172,158,-,-,-,-,-,0,"1,11","18,4"
player_1200,"ME (D), MP (DI), DL (C)",33,2.628,-,-,-,-,-,-,934,783,-,-,-,-,-,0,"4,28","17,33"
player_1201,"ME (D), MP (DC)",0 (1),38,-,-,-,-,-,-,12,11,-,-,-,-,-,0,-,-
player_1202,POR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1203,"ME (C), MP (IC)",36,2.829,-,-,-,-,-,-,1.134,973,-,-,-,-,-,0,"7,44","17,15"
player_1204,DF/CR/ME (D),39 (1),3.413,-,-,-,-,-,-,1.745,1.504,-,-,-,-,-,0,"13,84","12,84"
player_1205,DF (C),31,2.581,-,-,-,-,-,-,1.487,1.264,-,-,-,-,-,0,"13,49","4,22"
player_1206,"MC, ME (C)",27,2.129,-,-,-,-,-,-,1.200,1.064,-,-,-,-,-,0,"12,72","7,4"
player_1207,"MP (IC), DL (C)",6 (30),1.253,-,-,-,-,-,-,292,243,-,-,-,-,-,0,"1,65","17,96"
player_1208,ME/MP (C),23,1.895,-,-,-,-,-,-,752,656,-,-,-,-,-,0,"12,73","13,68"
player_1209,"MC, ME/MP (C)",0 (11),300,-,-,-,-,-,-,112,92,-,-,-,-,-,0,"12,6","15,3"
player_1210,ME (C),29,2.496,-,-,-,-,-,-,1.216,1.071,-,-,-,-,-,0,"12,4","15,04"
player_1211,"DF (C), MC",34,2.876,-,-,-,-,-,-,1.801,1.634,-,-,-,-,-,0,"16,96","2,91"
player_1212,POR,34,2.924,30,"6,5",24,14,74%,51,774,531,10,88%,2,0,0%,1,"4,99","6,03"
player_1213,"MP (DI), DL (C)",14 (15),1.499,-,-,-,-,-,-,388,337,-,-,-,-,-,0,"3,48","16,33"
player_1214,"DF (IC), MC",26 (9),2.527,-,-,-,-,-,-,1.387,1.249,-,-,-,-,-,0,"14,17","5,41"
player_1215,DL (C),3 (7),405,-,-,-,-,-,-,109,92,-,-,-,-,-,0,"0,89","19,33"
player_1216,"ME (C), MP (DIC)",21 (5),1.592,-,-,-,-,-,-,558,483,-,-,-,-,-,0,"5,2","17,19"
player_1217,POR,36,3.189,33,"-1,96",18,20,72%,50,909,620,12,90%,2,0,0%,1,"3,41","10,27"
player_1218,DF/CR (I),25,2.120,-,-,-,-,-,-,1.104,970,-,-,-,-,-,0,"13,88","15,37"
player_1219,"ME (I), MP (DIC)",33,2.868,-,-,-,-,-,-,974,812,-,-,-,-,-,0,"4,93","19,14"
player_1220,POR,7 (1),708,9,"0,79",6,3,67%,10,180,120,1,90%,2,0,0%,0,"2,92","9,28"
player_1221,"DF (DC), CR (D), MC",38,3.314,-,-,-,-,-,-,1.711,1.456,-,-,-,-,-,0,"11,84","16,02"
player_1222,DF (C),9 (1),740,-,-,-,-,-,-,494,424,-,-,-,-,-,0,"14,59","2,8"
player_1223,"MP (I), DL (C)",36,2.587,-,-,-,-,-,-,661,550,-,-,-,-,-,0,"1,7","27,59"
player_1224,DL (C),12,1.080,-,-,-,-,-,-,265,232,-,-,-,-,-,0,"1,5","15,83"
player_1225,"ME (D), MP (DC)",36 (1),2.870,-,-,-,-,-,-,1.055,856,-,-,-,-,-,0,"5,46","16,93"
player_1226,"ME (D), MP (DI)",31,2.790,-,-,-,-,-,-,1.054,916,-,-,-,-,-,0,"8,71",19
player_1227,MP (DIC),1 (11),401,-,-,-,-,-,-,144,125,-,-,-,-,-,0,"12,79","12,57"
player_1228,DL (C),39,3.284,-,-,-,-,-,-,840,721,-,-,-,-,-,0,"2,22","17,24"
player_1229,"MP (DIC), DL (C)",14 (6),1.186,-,-,-,-,-,-,301,258,-,-,-,-,-,0,"2,66","17,61"
player_1230,DF/CR (D),36,3.068,-,-,-,-,-,-,1.601,1.370,-,-,-,-,-,0,"12,5","13,85"
player_1231,DF (C),19,1.678,-,-,-,-,-,-,1.048,946,-,-,-,-,-,0,"15,88","2,95"
player_1232,DF (C),33,2.670,-,-,-,-,-,-,1.679,1.490,-,-,-,-,-,0,"15,2","3,47"
player_1233,ME (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1234,DF (D),33,2.841,-,-,-,-,-,-,1.444,1.221,-,-,-,-,-,0,"13,21","11,78"
player_1235,POR,18,1.537,14,"5,07",8,4,74%,28,367,195,9,88%,2,0,-,0,"4,98","7,09"
player_1236,DF (C),38 (1),3.279,-,-,-,-,-,-,2.094,1.941,-,-,-,-,-,0,"13,83","3,43"
player_1237,DF/CR (D),37,3.249,-,-,-,-,-,-,1.707,1.491,-,-,-,-,-,0,"11,77",11
player_1238,"DF (IC), MC, ME (C)",36,3.255,-,-,-,-,-,-,1.740,1.516,-,-,-,-,-,0,"14,29","6,69"
player_1239,"DF (C), MC, ME (C)",37 (1),3.156,-,-,-,-,-,-,1.768,1.547,-,-,-,-,-,0,"13,89","5,96"
player_1240,"MP (DIC), DL (C)",38 (1),3.141,-,-,-,-,-,-,1.035,878,-,-,-,-,-,0,"4,47","17,42"
player_1241,DL (C),24 (8),2.086,-,-,-,-,-,-,528,461,-,-,-,-,-,0,"2,37","16,61"
