Nombre,Final,Sueldo,Sueldo máx.,Mín PS,Representante,Valor de traspaso,Precio Mín,Precio Máx,Cláus. Resc.
player_1050,30/6/2026,6.750 EUR p/m,N/D,N/D,Antonio Vargas,"325m EUR - 3,3M EUR",-,-,"3,8M EUR"
player_1051,30/6/2026,7.500 EUR p/m,N/D,N/D,Santiago Berrocal,28m EUR - 275m EUR,-,-,"1,5M EUR"
player_1052,30/6/2026,17.000 EUR p/m,N/D,N/D,Jose Antonio Corbacho,200m EUR - 2M EUR,-,-,"2,4M EUR"
player_1053,30/6/2024,8.000 EUR p/m,N/D,N/D,Alfredo Orti,8m EUR - 26m EUR,-,-,650m EUR
player_1054,30/6/2025,9.500 EUR p/m,N/D,N/D,Daniel Abal,65m EUR - 650m EUR,-,-,825m EUR
player_1055,30/6/2024,6.750 EUR p/m,N/D,N/D,Ernesto Cabrera,275m EUR - 850m EUR,-,-,"2,5M EUR"
player_1056,30/6/2025,15.250 EUR p/m,N/D,N/D,Gabri Villar,"400m EUR - 1,2M EUR",-,-,900m EUR
player_1057,30/6/2028,13.000 EUR p/m,N/D,N/D,Xavi Aguirre,"550m EUR - 5,4M EUR",-,-,"8,75M EUR"
player_1058,30/6/2025,7.500 EUR p/m,N/D,N/D,Dolores Muniz,75m EUR - 750m EUR,-,-,775m EUR
player_1059,30/6/2026,13.000 EUR p/m,N/D,N/D,Ignacio Tinoco,"450m EUR - 1,4M EUR",-,-,"1,3M EUR"
player_1060,30/6/2025,8.750 EUR p/m,N/D,N/D,Jose Andres Dominguez,"600m EUR - 1,3M EUR",-,-,"1,4M EUR"
player_1061,30/6/2024,9.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"375m EUR - 3,7M EUR",-,-,"10,75M EUR"
player_1062,30/6/2026,10.250 EUR p/m,N/D,N/D,Ignacio Tinoco,"325m EUR - 3,3M EUR",-,-,"4,4M EUR"
player_1063,30/6/2026,14.750 EUR p/m,N/D,N/D,Marc Montalban,40m EUR - 400m EUR,-,-,275m EUR
player_1064,30/6/2026,8.250 EUR p/m,N/D,N/D,Dolores Muniz,"110m EUR - 1,1M EUR",-,-,700m EUR
player_1065,30/6/2028,35.000 EUR p/m,N/D,N/D,Antonio Jose Albarran,"475m EUR - 4,7M EUR",-,-,"6,5M EUR"
player_1066,30/6/2026,16.250 EUR p/m,N/D,N/D,Roy Romer,"150m EUR - 1,5M EUR",-,-,"2,3M EUR"
player_1067,30/6/2026,7.250 EUR p/m,N/D,N/D,Edu Dieste,No a la venta,-,-,450m EUR
player_1068,30/6/2025,8.000 EUR p/m,N/D,N/D,Dolores Muniz,95m EUR,-,-,"1,2M EUR"
player_1069,30/6/2025,8.750 EUR p/m,N/D,N/D,Santiago Berrocal,"230m EUR - 2,3M EUR",-,-,"3,6M EUR"
player_1070,30/6/2026,16.000 EUR p/m,N/D,N/D,Ernesto Cabrera,"550m EUR - 5,6M EUR",-,-,"6,75M EUR"
player_1071,30/6/2026,31.000 EUR p/m,N/D,N/D,Ramon Siles,No a la venta,-,-,550m EUR
player_1072,30/6/2027,8.750 EUR p/m,N/D,N/D,Jose Andres Dominguez,95m EUR - 950m EUR,-,-,10M EUR
player_1073,30/6/2025,8.750 EUR p/m,N/D,N/D,Ernesto Cabrera,28m EUR - 275m EUR,-,-,7M EUR
player_1074,30/6/2025,5.000 EUR p/m,N/D,N/D,Juan Cano,14m EUR - 40m EUR,-,-,-
player_1075,30/6/2028,57.500 EUR p/m,N/D,N/D,Xavi Aguirre,200m EUR - 2M EUR,-,-,"3,2M EUR"
player_1076,30/6/2026,8.750 EUR p/m,N/D,N/D,Daniel Abal,28m EUR - 275m EUR,-,-,1M EUR
player_1077,30/6/2026,7.500 EUR p/m,N/D,N/D,Humberto Guijarro,No a la venta,-,-,850m EUR
player_1078,30/6/2026,3.800 EUR p/m,N/D,N/D,Iago Menendez,"650m EUR - 1,5M EUR",-,-,900m EUR
player_1079,30/6/2025,7.500 EUR p/m,N/D,N/D,Marc Montalban,30m EUR - 300m EUR,-,-,"1,6M EUR"
player_1080,30/6/2026,9.750 EUR p/m,N/D,N/D,Pablo Fernandez,"275m EUR - 2,8M EUR",-,-,"1,5M EUR"
player_1081,30/6/2028,7.500 EUR p/m,N/D,N/D,Ruben Berriel,"275m EUR - 2,8M EUR",-,-,"3,7M EUR"
player_1082,30/6/2025,9.000 EUR p/m,N/D,N/D,Jose Luis Ramos,40m EUR - 425m EUR,-,-,"1,2M EUR"
player_1083,30/6/2026,13.500 EUR p/m,N/D,N/D,Vinicius Antonelli,"5,8M EUR - 7,4M EUR",-,-,-
player_1084,30/6/2024,9.750 EUR p/m,N/D,N/D,Marc Montalban,22m EUR - 220m EUR,-,-,"1,1M EUR"
player_1085,30/6/2027,28.000 EUR p/m,N/D,N/D,Nathan Boyer,"375m EUR - 3,8M EUR",-,-,"7,25M EUR"
player_1086,30/6/2026,12.750 EUR p/m,N/D,N/D,Daniel Abal,90m EUR - 900m EUR,-,-,1M EUR
player_1087,30/6/2027,2.700 EUR p/m,N/D,N/D,Jacopo Melzi,22m EUR - 220m EUR,-,-,500m EUR
player_1088,30/6/2027,6.500 EUR p/m,N/D,N/D,Santiago Berrocal,"110m EUR - 1,1M EUR",-,-,"1,6M EUR"
player_1089,30/6/2025,15.750 EUR p/m,N/D,N/D,Gabri Villar,"130m EUR - 1,3M EUR",-,-,3M EUR
player_1090,30/6/2024,12.250 EUR p/m,N/D,N/D,Dolores Muniz,"1,5m EUR - 16m EUR",-,-,"1,5M EUR"
player_1091,30/6/2026,12.750 EUR p/m,N/D,N/D,Jose Antonio Corbacho,150m EUR - 475m EUR,-,-,350m EUR
player_1092,30/6/2026,11.250 EUR p/m,N/D,N/D,Pablo Fernandez,85m EUR - 850m EUR,-,-,750m EUR
player_1093,30/6/2025,7.500 EUR p/m,N/D,N/D,Antonio Jose Albarran,60m EUR - 600m EUR,-,-,975m EUR
player_1094,30/6/2025,6.750 EUR p/m,N/D,N/D,Daniel Abal,22m EUR - 220m EUR,-,-,275m EUR
player_1095,30/6/2026,14.000 EUR p/m,N/D,N/D,Antonio Marcen,40m EUR - 375m EUR,-,-,"1,1M EUR"
player_1096,30/6/2025,27.500 EUR p/m,N/D,N/D,Francisco Tavares,60m EUR - 600m EUR,-,-,450m EUR
player_1097,30/6/2025,2.400 EUR p/m,N/D,N/D,Xavi Aguirre,26m EUR - 250m EUR,-,-,180m EUR
player_1098,30/6/2024,10.000 EUR p/m,N/D,N/D,Daniel Martin Garcia,0 EUR - 55m EUR,-,-,"1,3M EUR"
player_1099,30/6/2026,20.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"170m EUR - 1,7M EUR",-,-,"4,3M EUR"
player_1100,30/6/2025,8.000 EUR p/m,N/D,N/D,Dolores Muniz,"170m EUR - 1,7M EUR",-,-,"2,3M EUR"
player_1101,30/6/2025,13.250 EUR p/m,N/D,N/D,Ramon Siles,35m EUR - 350m EUR,-,-,240m EUR
player_1102,30/6/2026,7.500 EUR p/m,N/D,N/D,Ernesto Cabrera,"150m EUR - 1,5M EUR",-,-,"3,2M EUR"
player_1103,30/6/2027,29.000 EUR p/m,N/D,N/D,Raul Beltrami Teixeira,"6,8M EUR - 8,8M EUR",-,-,"11,25M EUR"
player_1104,30/6/2024,8.500 EUR p/m,N/D,N/D,Alan Pettersson,9m EUR - 28m EUR,-,-,650m EUR
player_1105,30/6/2025,7.500 EUR p/m,N/D,N/D,Jose Andres Dominguez,"350m EUR - 3,6M EUR",-,-,"2,1M EUR"
player_1106,30/6/2025,8.750 EUR p/m,N/D,N/D,Daniel Rodriguez,900m EUR - 2M EUR,-,-,"3,2M EUR"
player_1107,30/6/2024,8.500 EUR p/m,N/D,N/D,Ramon Siles,0EUR,-,-,250m EUR
player_1108,30/6/2026,41.000 EUR p/m,N/D,N/D,Felix Gerlach,Sin datos,-,-,1Mil.M EUR
player_1109,30/6/2024,2.600 EUR p/m,N/D,N/D,Alberto Carlos Marques dos Santos,12m EUR - 130m EUR,-,-,425m EUR
player_1110,30/6/2025,7.500 EUR p/m,N/D,N/D,Marc Montalban,"130m EUR - 1,3M EUR",-,-,925m EUR
player_1111,30/6/2027,9.000 EUR p/m,N/D,N/D,Julian Guillen,"180m EUR - 1,8M EUR",-,-,"1,6M EUR"
player_1112,30/6/2024,13.250 EUR p/m,N/D,N/D,Antonio Marcen,"500 EUR - 3,5m EUR",-,-,600m EUR
player_1113,30/6/2025,38.000 EUR p/m,N/D,N/D,Pablo Fernandez,80m EUR - 800m EUR,-,-,-
player_1114,30/6/2026,8.750 EUR p/m,N/D,N/D,Daniel Rodriguez,28m EUR - 275m EUR,-,-,925m EUR
player_1115,30/6/2027,1.600 EUR p/m,N/D,N/D,Ezequiel Massaccesi,45m EUR - 425m EUR,-,-,425m EUR
player_1116,30/6/2025,3.700 EUR p/m,N/D,N/D,Juan Cano,50m EUR - 475m EUR,-,-,350m EUR
player_1117,30/6/2025,11.250 EUR p/m,N/D,N/D,Ramon Siles,"450m EUR - 1,4M EUR",-,-,850m EUR
player_1118,30/6/2025,13.500 EUR p/m,N/D,N/D,Dolors Acevedo,45m EUR - 425m EUR,-,-,250m EUR
player_1119,30/6/2028,38.000 EUR p/m,N/D,N/D,Leon Whalley,"4,8M EUR - 9,4M EUR",-,-,-
player_1120,30/6/2025,7.500 EUR p/m,N/D,N/D,Santiago Berrocal,60m EUR - 600m EUR,-,-,"1,1M EUR"
player_1121,30/6/2026,11.500 EUR p/m,N/D,N/D,Xavi Aguirre,"800m EUR - 1,8M EUR",-,-,825m EUR
player_1122,30/6/2026,7.250 EUR p/m,N/D,N/D,Dolores Muniz,240m EUR - 750m EUR,-,-,550m EUR
player_1123,30/6/2026,10.250 EUR p/m,N/D,N/D,Marcos Arino,35m EUR - 375m EUR,-,-,550m EUR
player_1124,30/6/2024,7.500 EUR p/m,N/D,N/D,Daniel Abal,0EUR,-,-,425m EUR
player_1125,30/6/2025,7.500 EUR p/m,N/D,N/D,Ernesto Cabrera,16m EUR - 160m EUR,-,-,"2,1M EUR"
player_1126,30/6/2026,21.500 EUR p/m,N/D,N/D,Antonio Vargas,"160m EUR - 1,6M EUR",-,-,900m EUR
player_1127,30/6/2025,13.750 EUR p/m,N/D,N/D,Marcos Arino,50m EUR - 500m EUR,-,-,"2,1M EUR"
player_1128,30/6/2027,22.000 EUR p/m,N/D,N/D,Dennis Cowling,"2,6M EUR - 5,6M EUR",-,-,"4,3M EUR"
player_1129,30/6/2025,12.750 EUR p/m,N/D,N/D,Pablo Fernandez,60m EUR - 600m EUR,-,-,1M EUR
player_1130,30/6/2024,6.750 EUR p/m,N/D,N/D,Xavi Aguirre,"180m EUR - 1,8M EUR",-,-,"4,6M EUR"
player_1131,30/6/2026,15.500 EUR p/m,N/D,N/D,Jose Luis Ramos,"6,2M EUR - 8M EUR",-,-,"14,5M EUR"
player_1132,30/6/2024,2.700 EUR p/m,N/D,N/D,Dolores Muniz,"500 EUR - 4,5m EUR",-,-,-
player_1133,30/6/2025,7.750 EUR p/m,N/D,N/D,Aina Andreu,18m EUR - 190m EUR,-,-,"1,5M EUR"
player_1134,30/6/2025,4.300 EUR p/m,N/D,N/D,Antonio Valiente,21M EUR - 26M EUR,-,-,50M EUR
player_1135,30/6/2025,14.250 EUR p/m,N/D,N/D,Ramon Siles,26m EUR - 250m EUR,-,-,210m EUR
player_1136,30/6/2025,8.500 EUR p/m,N/D,N/D,Daniel Abal,80m EUR - 800m EUR,-,-,800m EUR
player_1137,30/6/2027,6.500 EUR p/m,N/D,N/D,Dolores Muniz,"180m EUR - 1,8M EUR",-,-,3M EUR
player_1138,30/6/2024,7.500 EUR p/m,N/D,N/D,Antonio Marcen,0 EUR - 16m EUR,-,-,800m EUR
player_1139,30/6/2027,8.250 EUR p/m,N/D,N/D,Antonio Jose Albarran,0EUR,-,-,"1,3M EUR"
player_1140,30/6/2026,8.000 EUR p/m,N/D,N/D,Pablo Fernandez,"375m EUR - 1,2M EUR",-,-,875m EUR
player_1141,30/6/2026,14.000 EUR p/m,N/D,N/D,Alan Maynard,100m EUR - 1M EUR,-,-,900m EUR
player_1142,30/6/2026,8.250 EUR p/m,N/D,N/D,Javi Barbero,230m EUR - 750m EUR,-,-,"1,1M EUR"
player_1143,30/6/2024,1.300 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,16m EUR - 150m EUR,-,-,200m EUR
player_1144,30/6/2024,3.300 EUR p/m,N/D,N/D,Antonio Marcen,3m EUR - 9m EUR,-,-,275m EUR
player_1145,30/6/2024,7.500 EUR p/m,N/D,N/D,Quim Guillen,"2,5m EUR",-,-,"2,3M EUR"
player_1146,30/6/2027,3.500 EUR p/m,N/D,N/D,Jose Andres Dominguez,"140m EUR - 1,4M EUR",-,-,825m EUR
player_1147,30/6/2025,9.250 EUR p/m,N/D,N/D,Javier Llaneza,"700m EUR - 1,5M EUR",-,-,875m EUR
player_1148,30/6/2025,7.500 EUR p/m,N/D,N/D,Matteo Maistrello,45m EUR - 475m EUR,-,-,"1,9M EUR"
player_1149,30/6/2024,8.500 EUR p/m,N/D,N/D,Daniel Martin Garcia,0EUR,-,-,825m EUR
player_1150,30/6/2025,5.500 EUR p/m,N/D,N/D,Gabri Villar,75m EUR - 750m EUR,-,-,425m EUR
player_1151,1/9/2024,12.250 EUR p/m,N/D,N/D,Daniel Martin Garcia,40m EUR - 425m EUR,-,-,"1,1M EUR"
player_1152,30/6/2025,7.500 EUR p/m,N/D,N/D,Humberto Guijarro,210m EUR,-,-,750m EUR
player_1153,30/6/2024,7.500 EUR p/m,N/D,N/D,Jose Andres Dominguez,12m EUR - 110m EUR,-,-,675m EUR
player_1154,30/6/2024,3.700 EUR p/m,N/D,N/D,Ernesto Cabrera,4m EUR - 12m EUR,-,-,550m EUR
player_1155,30/6/2028,18.000 EUR p/m,N/D,N/D,Jairo Olivera,200m EUR - 2M EUR,-,-,"1,6M EUR"
player_1156,30/6/2026,3.700 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,"550m EUR - 1,7M EUR",-,-,525m EUR
player_1157,30/6/2024,8.250 EUR p/m,N/D,N/D,Javi Barbero,30m EUR - 300m EUR,-,-,"1,8M EUR"
player_1158,30/6/2025,7.500 EUR p/m,N/D,N/D,Xavi Aguirre,70m EUR - 700m EUR,-,-,"1,9M EUR"
player_1159,30/6/2026,52.000 EUR p/m,N/D,N/D,Jose Andres Dominguez,"120m EUR - 1,2M EUR",-,-,3M EUR
player_1160,30/6/2025,8.000 EUR p/m,N/D,N/D,Pablo Fernandez,275m EUR - 850m EUR,-,-,"4,7M EUR"
player_1161,30/6/2024,2.500 EUR p/m,N/D,N/D,Francisco Tavares,"0 EUR - 2,5m EUR",-,-,250m EUR
player_1162,30/6/2026,8.000 EUR p/m,N/D,N/D,Alvaro Trigo,"450m EUR - 1,4M EUR",-,-,975m EUR
player_1163,30/6/2025,9.250 EUR p/m,N/D,N/D,Dolores Muniz,55m EUR - 550m EUR,-,-,575m EUR
player_1164,30/6/2026,6.750 EUR p/m,N/D,N/D,Quim Guillen,"130m EUR - 1,3M EUR",-,-,750m EUR
player_1165,30/6/2024,7.500 EUR p/m,N/D,N/D,Edu Dieste,0 EUR - 5m EUR,-,-,600m EUR
player_1166,30/6/2025,7.000 EUR p/m,N/D,N/D,Adam Kubiak,160m EUR - 500m EUR,-,-,550m EUR
player_1167,30/6/2026,14.000 EUR p/m,N/D,N/D,Aron Ingi Omarsson,No a la venta,-,-,170m EUR
player_1168,30/6/2026,8.000 EUR p/m,N/D,N/D,Javier Llaneza,130m EUR - 425m EUR,-,-,375m EUR
player_1169,30/6/2026,6.750 EUR p/m,N/D,N/D,Alfredo Orti,No a la venta,-,-,425m EUR
player_1170,30/6/2026,13.250 EUR p/m,N/D,N/D,Ramon Siles,0 EUR - 60m EUR,-,-,325m EUR
player_1171,30/6/2026,9.750 EUR p/m,N/D,N/D,Pablo Fernandez,60m EUR - 600m EUR,-,-,800m EUR
player_1172,30/6/2026,12.750 EUR p/m,N/D,N/D,Oliwia Kowalczyk,"120m EUR - 1,2M EUR",-,-,-
player_1173,30/6/2025,7.500 EUR p/m,N/D,N/D,Ignacio Tinoco,100m EUR,-,-,575m EUR
player_1174,30/6/2026,15.750 EUR p/m,N/D,N/D,Dolors Acevedo,No a la venta,-,-,160m EUR
player_1175,30/6/2024,4.700 EUR p/m,N/D,N/D,Antonio Jose Albarran,"160m EUR - 1,6M EUR",-,-,775m EUR
player_1176,30/6/2025,14.250 EUR p/m,N/D,N/D,Axel Grolleau,22m EUR - 210m EUR,-,-,"1,7M EUR"
player_1177,30/6/2025,11.250 EUR p/m,N/D,N/D,Santiago Berrocal,"210m EUR - 2,1M EUR",-,-,"4,1M EUR"
player_1178,30/6/2025,11.000 EUR p/m,N/D,N/D,Marc Montalban,180m EUR - 550m EUR,-,-,450m EUR
player_1179,30/6/2024,7.500 EUR p/m,N/D,N/D,Santiago Berrocal,"0 EUR - 1,5m EUR",-,-,800m EUR
player_1180,30/6/2024,8.750 EUR p/m,N/D,N/D,Juan Cano,0EUR,-,-,95m EUR
player_1181,30/6/2024,1.500 EUR p/m,N/D,N/D,Juan Cano,0EUR,-,-,350m EUR
player_1182,30/6/2026,4.100 EUR p/m,N/D,N/D,Juan Antonio Yubero,"475m EUR - 1,5M EUR",-,-,1M EUR
player_1183,30/6/2026,7.000 EUR p/m,N/D,N/D,Adam Kubiak,10m EUR - 100m EUR,-,-,400m EUR
player_1184,30/6/2024,9.000 EUR p/m,N/D,N/D,Daniel Rodriguez,12m EUR - 35m EUR,-,-,-
player_1185,30/6/2026,7.500 EUR p/m,N/D,N/D,Jose Luis Ramos,"550m EUR - 1,7M EUR",-,-,700m EUR
player_1186,30/6/2024,3.300 EUR p/m,N/D,N/D,Ramon Siles,0EUR,-,-,21m EUR
player_1187,30/6/2027,10.500 EUR p/m,N/D,N/D,Jose Luis Ramos,200m EUR - 2M EUR,-,-,"2,1M EUR"
player_1188,30/6/2026,8.000 EUR p/m,N/D,N/D,Daniel Abal,80m EUR - 800m EUR,-,-,525m EUR
player_1189,30/6/2025,4.500 EUR p/m,N/D,N/D,Julio Cesar Rodriguez,200m EUR - 2M EUR,-,-,2M EUR
player_1190,30/6/2025,1.800 EUR p/m,N/D,N/D,Nicolas Sosa,200m EUR - 600m EUR,-,-,450m EUR
player_1191,30/6/2024,4.700 EUR p/m,N/D,N/D,Daniel Rodriguez,0 EUR - 14m EUR,-,-,300m EUR
player_1192,30/6/2024,1.300 EUR p/m,N/D,N/D,Antonio Jose Albarran,0EUR,-,-,72m EUR
player_1193,30/6/2028,275 EUR p/m,N/D,N/D,David Hervas,Sin datos,-,-,-
player_1194,30/6/2028,1.100 EUR p/m,N/D,N/D,Analia Larrosa,"170m EUR - 1,7M EUR",-,-,-
player_1195,30/6/2025,9.000 EUR p/m,N/D,N/D,Jose Antonio Corbacho,550m EUR,-,-,"2,2M EUR"
player_1196,30/6/2025,5.500 EUR p/m,N/D,N/D,Daniel Rodriguez,18m EUR - 180m EUR,-,-,625m EUR
player_1197,30/6/2024,7.500 EUR p/m,N/D,N/D,Jose Antonio Corbacho,0 EUR - 22m EUR,-,-,700m EUR
player_1198,30/6/2026,11.250 EUR p/m,N/D,N/D,Dolors Acevedo,70m EUR - 700m EUR,-,-,625m EUR
player_1199,30/6/2026,8.250 EUR p/m,N/D,N/D,Antonio Valiente,45m EUR - 475m EUR,-,-,"1,1M EUR"
player_1200,30/6/2026,9.500 EUR p/m,N/D,N/D,Ignacio Tinoco,65m EUR - 650m EUR,-,-,"1,5M EUR"
player_1201,30/6/2025,7.500 EUR p/m,N/D,N/D,Marc Montalban,275m EUR,-,-,"1,6M EUR"
player_1202,30/6/2027,10.000 EUR p/m,N/D,N/D,Pablo Fernandez,"500m EUR - 1,6M EUR",-,-,800m EUR
player_1203,30/6/2024,7.500 EUR p/m,N/D,N/D,Marcos Arino,0EUR,-,-,725m EUR
player_1204,30/6/2024,5.250 EUR p/m,N/D,N/D,Quim Guillen,500 EUR - 5m EUR,-,-,325m EUR
player_1205,30/6/2026,6.500 EUR p/m,N/D,N/D,Jose Luis Ramos,100m EUR - 325m EUR,-,-,230m EUR
player_1206,30/6/2025,12.750 EUR p/m,N/D,N/D,Pablo Fernandez,"160m EUR - 1,6M EUR",-,-,"1,6M EUR"
player_1207,30/6/2025,13.750 EUR p/m,N/D,N/D,Edu Dieste,0 EUR - 110m EUR,-,-,1M EUR
player_1208,30/6/2024,11.750 EUR p/m,N/D,N/D,Gabri Villar,1m EUR - 12m EUR,-,-,850m EUR
player_1209,30/6/2026,14.500 EUR p/m,N/D,N/D,Marc Montalban,"1M EUR - 2,2M EUR",-,-,"2,7M EUR"
player_1210,30/6/2026,8.250 EUR p/m,N/D,N/D,Abdoulaye Seck,30m EUR - 300m EUR,-,-,215m EUR
player_1211,30/6/2024,8.500 EUR p/m,N/D,N/D,Marc Montalban,0 EUR - 45m EUR,-,-,-
player_1212,30/6/2024,12.750 EUR p/m,N/D,N/D,Alfredo Orti,0 EUR - 28m EUR,-,-,750m EUR
player_1213,30/6/2025,13.500 EUR p/m,N/D,N/D,David Hervas,"170m EUR - 1,7M EUR",-,-,50M EUR
player_1214,30/6/2027,6.750 EUR p/m,N/D,N/D,Jose Luis Ramos,"700m EUR - 1,5M EUR",-,-,850m EUR
player_1215,30/6/2025,4.400 EUR p/m,N/D,N/D,Antonio Jose Albarran,"3,7M EUR - 7,6M EUR",-,-,-
player_1216,30/6/2028,55.000 EUR p/m,N/D,N/D,Jose Luis Ramos,"5M EUR - 7,8M EUR",-,-,20M EUR
player_1217,30/6/2026,9.500 EUR p/m,N/D,N/D,-,No a la venta,-,-,400m EUR
player_1218,30/6/2025,11.250 EUR p/m,N/D,N/D,Humberto Guijarro,40m EUR - 400m EUR,-,-,625m EUR
player_1219,30/6/2025,19.000 EUR p/m,N/D,N/D,Daniel Rodriguez,12m EUR - 130m EUR,-,-,350m EUR
player_1220,30/6/2025,7.500 EUR p/m,N/D,N/D,Daniel Abal,14m EUR - 140m EUR,-,-,575m EUR
player_1221,30/6/2026,9.000 EUR p/m,N/D,N/D,Javi Barbero,"160m EUR - 1,6M EUR",-,-,"1,6M EUR"
player_1222,30/6/2027,25.500 EUR p/m,N/D,N/D,Alex Moody,17M EUR - 21M EUR,-,-,-
player_1223,30/6/2024,9.000 EUR p/m,N/D,N/D,Daniel Martin Garcia,0EUR,-,-,96m EUR
player_1224,30/6/2025,7.500 EUR p/m,N/D,N/D,Antonio Vargas,35m EUR - 350m EUR,-,-,"1,6M EUR"
player_1225,30/6/2024,8.000 EUR p/m,N/D,N/D,Pablo Fernandez,0 EUR - 35m EUR,-,-,750m EUR
player_1226,30/6/2024,1.500 EUR p/m,N/D,N/D,Ever Santos,0 EUR - 10m EUR,-,-,-
player_1227,30/6/2026,7.500 EUR p/m,N/D,N/D,Jose Andres Dominguez,"250m EUR - 2,5M EUR",-,-,1M EUR
player_1228,30/6/2025,8.000 EUR p/m,N/D,N/D,Xavi Aguirre,14m EUR - 140m EUR,-,-,"4,1M EUR"
player_1229,30/6/2024,9.000 EUR p/m,N/D,N/D,Javi Barbero,9m EUR - 28m EUR,-,-,725m EUR
player_1230,30/6/2025,8.500 EUR p/m,N/D,N/D,Ernesto Cabrera,80m EUR - 800m EUR,-,-,950m EUR
player_1231,30/6/2024,9.750 EUR p/m,N/D,N/D,Antonio Jose Albarran,"500m EUR - 1,5M EUR",-,-,50M EUR
player_1232,30/6/2025,4.300 EUR p/m,N/D,N/D,Antonio Valiente,Sin datos,-,-,50M EUR
player_1233,30/6/2026,16.000 EUR p/m,N/D,N/D,Juan Cano,No a la venta,-,-,1M EUR
player_1234,30/6/2025,11.250 EUR p/m,N/D,N/D,Quim Guillen,20m EUR - 210m EUR,-,-,165m EUR
player_1235,30/6/2025,3.500 EUR p/m,N/D,N/D,Ignacio Tinoco,40m EUR - 400m EUR,-,-,400m EUR
player_1236,30/6/2025,8.500 EUR p/m,N/D,N/D,Iago Menendez,"500m EUR - 1,6M EUR",-,-,"1,4M EUR"
player_1237,30/6/2025,10.000 EUR p/m,N/D,N/D,Daniel Martin Garcia,275m EUR - 850m EUR,-,-,625m EUR
player_1238,30/6/2026,23.500 EUR p/m,N/D,N/D,Humberto Guijarro,35m EUR - 110m EUR,-,-,525m EUR
player_1239,30/6/2026,3.900 EUR p/m,N/D,N/D,Julian Guillen,"230m EUR - 2,3M EUR",-,-,-
player_1240,30/6/2025,9.250 EUR p/m,N/D,N/D,Alfredo Orti,95m EUR - 950m EUR,-,-,825m EUR
player_1241,30/6/2024,1.800 EUR p/m,N/D,N/D,Nodar Koridze,0EUR,-,-,450m EUR
player_1242,30/6/2024,8.500 EUR p/m,N/D,N/D,Daniel Rodriguez,0 EUR - 35m EUR,-,-,-
player_1243,30/6/2024,1.900 EUR p/m,N/D,N/D,Alfredo Orti,0EUR,-,-,85m EUR
player_1244,30/6/2026,6.500 EUR p/m,N/D,N/D,Marc Montalban,"210m EUR - 2,1M EUR",-,-,950m EUR
player_1245,30/6/2025,8.000 EUR p/m,N/D,N/D,Jose Andres Dominguez,90m EUR - 900m EUR,-,-,50M EUR
player_1246,30/6/2024,1.700 EUR p/m,N/D,N/D,Roy Romer,0EUR,-,-,-
player_1247,30/6/2027,16.250 EUR p/m,N/D,N/D,Gabri Villar,"160m EUR - 1,6M EUR",-,-,"1,8M EUR"
player_1248,30/6/2025,10.500 EUR p/m,N/D,N/D,Javier Llaneza,"120m EUR - 1,2M EUR",-,-,850m EUR
player_1249,30/6/2025,17.500 EUR p/m,N/D,N/D,Gabri Villar,"110m EUR - 1,1M EUR",-,-,"1,2M EUR"
player_1250,30/6/2025,17.250 EUR p/m,N/D,N/D,Juan Cano,1m EUR - 12m EUR,-,-,195m EUR
player_1251,30/6/2026,16.000 EUR p/m,N/D,N/D,Humberto Guijarro,45m EUR - 475m EUR,-,-,"1,1M EUR"
player_1252,30/6/2025,7.500 EUR p/m,N/D,N/D,Santiago Berrocal,"550m EUR - 1,7M EUR",-,-,"1,8M EUR"
player_1253,30/6/2026,10.250 EUR p/m,N/D,N/D,Daniel Abal,70m EUR - 700m EUR,-,-,575m EUR
player_1254,30/6/2026,16.000 EUR p/m,N/D,N/D,Daniel Rodriguez,40m EUR - 400m EUR,-,-,875m EUR
player_1255,30/6/2029,6.250 EUR p/m,N/D,N/D,Jose Andres Dominguez,"300m EUR - 3,1M EUR",-,-,20M EUR
player_1256,30/6/2024,1.300 EUR p/m,N/D,N/D,Jose Luis Ramos,0EUR,-,-,65m EUR
player_1257,30/6/2025,11.250 EUR p/m,N/D,N/D,Santiago Berrocal,20m EUR - 190m EUR,-,-,4M EUR
player_1258,30/6/2025,7.500 EUR p/m,N/D,N/D,Daniel Rodriguez,160m EUR - 500m EUR,-,-,475m EUR
player_1259,30/6/2026,2.700 EUR p/m,N/D,N/D,Juan Antonio Yubero,200m EUR - 650m EUR,-,-,425m EUR
player_1260,30/6/2026,7.750 EUR p/m,N/D,N/D,Diogo Ferreira,40m EUR - 425m EUR,-,-,925m EUR
player_1261,30/6/2025,8.500 EUR p/m,N/D,N/D,Daniel Martin Garcia,18m EUR - 190m EUR,-,-,600m EUR
player_1262,30/6/2026,8.500 EUR p/m,N/D,N/D,Julian Guillen,"2,5M EUR - 5,2M EUR",-,-,4M EUR
player_1263,30/6/2025,5.500 EUR p/m,N/D,N/D,Gabri Villar,16m EUR - 170m EUR,-,-,500m EUR
player_1264,30/6/2028,10.250 EUR p/m,N/D,N/D,Juan Antonio Yubero,70m EUR - 700m EUR,-,-,"1,5M EUR"
